Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,1.0,FR # French,B1,most frequent,Abstract Concepts,anger,strong;bad;hot;quick;deep;blind;raw;intense;sudden;pure
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Plants,cactus,spiky;green;desert;tall;small;flowering;wild;dry;prickly;hardy
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Plants,eggplant,purple;fresh;large;shiny;cooked;raw;organic;soft;round;bitter
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Plants,flower,beautiful;red;wild;fragrant;small;blooming;white;garden;dried;colorful
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Plants,grass,green;tall;wet;dry;soft;wild;short;fresh;thick;mowed
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Plants,lettuce,fresh;green;crisp;organic;leafy;raw;washed;salad;small;wilted
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Plants,mushroom,wild;fresh;small;edible;poisonous;dried;white;large;cooked;fungal
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Plants,onion,fresh;red;white;raw;chopped;spicy;small;large;sweet;dried
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Plants,pepper,red;green;hot;fresh;spicy;sweet;small;dried;raw;colorful
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Plants,potato,fresh;large;small;baked;raw;organic;peeled;boiled;soft;golden
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Plants,rose,red;beautiful;fragrant;wild;thorny;white;blooming;garden;fresh;delicate
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Plants,tomato,red;fresh;ripe;juicy;raw;small;large;organic;sliced;sweet
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Plants,tree,tall;green;old;fruit-bearing;leafy;dead;young;strong;shady;ancient
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Social Relationships,ally,strong;reliable;faithful;strategic;close;powerful;loyal;helpful;trusted;foreign
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Social Relationships,brother,older;younger;loving;protective;twin;close;distant;caring;mischievous;supportive
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Social Relationships,enemy,dangerous;sworn;old;powerful;bitter;foreign;hidden;fierce;common;ruthless
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Social Relationships,father,loving;strict;proud;absent;hardworking;young;old;supportive;wise;distant
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Social Relationships,follower,loyal;dedicated;blind;faithful;enthusiastic;active;strong;simple;obedient;organized
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Social Relationships,friend,close;true;old;new;loyal;helpful;fun;trustworthy;distant;caring
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Social Relationships,leader,strong;charismatic;effective;young;experienced;democratic;visionary;popular;wise;authoritarian
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Social Relationships,mother,loving;caring;strict;young;old;protective;busy;single;supportive;gentle
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Social Relationships,partner,business;romantic;reliable;equal;supportive;close;professional;trusted;long-term;creative
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Social Relationships,rival,strong;fierce;old;new;competitive;dangerous;direct;smart;bitter;challenging
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Social Relationships,sister,younger;older;caring;protective;twin;close;distant;fun;supportive;adventurous
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Social Relationships,stranger,mysterious;unknown;friendly;dangerous;foreign;odd;helpful;suspicious;tall;quiet
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Spatial Concepts,above,high;clear;bright;vast;open;blue;distant;safe;warm;empty
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Spatial Concepts,back,strong;straight;injured;broad;weak;curved;painful;muscular;old;flexible
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Spatial Concepts,below,dark;hidden;deep;cold;secret;low;wet;dangerous;quiet;mysterious
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Spatial Concepts,east,distant;rising;sunny;coastal;ancient;modern;busy;green;flat;windy
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Spatial Concepts,front,wide;open;busy;clean;narrow;decorative;strong;damaged;wooden;modern
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Spatial Concepts,inside,warm;dark;safe;hidden;empty;crowded;quiet;bright;cool;secret
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Spatial Concepts,left,free;open;empty;narrow;blocked;clear;dark;wide;safe;hidden
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Spatial Concepts,north,cold;distant;green;wild;northern;flat;mountainous;frozen;ancient;empty
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Spatial Concepts,outside,cold;bright;empty;noisy;wet;dark;open;quiet;warm;crowded
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Spatial Concepts,right,correct;clear;open;free;narrow;blocked;safe;dark;wide;hidden
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Spatial Concepts,south,warm;sunny;coastal;flat;green;distant;tropical;busy;ancient;dry
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Spatial Concepts,west,wild;distant;sunny;coastal;open;flat;ancient;green;windy;empty
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Time Concepts,century,past;long;dark;golden;modern;ancient;forgotten;prosperous;turbulent;enlightened
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;quiet;warm;cold;ordinary;special
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Time Concepts,evening,quiet;long;warm;cool;peaceful;busy;dark;relaxing;late;golden
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Time Concepts,hour,long;short;early;late;busy;quiet;golden;dark;final;waiting
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Time Concepts,minute,short;long;final;waiting;quick;slow;precious;last;early;tense
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Time Concepts,month,long;short;busy;quiet;warm;cold;final;early;rainy;festive
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Time Concepts,morning,early;fresh;bright;cold;quiet;busy;foggy;warm;clear;misty
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Time Concepts,night,dark;long;quiet;cold;starry;warm;endless;peaceful;stormy;short
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Time Concepts,season,long;short;warm;cold;rainy;dry;festive;harsh;mild;changing
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Time Concepts,second,short;final;last;quick;tense;precious;waiting;early;critical;fleeting
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Time Concepts,week,long;short;busy;quiet;final;early;relaxing;working;festive;ordinary
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Time Concepts,year,long;short;good;bad;busy;quiet;final;early;prosperous;challenging
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Abstract Concepts,anger,intense;blind;sudden;deep;raw;suppressed;explosive;quiet;righteous;pent-up
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Abstract Concepts,courage,great;immense;heroic;moral;physical;quiet;unwavering;foolish;innate;bold
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Abstract Concepts,fear,deep;sudden;irrational;intense;primal;overwhelming;hidden;constant;mild;paralyzing
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Abstract Concepts,freedom,absolute;complete;personal;political;economic;limited;hard-won;true;basic;fragile
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Abstract Concepts,happiness,pure;lasting;simple;genuine;fleeting;immense;inner;shared;quiet;radiant
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Abstract Concepts,hate,intense;blind;deep;irrational;bitter;enduring;mutual;secret;racial;violent
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Abstract Concepts,honesty,complete;brutal;simple;absolute;rare;straightforward;unwavering;painful;natural;admirable
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Abstract Concepts,justice,social;true;swift;blind;poetic;divine;human;equal;restorative;imperfect
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Abstract Concepts,knowledge,vast;deep;practical;theoretical;ancient;hidden;useful;shared;basic;profound
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Abstract Concepts,love,true;deep;unconditional;passionate;enduring;lost;forbidden;mutual;pure;romantic
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Abstract Concepts,peace,lasting;inner;global;fragile;perfect;quiet;world;mental;temporary;absolute
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;eternal;innate;worldly;simple;hard-earned;divine;timeless
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Cultural Artifacts,bell,loud;small;ancient;ringing;golden;church;alarm;handheld;cracked;decorative
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Cultural Artifacts,candle,lit;scented;tall;melting;white;flickering;birthday;aromatic;beeswax;decorative
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Cultural Artifacts,carpet,soft;thick;woolen;patterned;old;colorful;oriental;rolled;stained;elegant
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Cultural Artifacts,coin,old;rare;shiny;ancient;foreign;gold;silver;fake;valuable;small
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Cultural Artifacts,crown,golden;royal;jeweled;ancient;ceremonial;heavy;symbolic;tarnished;ornate;imperial
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Cultural Artifacts,flag,national;waving;colorful;tattered;proud;foreign;symbolic;large;striped;faded
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Cultural Artifacts,mask,protective;decorative;ancient;facial;scary;theatrical;full-face;colorful;wooden;anonymous
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Cultural Artifacts,necklace,golden;pearl;elegant;antique;beaded;simple;long;sparkling;silver;expensive
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Cultural Artifacts,painting,beautiful;abstract;famous;modern;detailed;colorful;old;landscape;portrait;vibrant
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Cultural Artifacts,ring,golden;diamond;engagement;ancient;simple;engraved;wedding;silver;valuable;small
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Cultural Artifacts,statue,ancient;marble;grand;bronze;damaged;historical;modern;life-sized;heroic;decorative
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Cultural Artifacts,vase,antique;floral;glass;decorative;cracked;elegant;tall;ceramic;painted;fragile
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;stormy;high;drifting;thin;cumulus;rainy;majestic
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Environmental Phenomena,earthquake,strong;devastating;minor;seismic;sudden;destructive;underground;massive;shallow;frequent
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Environmental Phenomena,fog,thick;dense;morning;mysterious;chilling;light;coastal;persistent;gray;enveloping
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Environmental Phenomena,lightning,bright;sudden;forked;dangerous;electrical;striking;distant;powerful;flashing;spectacular
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Environmental Phenomena,rain,heavy;light;steady;pouring;cold;warm;seasonal;relentless;gentle;tropical
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;double;faint;beautiful;arched;post-rain;spectacular;rare;full
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Environmental Phenomena,snow,fresh;deep;fluffy;melting;heavy;white;powdery;winter;wet;drifting
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Environmental Phenomena,storm,violent;approaching;fierce;electrical;winter;tropical;sudden;howling;massive;distant
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;ominous;echoing;sudden;powerful;deep;frightening
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Environmental Phenomena,tide,high;low;rising;falling;strong;coastal;incoming;outgoing;powerful;gentle
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Environmental Phenomena,volcano,active;dormant;massive;erupting;volcanic;ancient;dangerous;smoking;fiery;majestic
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Environmental Phenomena,wind,strong;gentle;howling;cold;warm;gusty;steady;easterly;westerly;fierce
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Food Items,apple,red;green;fresh;juicy;ripe;sweet;crisp;tart;organic;large
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Food Items,banana,yellow;ripe;fresh;long;sweet;peeled;green;organic;spotted;curved
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Food Items,beef,fresh;lean;grilled;tender;ground;rare;fatty;organic;juicy;seasoned
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Food Items,bread,fresh;warm;sliced;whole-wheat;soft;crusty;homemade;white;toasted;stale
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Food Items,broccoli,fresh;green;steamed;raw;organic;tender;crisp;frozen;boiled;healthy
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Food Items,cheese,sharp;creamy;aged;soft;hard;grated;mild;blue;fresh;melted
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Food Items,chicken,grilled;roasted;fresh;organic;boneless;fried;spicy;tender;raw;marinated
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Food Items,egg,fresh;boiled;fried;large;organic;cracked;raw;brown;scrambled;fertilized
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Food Items,fish,fresh;grilled;smoked;wild;salted;fatty;raw;frozen;flaky;tender
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;homemade;spicy;cheesy;Italian;long;shaped
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Food Items,rice,cooked;white;brown;steamed;fluffy;sticky;wild;boiled;aromatic;raw
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Food Items,soup,hot;creamy;vegetable;thick;spicy;clear;homemade;cold;hearty;flavorful
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Human Roles,artist,talented;creative;famous;struggling;visionary;local;dedicated;modern;inspired;skilled
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Human Roles,athlete,professional;elite;dedicated;fast;strong;Olympic;injured;young;competitive;skilled
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Human Roles,chef,skilled;famous;creative;professional;talented;French;busy;innovative;experienced;passionate
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Human Roles,doctor,skilled;experienced;caring;busy;specialist;young;respected;emergency;dedicated;qualified
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Human Roles,engineer,skilled;mechanical;civil;electrical;innovative;experienced;young;dedicated;professional;creative
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Human Roles,farmer,hardworking;local;organic;experienced;rural;dedicated;small-scale;modern;traditional;independent
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Human Roles,lawyer,experienced;corporate;defense;skilled;ambitious;ethical;young;successful;criminal;dedicated
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Human Roles,musician,talented;classical;rock;famous;struggling;dedicated;jazz;young;skilled;passionate
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Human Roles,scientist,brilliant;dedicated;environmental;medical;innovative;young;respected;theoretical;experimental;passionate
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Human Roles,soldier,brave;trained;veteran;young;elite;wounded;dedicated;combat;loyal;professional
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Human Roles,teacher,dedicated;experienced;patient;inspiring;young;strict;passionate;effective;creative;supportive
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Human Roles,writer,talented;famous;aspiring;creative;prolific;young;established;fiction;dedicated;imaginative
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Inanimate Objects,book,old;new;interesting;thick;bestselling;educational;fictional;hardcover;popular;rare
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Inanimate Objects,bridge,old;wooden;stone;high;modern;suspended;ancient;long;sturdy;iconic
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Inanimate Objects,drums,loud;rhythmic;wooden;electronic;tribal;professional;small;acoustic;beating;shiny
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Inanimate Objects,earth,green;fertile;round;vast;ancient;living;dry;blue;rocky;mysterious
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Inanimate Objects,flute,wooden;silver;melodic;ancient;modern;small;tuned;professional;sweet-sounding;handmade
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Inanimate Objects,key,small;metal;rusty;spare;golden;secret;modern;electronic;old;locked
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Inanimate Objects,knife,sharp;kitchen;rusty;pocket;long;dull;steel;hunting;ancient;clean
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Inanimate Objects,lock,old;rusty;secure;electronic;modern;broken;combination;padlock;heavy;simple
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Inanimate Objects,moon,full;crescent;bright;waxing;waning;silvery;distant;mysterious;glowing;pale
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Inanimate Objects,pen,black;ink;ballpoint;fountain;cheap;elegant;broken;colorful;fine;wooden
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;golden;distant;powerful;midday;warm;blazing
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Inanimate Objects,sword,sharp;ancient;medieval;long;ceremonial;steel;rusty;magical;lightweight;ornate
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Neutral Animals,cat,black;fluffy;playful;stray;wild;domestic;lazy;curious;gray;affectionate
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Neutral Animals,dog,loyal;big;small;friendly;trained;stray;energetic;barking;furry;obedient
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Neutral Animals,dolphin,intelligent;playful;wild;marine;graceful;jumping;friendly;large;swift;curious
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Neutral Animals,elephant,large;gray;wild;gentle;trumpeting;endangered;majestic;African;intelligent;strong
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Neutral Animals,hamster,small;furry;playful;caged;domestic;quick;cute;nocturnal;brown;active
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Neutral Animals,monkey,playful;wild;clever;small;noisy;swinging;curious;brown;agile;mischievous
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Neutral Animals,mouse,small;gray;timid;wild;domestic;quick;squeaky;furry;lab;hidden
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Neutral Animals,peacock,colorful;proud;wild;exotic;beautiful;strutting;large;feathered;majestic;rare
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Neutral Animals,rabbit,white;fluffy;wild;domestic;quick;hopping;cute;furry;brown;playful
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Neutral Animals,shark,large;dangerous;marine;fast;predatory;gray;fierce;deep-sea;hungry;sleek
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Neutral Animals,snake,long;venomous;slithering;wild;colorful;coiled;dangerous;small;green;hidden
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Neutral Animals,whale,massive;blue;migrating;marine;gentle;singing;endangered;deep-diving;graceful;ancient
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Places,city,busy;large;modern;ancient;crowded;coastal;historic;industrial;vibrant;polluted
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Places,desert,vast;sandy;hot;arid;barren;remote;golden;endless;rocky;silent
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Places,forest,dense;green;ancient;tropical;dark;lush;quiet;vast;rainy;mysterious
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Places,island,tropical;remote;small;volcanic;sandy;inhabited;deserted;green;coastal;exotic
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Places,lake,deep;blue;frozen;calm;large;freshwater;scenic;crystal-clear;mountain;peaceful
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Places,mountain,high;snowy;rugged;ancient;majestic;volcanic;green;steep;remote;towering
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Places,ocean,vast;deep;blue;stormy;calm;endless;salty;mysterious;warm;turbulent
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Places,plain,vast;flat;grassy;open;fertile;dry;endless;rural;green;windy
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Places,plateau,high;flat;rocky;elevated;vast;barren;ancient;scenic;dry;remote
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Places,river,wide;deep;flowing;muddy;clear;winding;fast;ancient;navigable;peaceful
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Places,valley,deep;green;fertile;narrow;scenic;hidden;mountainous;lush;river-fed;quiet
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Places,village,small;rural;ancient;peaceful;coastal;traditional;charming;isolated;fishing;historic
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Plants,cactus,spiky;tall;desert;green;flowering;hardy;small;prickly;wild;exotic
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Plants,eggplant,purple;fresh;large;shiny;organic;ripe;grilled;soft;bitter;round
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Plants,flower,beautiful;colorful;fragrant;wild;blooming;red;delicate;garden;exotic;fresh
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Plants,grass,green;lush;wet;tall;dry;soft;wild;mowed;thick;fresh
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Plants,lettuce,fresh;green;crisp;organic;leafy;washed;bitter;romaine;raw;wilted
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Plants,mushroom,fresh;wild;edible;poisonous;brown;large;dried;flavorful;button;cooked
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Plants,onion,fresh;red;white;spicy;raw;chopped;organic;sweet;large;dried
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Plants,pepper,hot;red;green;fresh;spicy;bell;ground;sweet;dried;crushed
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Plants,potato,fresh;baked;boiled;large;organic;sweet;fried;raw;small;peeled
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Plants,rose,red;beautiful;fragrant;blooming;thorny;wild;white;garden;delicate;fresh
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Plants,tomato,red;fresh;ripe;juicy;organic;small;cherry;sliced;raw;vine-ripened
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Plants,tree,tall;old;green;fruit-bearing;shady;ancient;leafy;oak;fallen;blooming
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Social Relationships,ally,strong;reliable;strategic;faithful;powerful;secret;foreign;trusted;natural;loyal
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Social Relationships,brother,older;younger;loving;protective;estranged;twin;caring;rebellious;supportive;fun
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Social Relationships,enemy,sworn;fierce;dangerous;ancient;bitter;foreign;hidden;powerful;mortal;hated
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Social Relationships,father,loving;strict;absent;proud;hardworking;wise;young;supportive;distant;caring
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Social Relationships,follower,loyal;devoted;blind;enthusiastic;faithful;dedicated;mass;religious;political;ardent
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Social Relationships,friend,close;loyal;old;new;true;childhood;reliable;fun;supportive;distant
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Social Relationships,leader,strong;charismatic;effective;democratic;visionary;authoritarian;inspiring;natural;elected;capable
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Social Relationships,mother,loving;caring;strict;single;devoted;busy;protective;supportive;absent;nurturing
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Social Relationships,partner,business;romantic;reliable;equal;trusted;long-term;professional;supportive;creative;committed
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Social Relationships,rival,fierce;business;academic;direct;hated;strong;competitive;longtime;dangerous;worthy
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Social Relationships,sister,younger;older;loving;rebellious;protective;twin;caring;supportive;fun;close
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Social Relationships,stranger,mysterious;unknown;friendly;dangerous;foreign;tall;helpful;suspicious;wandering;odd
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Spatial Concepts,above,high;overhead;superior;elevated;top;distant;floating;supreme;aerial;uppermost
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Spatial Concepts,back,rear;hidden;supportive;strong;distant;lower;covered;muscular;secret;wide
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Spatial Concepts,below,low;underground;inferior;deep;hidden;submerged;lower;dark;beneath;sunken
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Spatial Concepts,east,far;rising;distant;coastal;sunny;oriental;ancient;eastern;windward;remote
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Spatial Concepts,front,main;forward;leading;visible;bold;direct;protective;strong;open;facing
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Spatial Concepts,inside,inner;hidden;secure;warm;deep;private;enclosed;comfortable;secret;protected
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Spatial Concepts,left,far;abandoned;wrong;western;free;unused;blind;distant;vacant;hidden
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Spatial Concepts,north,far;polar;cold;remote;northern;windy;frozen;arctic;upper;icy
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Spatial Concepts,outside,outer;exposed;cold;bright;vast;public;dangerous;open;external;free
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Spatial Concepts,right,correct;proper;straight;moral;direct;legal;strong;immediate;true;valid
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Spatial Concepts,south,far;tropical;warm;southern;coastal;sunny;distant;equatorial;humid;lower
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Spatial Concepts,west,far;wild;western;coastal;sunset;remote;cowboy;pacific;dry;golden
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Time Concepts,century,past;new;golden;dark;modern;ancient;turbulent;prosperous;revolutionary;peaceful
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Time Concepts,day,long;sunny;busy;short;rainy;ordinary;special;clear;dark;festive
grok-3-mini,think-in-native,1.0,FR # French,C2,most frequent,Time Concepts,evening,quiet;warm;long;cool;romantic;peaceful;late;golden;relaxing;starry
