Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,1.0,TR # Turkish,B1,most frequent,Abstract Concepts,anger,strong;hot;bad;quick;sudden;great;deep;blind;fierce;wild
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Neutral Animals,hamster,small;furry;playful;cute;wild;domestic;young;fast;active;brown
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Neutral Animals,monkey,playful;wild;small;intelligent;young;noisy;agile;brown;social;curious
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Neutral Animals,mouse,small;gray;wild;domestic;fast;shy;young;noisy;clever;brown
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Neutral Animals,peacock,colorful;proud;wild;large;beautiful;male;female;noisy;elegant;exotic
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Neutral Animals,rabbit,white;small;wild;domestic;fast;fluffy;young;cute;playful;brown
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Neutral Animals,shark,large;dangerous;wild;fast;gray;predatory;deep-sea;aggressive;solitary;powerful
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Neutral Animals,snake,long;poisonous;wild;green;slippery;dangerous;small;large;coiled;exotic
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Neutral Animals,whale,massive;blue;wild;gentle;deep-sea;endangered;intelligent;migratory;ancient;graceful
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Places,city,busy;large;modern;old;crowded;beautiful;industrial;coastal;historic;noisy
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Places,desert,dry;vast;hot;sandy;barren;remote;beautiful;windy;endless;golden
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Places,forest,dense;green;old;wild;dark;beautiful;tropical;quiet;vast;ancient
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Places,island,small;tropical;remote;beautiful;volcanic;deserted;green;coastal;large;sandy
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Places,lake,deep;blue;calm;frozen;large;small;clear;muddy;scenic;natural
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Places,mountain,high;snowy;rugged;tall;green;remote;beautiful;volcanic;ancient;steep
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Places,ocean,vast;deep;blue;stormy;calm;endless;cold;warm;mysterious;powerful
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Places,plain,flat;vast;green;dry;fertile;endless;open;windy;empty;golden
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Places,plateau,high;flat;rocky;vast;dry;green;remote;ancient;scenic;elevated
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Places,river,wide;deep;fast;slow;muddy;clear;long;winding;frozen;natural
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Places,valley,deep;green;narrow;wide;beautiful;fertile;remote;scenic;hidden;lush
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Places,village,small;quiet;rural;ancient;peaceful;remote;traditional;coastal;mountain;simple
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Plants,cactus,spiky;green;tall;small;desert;wild;flowering;dry;hardy;exotic
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Plants,eggplant,purple;fresh;large;small;shiny;raw;cooked;soft;organic;bitter
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Plants,flower,beautiful;colorful;wild;fresh;fragrant;small;large;blooming;red;yellow
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Plants,grass,green;tall;short;wet;dry;wild;soft;fresh;thick;lush
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Plants,lettuce,green;fresh;crisp;raw;organic;leafy;small;large;washed;tender
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Plants,mushroom,wild;fresh;small;large;edible;poisonous;brown;white;cooked;raw
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Plants,onion,fresh;small;large;red;white;spicy;raw;cooked;organic;pungent
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Plants,pepper,red;green;hot;fresh;small;large;spicy;raw;cooked;sweet
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Plants,potato,fresh;small;large;raw;cooked;organic;white;sweet;boiled;fried
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Plants,rose,red;beautiful;thorny;fresh;wild;fragrant;white;blooming;simple;elegant
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Plants,tomato,red;fresh;juicy;small;large;raw;cooked;organic;ripe;sweet
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Plants,tree,tall;old;green;large;small;fruit;leafy;bare;ancient;strong
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Social Relationships,ally,strong;reliable;strategic;close;foreign;powerful;loyal;helpful;supportive;enduring
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Social Relationships,brother,older;younger;loving;protective;kind;mischievous;strong;reliable;funny;distant
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Social Relationships,enemy,dangerous;powerful;sworn;old;bitter;foreign;ruthless;hidden;strong;defeated
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Social Relationships,father,loving;strict;wise;busy;kind;absent;supportive;strong;hardworking;distant
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Social Relationships,follower,loyal;devoted;blind;enthusiastic;faithful;strong;passive;dedicated;misguided;active
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Social Relationships,friend,true;close;old;new;reliable;fun;helpful;trustworthy;distant;kind
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Social Relationships,leader,strong;charismatic;wise;effective;popular;authoritarian;inspiring;visionary;competent;fair
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Social Relationships,mother,loving;caring;strict;busy;wise;supportive;kind;protective;hardworking;gentle
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Social Relationships,partner,reliable;business;romantic;equal;supportive;strong;committed;creative;helpful;distant
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Social Relationships,rival,fierce;strong;old;new;competitive;bitter;smart;direct;indirect;dangerous
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Social Relationships,sister,younger;older;loving;protective;kind;mischievous;smart;reliable;funny;distant
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Social Relationships,stranger,mysterious;unknown;dangerous;friendly;foreign;suspicious;helpful;odd;quiet;tall
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,above,high;clear;visible;distant;bright;vast;open;blue;endless;majestic
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,back,strong;broad;straight;curved;injured;muscular;hidden;rear;solid;exposed
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,below,deep;hidden;dark;underground;low;submerged;invisible;quiet;vast;mysterious
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,east,distant;rising;sunny;ancient;coastal;windy;flat;mountainous;unknown;exotic
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,front,clear;wide;open;busy;hidden;small;large;decorated;simple;exposed
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,inside,warm;dark;hidden;comfortable;empty;full;quiet;messy;clean;secure
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,left,free;unused;empty;hidden;open;clear;dark;wide;narrow;safe
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,north,cold;frozen;distant;windy;vast;mysterious;polar;rugged;ancient;wild
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,outside,bright;cold;warm;noisy;quiet;empty;full;wet;dry;open
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,right,correct;proper;accurate;straight;legal;moral;just;true;fair;exact
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,south,warm;sunny;tropical;distant;coastal;flat;exotic;wild;dry;vibrant
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Spatial Concepts,west,wild;distant;golden;coastal;windy;vast;mysterious;ancient;rugged;free
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Time Concepts,century,past;future;golden;dark;modern;ancient;turbulent;peaceful;revolutionary;progressive
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;quiet;ordinary;special;warm;cold
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Time Concepts,evening,calm;cool;quiet;long;short;beautiful;dark;relaxing;busy;warm
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Time Concepts,hour,long;short;late;early;busy;quiet;golden;final;endless;productive
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Time Concepts,minute,short;quick;last;first;precious;wasted;exact;silent;tense;final
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Time Concepts,month,long;short;busy;quiet;festive;cold;warm;productive;final;starting
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Time Concepts,morning,fresh;early;bright;cold;warm;quiet;busy;foggy;sunny;crisp
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Time Concepts,night,dark;long;quiet;starry;cold;warm;mysterious;sleepless;peaceful;endless
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Time Concepts,season,long;short;warm;cold;wet;dry;festive;productive;changing;beautiful
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Time Concepts,second,last;first;quick;final;precious;fleeting;tense;exact;silent;critical
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Time Concepts,week,long;short;busy;quiet;productive;relaxing;final;starting;exhausting;refreshing
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Time Concepts,year,long;short;busy;productive;challenging;successful;final;starting;memorable;ordinary
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;raw;explosive;uncontrollable;bitter;hot;simmering
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,courage,brave;steadfast;heroic;quiet;bold;unwavering;moral;inner;fearless;noble
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,fear,deep;overwhelming;sudden;primal;irrational;creeping;paralyzing;dark;intense;hidden
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,freedom,absolute;true;personal;hard-won;unlimited;basic;sudden;complete;peaceful;fragile
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,happiness,pure;lasting;simple;genuine;radiant;quiet;overwhelming;inner;fleeting;shared
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,hate,bitter;intense;deep;blind;irrational;burning;cold;relentless;growing;unspoken
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,honesty,complete;brutal;rare;straightforward;absolute;unwavering;pure;simple;heartfelt;transparent
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,justice,fair;swift;blind;social;moral;equal;ultimate;poetic;harsh;divine
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,knowledge,vast;deep;practical;ancient;secret;essential;basic;advanced;shared;timeless
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,love,true;deep;unconditional;passionate;enduring;pure;forbidden;gentle;intense;selfless
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,peace,inner;lasting;fragile;global;quiet;profound;perfect;sudden;absolute;serene
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;deep;intuitive;hard-earned;spiritual;clear;innate
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,bell,ringing;old;small;golden;loud;antique;clear;brass;decorative;silent
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,candle,flickering;scented;tall;white;melting;aromatic;simple;decorative;lit;waxen
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,carpet,soft;colorful;woolen;patterned;thick;antique;large;clean;oriental;faded
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,coin,shiny;old;rare;gold;small;ancient;fake;heavy;valuable;circular
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,crown,golden;royal;jeweled;heavy;ancient;symbolic;ornate;simple;ceremonial;worn
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,flag,national;waving;colorful;torn;proud;foreign;large;symbolic;red;faded
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,mask,mysterious;colorful;protective;wooden;decorative;false;frightening;simple;elegant;hidden
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,necklace,shiny;golden;delicate;pearl;antique;long;elegant;beaded;simple;valuable
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,painting,beautiful;abstract;old;colorful;famous;detailed;modern;landscape;framed;vivid
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,ring,golden;shiny;engagement;simple;antique;diamond;heavy;decorative;silver;circular
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,statue,tall;stone;ancient;heroic;detailed;bronze;modern;imposing;marble;broken
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Cultural Artifacts,vase,decorative;fragile;porcelain;tall;antique;colorful;simple;broken;floral;glass
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,cloud,fluffy;dark;drifting;white;stormy;high;thin;gray;cumulus;passing
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,earthquake,devastating;sudden;powerful;minor;seismic;destructive;shallow;intense;rare;tectonic
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,fog,thick;dense;mysterious;morning;chilling;light;rolling;wet;persistent;gray
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,lightning,bright;sudden;striking;forked;dangerous;quick;electrical;distant;vivid;powerful
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,rain,heavy;light;steady;pouring;gentle;cold;warm;seasonal;relentless;refreshing
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;fleeting;beautiful;double;arched;magical;fading;wide;natural
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,snow,fresh;deep;fluffy;melting;white;heavy;powdery;cold;drifting;pristine
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,storm,violent;fierce;approaching;raging;sudden;tropical;windy;dark;electrical;powerful
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;ominous;echoing;sudden;deep;explosive;constant
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,tide,high;low;rising;falling;strong;gentle;incoming;outgoing;unpredictable;coastal
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;smoking;dangerous;ancient;fiery;tall;erupting
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Environmental Phenomena,wind,strong;gentle;howling;cold;warm;gusty;steady;easterly;biting;refreshing
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Food Items,apple,red;crisp;juicy;fresh;green;sweet;tart;ripe;small;organic
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Food Items,banana,yellow;ripe;soft;long;sweet;green;peeled;fresh;curved;tropical
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Food Items,beef,tender;lean;grilled;fresh;fatty;rare;cooked;organic;juicy;cheap
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Food Items,bread,fresh;soft;warm;sliced;whole-wheat;crusty;white;homemade;dry;toasted
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Food Items,broccoli,fresh;green;crisp;steamed;raw;organic;tender;frozen;small;healthy
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Food Items,cheese,sharp;soft;creamy;aged;hard;melted;fresh;yellow;mild;grated
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Food Items,chicken,grilled;fresh;roasted;tender;organic;spicy;fried;white;lean;cheap
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Food Items,egg,fresh;boiled;fried;large;brown;white;organic;cracked;raw;hard
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Food Items,fish,fresh;grilled;smoked;wild;frozen;oily;salty;large;tasty;caught
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;cheesy;spicy;simple;Italian;homemade;twisted
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Food Items,rice,cooked;white;steamed;brown;fluffy;sticky;long-grain;raw;aromatic;hot
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Food Items,soup,hot;creamy;vegetable;spicy;thick;clear;homemade;cold;hearty;flavorful
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Human Roles,artist,talented;creative;famous;struggling;visionary;dedicated;modern;skilled;passionate;unknown
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Human Roles,athlete,strong;fast;dedicated;professional;young;Olympic;injured;competitive;fit;skilled
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Human Roles,chef,skilled;famous;creative;professional;busy;talented;French;young;innovative;experienced
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Human Roles,doctor,skilled;caring;busy;senior;young;experienced;dedicated;hospital;private;compassionate
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;young;experienced;creative;practical;dedicated;successful
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Human Roles,farmer,hardworking;local;organic;experienced;poor;rural;dedicated;modern;traditional;skilled
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Human Roles,lawyer,sharp;experienced;corporate;successful;young;ethical;defense;busy;criminal;dedicated
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Human Roles,musician,talented;famous;classical;rock;young;dedicated;skilled;jazz;struggling;passionate
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Human Roles,scientist,brilliant;dedicated;innovative;environmental;young;experienced;theoretical;practical;curious;renowned
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Human Roles,soldier,brave;trained;veteran;young;disciplined;elite;wounded;patriotic;strong;loyal
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Human Roles,teacher,dedicated;experienced;patient;young;inspiring;strict;effective;passionate;knowledgeable;supportive
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Human Roles,writer,talented;famous;aspiring;creative;prolific;young;experienced;fictional;journalistic;dedicated
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,book,old;new;thick;interesting;popular;hardcover;fictional;educational;colorful;rare
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,bridge,old;long;wooden;stone;modern;high;suspended;busy;narrow;iconic
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,drums,loud;wooden;rhythmic;large;electronic;traditional;fast;deep;shiny;antique
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,earth,green;vast;fertile;dry;spinning;ancient;living;blue;warm;solid
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,flute,wooden;silver;melodic;ancient;sweet;modern;handheld;clear;shiny;traditional
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,key,small;metal;rusty;golden;spare;old;modern;secret;heavy;shiny
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,knife,sharp;old;metal;kitchen;rusty;pocket;blunt;long;clean;dangerous
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,lock,old;metal;secure;broken;electronic;simple;rusty;modern;heavy;keyed
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,moon,full;bright;crescent;distant;glowing;waxing;silver;mysterious;dark;rising
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,pen,black;ink;smooth;cheap;fountain;ballpoint;old;colorful;fine;wooden
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;golden;warm;midday;distant;intense;yellow
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Inanimate Objects,sword,sharp;ancient;metal;long;ceremonial;rusty;magical;heavy;decorative;powerful
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Neutral Animals,cat,black;fluffy;playful;wild;domestic;lazy;sleek;stray;cute;old
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Neutral Animals,dog,loyal;big;small;friendly;wild;trained;energetic;stray;cute;old
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Neutral Animals,dolphin,playful;intelligent;wild;graceful;marine;fast;social;young;endangered;sleek
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Neutral Animals,elephant,large;gray;wild;gentle;endangered;old;majestic;strong;African;trained
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Neutral Animals,hamster,small;furry;playful;caged;cute;fast;young;nocturnal;tame;active
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Neutral Animals,monkey,playful;wild;clever;small;noisy;agile;young;tropical;mischievous;furry
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Neutral Animals,mouse,small;gray;timid;wild;caged;fast;cute;nocturnal;common;furry
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Neutral Animals,peacock,colorful;proud;wild;majestic;large;beautiful;exotic;male;noisy;feathered
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Neutral Animals,rabbit,white;fluffy;wild;cute;fast;tame;small;jumping;furry;young
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Neutral Animals,shark,dangerous;large;fast;marine;predatory;gray;fierce;solitary;endangered;sharp-toothed
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Neutral Animals,snake,venomous;long;slithery;wild;colorful;dangerous;tame;coiled;scaled;hidden
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Neutral Animals,whale,massive;marine;endangered;graceful;singing;blue;wild;deep-diving;ancient;gentle
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Places,city,busy;large;modern;ancient;crowded;clean;historic;vibrant;polluted;coastal
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Places,desert,dry;vast;sandy;hot;barren;remote;golden;windy;harsh;endless
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Places,forest,dense;green;ancient;dark;tropical;quiet;vast;lush;wild;misty
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Places,island,tropical;small;remote;volcanic;green;deserted;rocky;sunny;large;coastal
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Places,lake,deep;blue;calm;frozen;large;clear;scenic;freshwater;quiet;surrounded
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Places,mountain,high;snowy;rugged;ancient;green;majestic;steep;volcanic;remote;tall
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Places,ocean,vast;deep;blue;stormy;calm;endless;salty;warm;cold;mysterious
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Places,plain,flat;vast;grassy;open;dry;fertile;windy;green;endless;rural
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Places,plateau,high;flat;rocky;vast;elevated;dry;scenic;ancient;green;remote
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Places,river,wide;fast-flowing;deep;muddy;clear;winding;frozen;scenic;long;wild
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Places,valley,deep;green;narrow;fertile;scenic;hidden;wide;mountainous;peaceful;dry
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Places,village,small;quiet;rural;ancient;coastal;traditional;remote;picturesque;friendly;simple
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Plants,cactus,spiky;green;desert;tall;flowering;small;hardy;exotic;dry;thorny
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Plants,eggplant,purple;fresh;large;shiny;ripe;organic;soft;cooked;elongated;dark
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Plants,flower,beautiful;colorful;fragrant;wild;blooming;small;exotic;red;fresh;wilting
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Plants,grass,green;soft;tall;wet;dry;wild;mowed;lush;short;overgrown
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Plants,lettuce,fresh;green;crisp;organic;leafy;raw;salad;small;tender;washed
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Plants,mushroom,wild;fresh;edible;poisonous;small;brown;dried;flavorful;round;exotic
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Plants,onion,fresh;white;red;pungent;large;sliced;organic;raw;cooked;spicy
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Plants,pepper,hot;red;green;fresh;spicy;sweet;dried;small;crushed;flavorful
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Plants,potato,fresh;large;boiled;baked;organic;small;starchy;raw;peeled;golden
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Plants,rose,red;beautiful;thorny;fragrant;wild;blooming;white;fresh;delicate;exotic
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Plants,tomato,red;ripe;fresh;juicy;small;organic;sliced;raw;cherry;sweet
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Plants,tree,tall;green;ancient;shady;fruit-bearing;old;young;leafy;sturdy;flowering
grok-3-mini,think-in-native,1.0,TR # Turkish,C2,most frequent,Social Relationships,ally,strong;reliable;strategic;faithful;powerful;trusted;foreign;loyal;helpful;key
