Noun,NounCategory,Language1,Language2,Distance,Adjectives1,Adjectives2
engineer,Human Roles,JA # Japanese,UR # Urdu,0.04393184,good;young;old;great;new;top;local;skilled;talented;real,good;young;old;skilled;talented;new;professional;great;famous;experienced
engineer,Human Roles,JA # Japanese,VI # Vietnamese,0.028396845,good;young;old;great;new;top;local;skilled;talented;real,young;old;good;great;new;skilled;professional;talented;local;creative
engineer,Human Roles,JA # Japanese,ZH # Mandarin,0.01632166,good;young;old;great;new;top;local;skilled;talented;real,good;young;old;skilled;talented;new;great;local;top;smart
engineer,Human Roles,KO # Korean,LV # Latvian,0.02771902,good;young;old;great;skilled;professional;new;talented;top;experienced,good;young;old;great;new;talented;local;professional;skilled;smart
engineer,Human Roles,KO # Korean,PL # Polish,0.049165964,good;young;old;great;skilled;professional;new;talented;top;experienced,good;great;young;old;skilled;new;talented;creative;smart;busy
engineer,Human Roles,KO # Korean,PS # Pashto,0.014754891,good;young;old;great;skilled;professional;new;talented;top;experienced,good;young;old;great;new;top;local;talented;professional;skilled
engineer,Human Roles,KO # Korean,PT # Portuguese,0.04457736,good;young;old;great;skilled;professional;new;talented;top;experienced,good;young;old;great;new;skilled;talented;local;busy;smart
engineer,Human Roles,KO # Korean,RU # Russian,0.042366326,good;young;old;great;skilled;professional;new;talented;top;experienced,good;great;young;old;new;real;skilled;talented;creative;smart
engineer,Human Roles,KO # Korean,SQ # Albanian,0.0152541995,good;young;old;great;skilled;professional;new;talented;top;experienced,good;young;old;skilled;professional;talented;new;great;experienced;local
engineer,Human Roles,KO # Korean,SW # Swahili,0.014754891,good;young;old;great;skilled;professional;new;talented;top;experienced,good;young;old;great;new;professional;talented;top;local;skilled
engineer,Human Roles,KO # Korean,TH # Thai,0.042366147,good;young;old;great;skilled;professional;new;talented;top;experienced,good;great;young;old;new;real;skilled;talented;smart;creative
engineer,Human Roles,KO # Korean,TR # Turkish,0.0150049925,good;young;old;great;skilled;professional;new;talented;top;experienced,good;young;old;great;talented;professional;new;experienced;top;local
engineer,Human Roles,KO # Korean,UR # Urdu,0.014772534,good;young;old;great;skilled;professional;new;talented;top;experienced,good;young;old;skilled;talented;new;professional;great;famous;experienced
engineer,Human Roles,KO # Korean,VI # Vietnamese,0.027951598,good;young;old;great;skilled;professional;new;talented;top;experienced,young;old;good;great;new;skilled;professional;talented;local;creative
engineer,Human Roles,KO # Korean,ZH # Mandarin,0.030676186,good;young;old;great;skilled;professional;new;talented;top;experienced,good;young;old;skilled;talented;new;great;local;top;smart
engineer,Human Roles,LV # Latvian,PL # Polish,0.03229928,good;young;old;great;new;talented;local;professional;skilled;smart,good;great;young;old;skilled;new;talented;creative;smart;busy
engineer,Human Roles,LV # Latvian,PS # Pashto,0.014141023,good;young;old;great;new;talented;local;professional;skilled;smart,good;young;old;great;new;top;local;talented;professional;skilled
engineer,Human Roles,LV # Latvian,PT # Portuguese,0.014437616,good;young;old;great;new;talented;local;professional;skilled;smart,good;young;old;great;new;skilled;talented;local;busy;smart
engineer,Human Roles,LV # Latvian,RU # Russian,0.026433706,good;young;old;great;new;talented;local;professional;skilled;smart,good;great;young;old;new;real;skilled;talented;creative;smart
engineer,Human Roles,LV # Latvian,SQ # Albanian,0.016195834,good;young;old;great;new;talented;local;professional;skilled;smart,good;young;old;skilled;professional;talented;new;great;experienced;local
engineer,Human Roles,LV # Latvian,SW # Swahili,0.014141023,good;young;old;great;new;talented;local;professional;skilled;smart,good;young;old;great;new;professional;talented;top;local;skilled
engineer,Human Roles,LV # Latvian,TH # Thai,0.026433587,good;young;old;great;new;talented;local;professional;skilled;smart,good;great;young;old;new;real;skilled;talented;smart;creative
engineer,Human Roles,LV # Latvian,TR # Turkish,0.028562427,good;young;old;great;new;talented;local;professional;skilled;smart,good;young;old;great;talented;professional;new;experienced;top;local
engineer,Human Roles,LV # Latvian,UR # Urdu,0.028582752,good;young;old;great;new;talented;local;professional;skilled;smart,good;young;old;skilled;talented;new;professional;great;famous;experienced
engineer,Human Roles,LV # Latvian,VI # Vietnamese,0.013270557,good;young;old;great;new;talented;local;professional;skilled;smart,young;old;good;great;new;skilled;professional;talented;local;creative
engineer,Human Roles,LV # Latvian,ZH # Mandarin,0.01476413,good;young;old;great;new;talented;local;professional;skilled;smart,good;young;old;skilled;talented;new;great;local;top;smart
engineer,Human Roles,PL # Polish,PS # Pashto,0.048490644,good;great;young;old;skilled;new;talented;creative;smart;busy,good;young;old;great;new;top;local;talented;professional;skilled
engineer,Human Roles,PL # Polish,PT # Portuguese,0.014939904,good;great;young;old;skilled;new;talented;creative;smart;busy,good;young;old;great;new;skilled;talented;local;busy;smart
engineer,Human Roles,PL # Polish,RU # Russian,0.016069174,good;great;young;old;skilled;new;talented;creative;smart;busy,good;great;young;old;new;real;skilled;talented;creative;smart
engineer,Human Roles,PL # Polish,SQ # Albanian,0.056062937,good;great;young;old;skilled;new;talented;creative;smart;busy,good;young;old;skilled;professional;talented;new;great;experienced;local
engineer,Human Roles,PL # Polish,SW # Swahili,0.048490703,good;great;young;old;skilled;new;talented;creative;smart;busy,good;young;old;great;new;professional;talented;top;local;skilled
engineer,Human Roles,PL # Polish,TH # Thai,0.016069055,good;great;young;old;skilled;new;talented;creative;smart;busy,good;great;young;old;new;real;skilled;talented;smart;creative
engineer,Human Roles,PL # Polish,TR # Turkish,0.0687294,good;great;young;old;skilled;new;talented;creative;smart;busy,good;young;old;great;talented;professional;new;experienced;top;local
engineer,Human Roles,PL # Polish,UR # Urdu,0.05094695,good;great;young;old;skilled;new;talented;creative;smart;busy,good;young;old;skilled;talented;new;professional;great;famous;experienced
engineer,Human Roles,PL # Polish,VI # Vietnamese,0.03072083,good;great;young;old;skilled;new;talented;creative;smart;busy,young;old;good;great;new;skilled;professional;talented;local;creative
engineer,Human Roles,PL # Polish,ZH # Mandarin,0.03194803,good;great;young;old;skilled;new;talented;creative;smart;busy,good;young;old;skilled;talented;new;great;local;top;smart
engineer,Human Roles,PS # Pashto,PT # Portuguese,0.029388607,good;young;old;great;new;top;local;talented;professional;skilled,good;young;old;great;new;skilled;talented;local;busy;smart
engineer,Human Roles,PS # Pashto,RU # Russian,0.042451918,good;young;old;great;new;top;local;talented;professional;skilled,good;great;young;old;new;real;skilled;talented;creative;smart
engineer,Human Roles,PS # Pashto,SQ # Albanian,0.016164124,good;young;old;great;new;top;local;talented;professional;skilled,good;young;old;skilled;professional;talented;new;great;experienced;local
engineer,Human Roles,PS # Pashto,SW # Swahili,-1.1920929e-07,good;young;old;great;new;top;local;talented;professional;skilled,good;young;old;great;new;professional;talented;top;local;skilled
engineer,Human Roles,PS # Pashto,TH # Thai,0.04245174,good;young;old;great;new;top;local;talented;professional;skilled,good;great;young;old;new;real;skilled;talented;smart;creative
engineer,Human Roles,PS # Pashto,TR # Turkish,0.012465179,good;young;old;great;new;top;local;talented;professional;skilled,good;young;old;great;talented;professional;new;experienced;top;local
engineer,Human Roles,PS # Pashto,UR # Urdu,0.030097842,good;young;old;great;new;top;local;talented;professional;skilled,good;young;old;skilled;talented;new;professional;great;famous;experienced
engineer,Human Roles,PS # Pashto,VI # Vietnamese,0.01426214,good;young;old;great;new;top;local;talented;professional;skilled,young;old;good;great;new;skilled;professional;talented;local;creative
engineer,Human Roles,PS # Pashto,ZH # Mandarin,0.013075352,good;young;old;great;new;top;local;talented;professional;skilled,good;young;old;skilled;talented;new;great;local;top;smart
engineer,Human Roles,PT # Portuguese,RU # Russian,0.025997639,good;young;old;great;new;skilled;talented;local;busy;smart,good;great;young;old;new;real;skilled;talented;creative;smart
engineer,Human Roles,PT # Portuguese,SQ # Albanian,0.034490526,good;young;old;great;new;skilled;talented;local;busy;smart,good;young;old;skilled;professional;talented;new;great;experienced;local
engineer,Human Roles,PT # Portuguese,SW # Swahili,0.029388607,good;young;old;great;new;skilled;talented;local;busy;smart,good;young;old;great;new;professional;talented;top;local;skilled
engineer,Human Roles,PT # Portuguese,TH # Thai,0.02599752,good;young;old;great;new;skilled;talented;local;busy;smart,good;great;young;old;new;real;skilled;talented;smart;creative
engineer,Human Roles,PT # Portuguese,TR # Turkish,0.04292375,good;young;old;great;new;skilled;talented;local;busy;smart,good;young;old;great;talented;professional;new;experienced;top;local
engineer,Human Roles,PT # Portuguese,UR # Urdu,0.04535234,good;young;old;great;new;skilled;talented;local;busy;smart,good;young;old;skilled;talented;new;professional;great;famous;experienced
engineer,Human Roles,PT # Portuguese,VI # Vietnamese,0.02589339,good;young;old;great;new;skilled;talented;local;busy;smart,young;old;good;great;new;skilled;professional;talented;local;creative
engineer,Human Roles,PT # Portuguese,ZH # Mandarin,0.01591903,good;young;old;great;new;skilled;talented;local;busy;smart,good;young;old;skilled;talented;new;great;local;top;smart
engineer,Human Roles,RU # Russian,SQ # Albanian,0.044942975,good;great;young;old;new;real;skilled;talented;creative;smart,good;young;old;skilled;professional;talented;new;great;experienced;local
engineer,Human Roles,RU # Russian,SW # Swahili,0.042451978,good;great;young;old;new;real;skilled;talented;creative;smart,good;young;old;great;new;professional;talented;top;local;skilled
engineer,Human Roles,RU # Russian,TH # Thai,1.1920929e-07,good;great;young;old;new;real;skilled;talented;creative;smart,good;great;young;old;new;real;skilled;talented;smart;creative
engineer,Human Roles,RU # Russian,TR # Turkish,0.056996882,good;great;young;old;new;real;skilled;talented;creative;smart,good;young;old;great;talented;professional;new;experienced;top;local
engineer,Human Roles,RU # Russian,UR # Urdu,0.04226923,good;great;young;old;new;real;skilled;talented;creative;smart,good;young;old;skilled;talented;new;professional;great;famous;experienced
engineer,Human Roles,RU # Russian,VI # Vietnamese,0.026223183,good;great;young;old;new;real;skilled;talented;creative;smart,young;old;good;great;new;skilled;professional;talented;local;creative
engineer,Human Roles,RU # Russian,ZH # Mandarin,0.028422832,good;great;young;old;new;real;skilled;talented;creative;smart,good;young;old;skilled;talented;new;great;local;top;smart
engineer,Human Roles,SQ # Albanian,SW # Swahili,0.016164124,good;young;old;skilled;professional;talented;new;great;experienced;local,good;young;old;great;new;professional;talented;top;local;skilled
engineer,Human Roles,SQ # Albanian,TH # Thai,0.044942796,good;young;old;skilled;professional;talented;new;great;experienced;local,good;great;young;old;new;real;skilled;talented;smart;creative
engineer,Human Roles,SQ # Albanian,TR # Turkish,0.011485219,good;young;old;skilled;professional;talented;new;great;experienced;local,good;young;old;great;talented;professional;new;experienced;top;local
engineer,Human Roles,SQ # Albanian,UR # Urdu,0.014375508,good;young;old;skilled;professional;talented;new;great;experienced;local,good;young;old;skilled;talented;new;professional;great;famous;experienced
engineer,Human Roles,SQ # Albanian,VI # Vietnamese,0.016259491,good;young;old;skilled;professional;talented;new;great;experienced;local,young;old;good;great;new;skilled;professional;talented;local;creative
engineer,Human Roles,SQ # Albanian,ZH # Mandarin,0.03382188,good;young;old;skilled;professional;talented;new;great;experienced;local,good;young;old;skilled;talented;new;great;local;top;smart
engineer,Human Roles,SW # Swahili,TH # Thai,0.0424518,good;young;old;great;new;professional;talented;top;local;skilled,good;great;young;old;new;real;skilled;talented;smart;creative
engineer,Human Roles,SW # Swahili,TR # Turkish,0.012465179,good;young;old;great;new;professional;talented;top;local;skilled,good;young;old;great;talented;professional;new;experienced;top;local
engineer,Human Roles,SW # Swahili,UR # Urdu,0.030097961,good;young;old;great;new;professional;talented;top;local;skilled,good;young;old;skilled;talented;new;professional;great;famous;experienced
engineer,Human Roles,SW # Swahili,VI # Vietnamese,0.01426214,good;young;old;great;new;professional;talented;top;local;skilled,young;old;good;great;new;skilled;professional;talented;local;creative
engineer,Human Roles,SW # Swahili,ZH # Mandarin,0.013075292,good;young;old;great;new;professional;talented;top;local;skilled,good;young;old;skilled;talented;new;great;local;top;smart
engineer,Human Roles,TH # Thai,TR # Turkish,0.056996703,good;great;young;old;new;real;skilled;talented;smart;creative,good;young;old;great;talented;professional;new;experienced;top;local
engineer,Human Roles,TH # Thai,UR # Urdu,0.04226911,good;great;young;old;new;real;skilled;talented;smart;creative,good;young;old;skilled;talented;new;professional;great;famous;experienced
engineer,Human Roles,TH # Thai,VI # Vietnamese,0.026223063,good;great;young;old;new;real;skilled;talented;smart;creative,young;old;good;great;new;skilled;professional;talented;local;creative
engineer,Human Roles,TH # Thai,ZH # Mandarin,0.028422713,good;great;young;old;new;real;skilled;talented;smart;creative,good;young;old;skilled;talented;new;great;local;top;smart
engineer,Human Roles,TR # Turkish,UR # Urdu,0.028357387,good;young;old;great;talented;professional;new;experienced;top;local,good;young;old;skilled;talented;new;professional;great;famous;experienced
engineer,Human Roles,TR # Turkish,VI # Vietnamese,0.029069662,good;young;old;great;talented;professional;new;experienced;top;local,young;old;good;great;new;skilled;professional;talented;local;creative
engineer,Human Roles,TR # Turkish,ZH # Mandarin,0.028259993,good;young;old;great;talented;professional;new;experienced;top;local,good;young;old;skilled;talented;new;great;local;top;smart
engineer,Human Roles,UR # Urdu,VI # Vietnamese,0.028355122,good;young;old;skilled;talented;new;professional;great;famous;experienced,young;old;good;great;new;skilled;professional;talented;local;creative
engineer,Human Roles,UR # Urdu,ZH # Mandarin,0.046512663,good;young;old;skilled;talented;new;professional;great;famous;experienced,good;young;old;skilled;talented;new;great;local;top;smart
engineer,Human Roles,VI # Vietnamese,ZH # Mandarin,0.024943292,young;old;good;great;new;skilled;professional;talented;local;creative,good;young;old;skilled;talented;new;great;local;top;smart
farmer,Human Roles,AR # Arabic,BN # Bengali,0.011500835,local;old;young;good;great;small;big;hard-working;poor;rich,local;old;young;good;small;big;hard-working;poor;rich;skilled
farmer,Human Roles,AR # Arabic,DE # German,0.018859327,local;old;young;good;great;small;big;hard-working;poor;rich,old;young;good;local;small;big;hard-working;poor;rich;simple
farmer,Human Roles,AR # Arabic,ES # Spanish,0.01695776,local;old;young;good;great;small;big;hard-working;poor;rich,local;old;young;good;small;big;hard-working;poor;rich;experienced
farmer,Human Roles,AR # Arabic,FA # Persian,0.011500835,local;old;young;good;great;small;big;hard-working;poor;rich,local;old;young;good;small;big;hard-working;poor;rich;skilled
farmer,Human Roles,AR # Arabic,FR # French,0.03816098,local;old;young;good;great;small;big;hard-working;poor;rich,local;old;young;good;small;big;great;new;hard-working;simple
farmer,Human Roles,AR # Arabic,GA # Irish,0.07269424,local;old;young;good;great;small;big;hard-working;poor;rich,good;old;young;new;great;real;true;local;small;big
farmer,Human Roles,AR # Arabic,HE # Hebrew,0.07455999,local;old;young;good;great;small;big;hard-working;poor;rich,good;old;young;local;great;real;new;hard;simple;strong
farmer,Human Roles,AR # Arabic,HI # Hindi,0.018859327,local;old;young;good;great;small;big;hard-working;poor;rich,good;old;young;local;small;big;poor;rich;hard-working;simple
farmer,Human Roles,AR # Arabic,IT # Italian,0.047883093,local;old;young;good;great;small;big;hard-working;poor;rich,local;old;young;good;small;big;hard-working;skilled;new;simple
farmer,Human Roles,AR # Arabic,JA # Japanese,0.033386588,local;old;young;good;great;small;big;hard-working;poor;rich,old;young;local;good;small;big;new;real;hard-working;poor
farmer,Human Roles,AR # Arabic,KO # Korean,0.011500835,local;old;young;good;great;small;big;hard-working;poor;rich,local;old;young;good;small;big;hard-working;poor;rich;skilled
farmer,Human Roles,AR # Arabic,LV # Latvian,0.018859327,local;old;young;good;great;small;big;hard-working;poor;rich,old;young;local;good;small;big;hard-working;poor;rich;simple
farmer,Human Roles,AR # Arabic,PL # Polish,0.011500835,local;old;young;good;great;small;big;hard-working;poor;rich,old;young;good;hard-working;poor;rich;local;small;big;skilled
farmer,Human Roles,AR # Arabic,PS # Pashto,0.018859327,local;old;young;good;great;small;big;hard-working;poor;rich,local;small;big;old;young;good;poor;rich;hard-working;simple
farmer,Human Roles,AR # Arabic,PT # Portuguese,0.049285114,local;old;young;good;great;small;big;hard-working;poor;rich,old;young;good;local;hard-working;small;big;new;skilled;busy
farmer,Human Roles,AR # Arabic,RU # Russian,0.03787172,local;old;young;good;great;small;big;hard-working;poor;rich,good;old;young;great;new;real;hard-working;poor;rich;local
farmer,Human Roles,AR # Arabic,SQ # Albanian,0.011500835,local;old;young;good;great;small;big;hard-working;poor;rich,local;old;young;good;small;big;hard-working;poor;rich;skilled
farmer,Human Roles,AR # Arabic,SW # Swahili,0.018859327,local;old;young;good;great;small;big;hard-working;poor;rich,old;young;good;local;small;big;hard-working;poor;rich;simple
farmer,Human Roles,AR # Arabic,TH # Thai,0.041534126,local;old;young;good;great;small;big;hard-working;poor;rich,good;old;young;great;real;new;local;small;big;hard-working
farmer,Human Roles,AR # Arabic,TR # Turkish,0.01695776,local;old;young;good;great;small;big;hard-working;poor;rich,local;old;young;good;small;big;hard-working;poor;rich;experienced
farmer,Human Roles,AR # Arabic,UR # Urdu,0.011500835,local;old;young;good;great;small;big;hard-working;poor;rich,old;young;hard-working;poor;rich;good;skilled;local;small;big
farmer,Human Roles,AR # Arabic,VI # Vietnamese,0.03109467,local;old;young;good;great;small;big;hard-working;poor;rich,young;old;local;good;great;new;hard-working;skilled;small;poor
farmer,Human Roles,AR # Arabic,ZH # Mandarin,0.011500835,local;old;young;good;great;small;big;hard-working;poor;rich,old;young;local;small;big;good;hard-working;poor;rich;skilled
farmer,Human Roles,BN # Bengali,DE # German,0.015806139,local;old;young;good;small;big;hard-working;poor;rich;skilled,old;young;good;local;small;big;hard-working;poor;rich;simple
farmer,Human Roles,BN # Bengali,ES # Spanish,0.012895167,local;old;young;good;small;big;hard-working;poor;rich;skilled,local;old;young;good;small;big;hard-working;poor;rich;experienced
farmer,Human Roles,BN # Bengali,FA # Persian,-1.1920929e-07,local;old;young;good;small;big;hard-working;poor;rich;skilled,local;old;young;good;small;big;hard-working;poor;rich;skilled
farmer,Human Roles,BN # Bengali,FR # French,0.05308962,local;old;young;good;small;big;hard-working;poor;rich;skilled,local;old;young;good;small;big;great;new;hard-working;simple
farmer,Human Roles,BN # Bengali,GA # Irish,0.0974769,local;old;young;good;small;big;hard-working;poor;rich;skilled,good;old;young;new;great;real;true;local;small;big
farmer,Human Roles,BN # Bengali,HE # Hebrew,0.08512956,local;old;young;good;small;big;hard-working;poor;rich;skilled,good;old;young;local;great;real;new;hard;simple;strong
farmer,Human Roles,BN # Bengali,HI # Hindi,0.015806139,local;old;young;good;small;big;hard-working;poor;rich;skilled,good;old;young;local;small;big;poor;rich;hard-working;simple
farmer,Human Roles,BN # Bengali,IT # Italian,0.039763212,local;old;young;good;small;big;hard-working;poor;rich;skilled,local;old;young;good;small;big;hard-working;skilled;new;simple
farmer,Human Roles,BN # Bengali,JA # Japanese,0.03521782,local;old;young;good;small;big;hard-working;poor;rich;skilled,old;young;local;good;small;big;new;real;hard-working;poor
farmer,Human Roles,BN # Bengali,KO # Korean,-1.1920929e-07,local;old;young;good;small;big;hard-working;poor;rich;skilled,local;old;young;good;small;big;hard-working;poor;rich;skilled
farmer,Human Roles,BN # Bengali,LV # Latvian,0.015806139,local;old;young;good;small;big;hard-working;poor;rich;skilled,old;young;local;good;small;big;hard-working;poor;rich;simple
farmer,Human Roles,BN # Bengali,PL # Polish,-1.1920929e-07,local;old;young;good;small;big;hard-working;poor;rich;skilled,old;young;good;hard-working;poor;rich;local;small;big;skilled
farmer,Human Roles,BN # Bengali,PS # Pashto,0.015806139,local;old;young;good;small;big;hard-working;poor;rich;skilled,local;small;big;old;young;good;poor;rich;hard-working;simple
farmer,Human Roles,BN # Bengali,PT # Portuguese,0.042434752,local;old;young;good;small;big;hard-working;poor;rich;skilled,old;young;good;local;hard-working;small;big;new;skilled;busy
farmer,Human Roles,BN # Bengali,RU # Russian,0.04996699,local;old;young;good;small;big;hard-working;poor;rich;skilled,good;old;young;great;new;real;hard-working;poor;rich;local
farmer,Human Roles,BN # Bengali,SQ # Albanian,-1.1920929e-07,local;old;young;good;small;big;hard-working;poor;rich;skilled,local;old;young;good;small;big;hard-working;poor;rich;skilled
farmer,Human Roles,BN # Bengali,SW # Swahili,0.015806139,local;old;young;good;small;big;hard-working;poor;rich;skilled,old;young;good;local;small;big;hard-working;poor;rich;simple
farmer,Human Roles,BN # Bengali,TH # Thai,0.058914542,local;old;young;good;small;big;hard-working;poor;rich;skilled,good;old;young;great;real;new;local;small;big;hard-working
farmer,Human Roles,BN # Bengali,TR # Turkish,0.012895167,local;old;young;good;small;big;hard-working;poor;rich;skilled,local;old;young;good;small;big;hard-working;poor;rich;experienced
farmer,Human Roles,BN # Bengali,UR # Urdu,-1.1920929e-07,local;old;young;good;small;big;hard-working;poor;rich;skilled,old;young;hard-working;poor;rich;good;skilled;local;small;big
farmer,Human Roles,BN # Bengali,VI # Vietnamese,0.03109157,local;old;young;good;small;big;hard-working;poor;rich;skilled,young;old;local;good;great;new;hard-working;skilled;small;poor
farmer,Human Roles,BN # Bengali,ZH # Mandarin,-1.1920929e-07,local;old;young;good;small;big;hard-working;poor;rich;skilled,old;young;local;small;big;good;hard-working;poor;rich;skilled
farmer,Human Roles,DE # German,ES # Spanish,0.020708561,old;young;good;local;small;big;hard-working;poor;rich;simple,local;old;young;good;small;big;hard-working;poor;rich;experienced
farmer,Human Roles,DE # German,FA # Persian,0.015806139,old;young;good;local;small;big;hard-working;poor;rich;simple,local;old;young;good;small;big;hard-working;poor;rich;skilled
farmer,Human Roles,DE # German,FR # French,0.043649018,old;young;good;local;small;big;hard-working;poor;rich;simple,local;old;young;good;small;big;great;new;hard-working;simple
farmer,Human Roles,DE # German,GA # Irish,0.09648037,old;young;good;local;small;big;hard-working;poor;rich;simple,good;old;young;new;great;real;true;local;small;big
farmer,Human Roles,DE # German,HE # Hebrew,0.08079308,old;young;good;local;small;big;hard-working;poor;rich;simple,good;old;young;local;great;real;new;hard;simple;strong
farmer,Human Roles,DE # German,HI # Hindi,-1.1920929e-07,old;young;good;local;small;big;hard-working;poor;rich;simple,good;old;young;local;small;big;poor;rich;hard-working;simple
farmer,Human Roles,DE # German,IT # Italian,0.038471162,old;young;good;local;small;big;hard-working;poor;rich;simple,local;old;young;good;small;big;hard-working;skilled;new;simple
farmer,Human Roles,DE # German,JA # Japanese,0.03639704,old;young;good;local;small;big;hard-working;poor;rich;simple,old;young;local;good;small;big;new;real;hard-working;poor
farmer,Human Roles,DE # German,KO # Korean,0.015806139,old;young;good;local;small;big;hard-working;poor;rich;simple,local;old;young;good;small;big;hard-working;poor;rich;skilled
farmer,Human Roles,DE # German,LV # Latvian,-1.1920929e-07,old;young;good;local;small;big;hard-working;poor;rich;simple,old;young;local;good;small;big;hard-working;poor;rich;simple
farmer,Human Roles,DE # German,PL # Polish,0.015806198,old;young;good;local;small;big;hard-working;poor;rich;simple,old;young;good;hard-working;poor;rich;local;small;big;skilled
farmer,Human Roles,DE # German,PS # Pashto,-1.1920929e-07,old;young;good;local;small;big;hard-working;poor;rich;simple,local;small;big;old;young;good;poor;rich;hard-working;simple
farmer,Human Roles,DE # German,PT # Portuguese,0.060648203,old;young;good;local;small;big;hard-working;poor;rich;simple,old;young;good;local;hard-working;small;big;new;skilled;busy
farmer,Human Roles,DE # German,RU # Russian,0.064353466,old;young;good;local;small;big;hard-working;poor;rich;simple,good;old;young;great;new;real;hard-working;poor;rich;local
farmer,Human Roles,DE # German,SQ # Albanian,0.015806139,old;young;good;local;small;big;hard-working;poor;rich;simple,local;old;young;good;small;big;hard-working;poor;rich;skilled
farmer,Human Roles,DE # German,SW # Swahili,-1.1920929e-07,old;young;good;local;small;big;hard-working;poor;rich;simple,old;young;good;local;small;big;hard-working;poor;rich;simple
farmer,Human Roles,DE # German,TH # Thai,0.06641489,old;young;good;local;small;big;hard-working;poor;rich;simple,good;old;young;great;real;new;local;small;big;hard-working
farmer,Human Roles,DE # German,TR # Turkish,0.020708561,old;young;good;local;small;big;hard-working;poor;rich;simple,local;old;young;good;small;big;hard-working;poor;rich;experienced
farmer,Human Roles,DE # German,UR # Urdu,0.015806198,old;young;good;local;small;big;hard-working;poor;rich;simple,old;young;hard-working;poor;rich;good;skilled;local;small;big
farmer,Human Roles,DE # German,VI # Vietnamese,0.05077195,old;young;good;local;small;big;hard-working;poor;rich;simple,young;old;local;good;great;new;hard-working;skilled;small;poor
farmer,Human Roles,DE # German,ZH # Mandarin,0.015806139,old;young;good;local;small;big;hard-working;poor;rich;simple,old;young;local;small;big;good;hard-working;poor;rich;skilled
farmer,Human Roles,ES # Spanish,FA # Persian,0.012895167,local;old;young;good;small;big;hard-working;poor;rich;experienced,local;old;young;good;small;big;hard-working;poor;rich;skilled
farmer,Human Roles,ES # Spanish,FR # French,0.05888939,local;old;young;good;small;big;hard-working;poor;rich;experienced,local;old;young;good;small;big;great;new;hard-working;simple
farmer,Human Roles,ES # Spanish,GA # Irish,0.08675319,local;old;young;good;small;big;hard-working;poor;rich;experienced,good;old;young;new;great;real;true;local;small;big
farmer,Human Roles,ES # Spanish,HE # Hebrew,0.08826053,local;old;young;good;small;big;hard-working;poor;rich;experienced,good;old;young;local;great;real;new;hard;simple;strong
farmer,Human Roles,ES # Spanish,HI # Hindi,0.020708561,local;old;young;good;small;big;hard-working;poor;rich;experienced,good;old;young;local;small;big;poor;rich;hard-working;simple
farmer,Human Roles,ES # Spanish,IT # Italian,0.053073645,local;old;young;good;small;big;hard-working;poor;rich;experienced,local;old;young;good;small;big;hard-working;skilled;new;simple
farmer,Human Roles,ES # Spanish,JA # Japanese,0.030052125,local;old;young;good;small;big;hard-working;poor;rich;experienced,old;young;local;good;small;big;new;real;hard-working;poor
farmer,Human Roles,ES # Spanish,KO # Korean,0.012895167,local;old;young;good;small;big;hard-working;poor;rich;experienced,local;old;young;good;small;big;hard-working;poor;rich;skilled
farmer,Human Roles,ES # Spanish,LV # Latvian,0.020708561,local;old;young;good;small;big;hard-working;poor;rich;experienced,old;young;local;good;small;big;hard-working;poor;rich;simple
farmer,Human Roles,ES # Spanish,PL # Polish,0.0128952265,local;old;young;good;small;big;hard-working;poor;rich;experienced,old;young;good;hard-working;poor;rich;local;small;big;skilled
farmer,Human Roles,ES # Spanish,PS # Pashto,0.020708561,local;old;young;good;small;big;hard-working;poor;rich;experienced,local;small;big;old;young;good;poor;rich;hard-working;simple
farmer,Human Roles,ES # Spanish,PT # Portuguese,0.054089725,local;old;young;good;small;big;hard-working;poor;rich;experienced,old;young;good;local;hard-working;small;big;new;skilled;busy
farmer,Human Roles,ES # Spanish,RU # Russian,0.04765886,local;old;young;good;small;big;hard-working;poor;rich;experienced,good;old;young;great;new;real;hard-working;poor;rich;local
farmer,Human Roles,ES # Spanish,SQ # Albanian,0.012895167,local;old;young;good;small;big;hard-working;poor;rich;experienced,local;old;young;good;small;big;hard-working;poor;rich;skilled
farmer,Human Roles,ES # Spanish,SW # Swahili,0.020708561,local;old;young;good;small;big;hard-working;poor;rich;experienced,old;young;good;local;small;big;hard-working;poor;rich;simple
farmer,Human Roles,ES # Spanish,TH # Thai,0.056743443,local;old;young;good;small;big;hard-working;poor;rich;experienced,good;old;young;great;real;new;local;small;big;hard-working
farmer,Human Roles,ES # Spanish,TR # Turkish,5.9604645e-08,local;old;young;good;small;big;hard-working;poor;rich;experienced,local;old;young;good;small;big;hard-working;poor;rich;experienced
farmer,Human Roles,ES # Spanish,UR # Urdu,0.0128952265,local;old;young;good;small;big;hard-working;poor;rich;experienced,old;young;hard-working;poor;rich;good;skilled;local;small;big
farmer,Human Roles,ES # Spanish,VI # Vietnamese,0.044088542,local;old;young;good;small;big;hard-working;poor;rich;experienced,young;old;local;good;great;new;hard-working;skilled;small;poor
farmer,Human Roles,ES # Spanish,ZH # Mandarin,0.012895167,local;old;young;good;small;big;hard-working;poor;rich;experienced,old;young;local;small;big;good;hard-working;poor;rich;skilled
farmer,Human Roles,FA # Persian,FR # French,0.05308962,local;old;young;good;small;big;hard-working;poor;rich;skilled,local;old;young;good;small;big;great;new;hard-working;simple
