Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,english-monolingual,0.0,FR # French,B1,most frequent,Abstract Concepts,anger,intense;fiery;uncontrollable;deep;burning;fierce;raw;bitter;sudden;suppressed
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Neutral Animals,dog,loyal;friendly;energetic;protective;playful;obedient;furry;loud;gentle;brave
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Neutral Animals,dolphin,intelligent;playful;sleek;friendly;graceful;social;curious;swift;acrobatic;charming
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Neutral Animals,elephant,massive;gentle;wise;strong;gray;majestic;slow;powerful;endangered;wrinkled
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Neutral Animals,hamster,tiny;cute;fluffy;active;shy;small;cuddly;nocturnal;curious;chubby
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Neutral Animals,monkey,playful;mischievous;agile;curious;clever;social;loud;wild;energetic;cheeky
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Neutral Animals,mouse,tiny;quiet;sneaky;small;timid;quick;gray;cute;skittish;nocturnal
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Neutral Animals,peacock,colorful;proud;vibrant;majestic;beautiful;ornate;striking;elegant;showy;regal
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Neutral Animals,rabbit,soft;fluffy;quick;timid;cute;hopping;small;white;wild;gentle
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Neutral Animals,shark,fierce;powerful;sleek;dangerous;predatory;swift;deadly;massive;silent;terrifying
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Neutral Animals,snake,slithery;venomous;long;silent;dangerous;scaly;coiled;stealthy;exotic;deadly
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Neutral Animals,whale,massive;gentle;majestic;enormous;deep;migrating;powerful;graceful;mysterious;endangered
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Places,city,bustling;crowded;modern;vibrant;noisy;sprawling;historic;busy;urban;lively
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Places,desert,arid;vast;hot;barren;sandy;dry;harsh;endless;remote;desolate
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Places,forest,dense;green;ancient;dark;lush;mysterious;quiet;thick;wild;enchanted
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Places,island,tropical;remote;small;beautiful;isolated;rocky;lush;deserted;volcanic;serene
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Places,lake,calm;clear;deep;blue;still;cold;serene;reflective;vast;tranquil
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Places,mountain,tall;rugged;snowy;majestic;steep;rocky;towering;ancient;imposing;breathtaking
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Places,ocean,vast;deep;blue;wild;endless;powerful;mysterious;turbulent;calm;salty
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Places,plain,flat;vast;open;grassy;barren;wide;endless;fertile;quiet;expansive
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Places,plateau,high;flat;vast;rocky;elevated;barren;remote;wide;rugged;scenic
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Places,river,winding;long;wide;calm;rushing;clear;muddy;deep;powerful;serene
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Places,valley,green;deep;narrow;fertile;quiet;scenic;lush;hidden;steep;peaceful
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Places,village,small;quiet;quaint;rural;friendly;remote;traditional;cozy;peaceful;charming
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Plants,cactus,spiky;green;tall;desert;tough;prickly;hardy;dry;unique;resilient
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Plants,eggplant,purple;shiny;smooth;fresh;firm;bitter;oval;ripe;tender;versatile
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Plants,flower,colorful;fragrant;delicate;beautiful;blooming;bright;soft;vibrant;tiny;elegant
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Plants,grass,green;lush;soft;tall;wet;dry;thick;fresh;mowed;wild
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Plants,lettuce,crisp;green;fresh;leafy;tender;raw;healthy;light;crunchy;vibrant
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Plants,mushroom,earthy;soft;white;brown;edible;wild;small;fleshy;toxic;delicate
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Plants,onion,sharp;pungent;white;yellow;raw;sweet;strong;layered;fresh;chopped
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Plants,pepper,spicy;hot;red;green;sweet;fresh;bold;fiery;crisp;vibrant
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Plants,potato,starchy;brown;fresh;raw;boiled;mashed;baked;firm;hearty;versatile
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Plants,rose,red;pink;fragrant;beautiful;thorny;delicate;romantic;blooming;elegant;classic
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Plants,tomato,red;ripe;juicy;fresh;sweet;tangy;round;firm;plump;vibrant
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Plants,tree,tall;old;sturdy;green;leafy;ancient;bare;strong;majestic;sprawling
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Social Relationships,ally,loyal;trusted;supportive;reliable;close;steadfast;helpful;dependable;strong;valuable
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Social Relationships,brother,loving;protective;annoying;close;supportive;older;younger;loyal;funny;caring
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Social Relationships,enemy,dangerous;hostile;bitter;cunning;relentless;powerful;hated;deceptive;ruthless;formidable
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Social Relationships,father,loving;strict;supportive;wise;caring;strong;protective;kind;hardworking;gentle
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Social Relationships,follower,loyal;dedicated;eager;obedient;supportive;enthusiastic;trusting;devoted;admiring;committed
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Social Relationships,friend,close;loyal;funny;kind;supportive;trusted;dear;reliable;caring;lifelong
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Social Relationships,leader,strong;inspiring;confident;decisive;charismatic;wise;bold;visionary;respected;authoritative
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Social Relationships,mother,loving;nurturing;caring;strict;gentle;supportive;warm;protective;selfless;wise
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Social Relationships,partner,loving;supportive;equal;trusted;reliable;close;committed;understanding;loyal;compatible
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Social Relationships,rival,fierce;competitive;challenging;tough;bitter;determined;aggressive;formidable;persistent;intense
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Social Relationships,sister,loving;annoying;supportive;close;caring;funny;protective;kind;loyal;sweet
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Social Relationships,stranger,mysterious;unknown;distant;unfamiliar;odd;suspicious;quiet;aloof;curious;unexpected
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Spatial Concepts,above,high;elevated;overhead;superior;towering;lofty;upper;distant;prominent;soaring
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Spatial Concepts,back,rear;hind;behind;posterior;hidden;distant;remote;trailing;secondary;supportive
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Spatial Concepts,below,lower;beneath;under;inferior;submerged;hidden;underground;lesser;deeper;bottom
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Spatial Concepts,east,eastern;oriental;rising;distant;cultural;ancient;exotic;faraway;traditional;remote
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Spatial Concepts,front,forward;leading;foremost;primary;visible;prominent;initial;central;main;ahead
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Spatial Concepts,inside,inner;internal;hidden;enclosed;private;deep;secret;confined;sheltered;core
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Spatial Concepts,left,western;remaining;liberal;odd;stray;abandoned;sideways;awkward;unused;spare
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Spatial Concepts,north,cold;polar;upper;distant;remote;chilly;rugged;northern;wild;harsh
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Spatial Concepts,outside,external;outer;exposed;public;distant;far;open;exterior;remote;peripheral
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Spatial Concepts,right,correct;eastern;proper;just;accurate;conservative;immediate;direct;fitting;suitable
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Spatial Concepts,south,warm;southern;tropical;lower;sunny;humid;distant;exotic;vibrant;lush
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Spatial Concepts,west,western;distant;frontier;modern;progressive;faraway;wild;remote;cultural;expansive
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Time Concepts,century,past;new;old;modern;ancient;long;specific;turning;historic;memorable
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Time Concepts,day,long;short;busy;sunny;rainy;quiet;hectic;special;ordinary;memorable
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Time Concepts,evening,quiet;cool;dark;peaceful;late;relaxing;romantic;calm;twilight;pleasant
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Time Concepts,hour,long;short;late;early;busy;quiet;critical;fleeting;precious;rushed
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Time Concepts,minute,quick;brief;short;fleeting;last;crucial;exact;passing;precise;hurried
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Time Concepts,month,long;short;busy;quiet;cold;warm;rainy;special;current;past
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Time Concepts,morning,early;bright;cool;quiet;fresh;sunny;busy;peaceful;crisp;new
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Time Concepts,night,dark;late;quiet;long;cold;starry;sleepless;eerie;peaceful;silent
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Time Concepts,season,warm;cold;wet;dry;festive;favorite;changing;harsh;mild;transitional
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Time Concepts,second,quick;brief;fleeting;instant;critical;passing;precise;short;vital;momentary
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Time Concepts,week,long;short;busy;quiet;hectic;relaxing;stressful;productive;memorable;ordinary
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Time Concepts,year,long;short;busy;memorable;challenging;successful;difficult;new;past;eventful
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Abstract Concepts,anger,intense;burning;fierce;uncontrollable;deep;raw;bitter;sudden;suppressed;righteous
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Abstract Concepts,courage,bold;fearless;brave;heroic;daring;steadfast;valiant;resolute;unwavering;admirable
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Abstract Concepts,fear,overwhelming;paralyzing;chilling;deep-seated;irrational;haunting;gripping;primal;lingering;unspoken
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Abstract Concepts,freedom,absolute;cherished;hard-won;liberating;boundless;precious;fundamental;exhilarating;true;enduring
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Abstract Concepts,happiness,pure;radiant;infectious;genuine;lasting;simple;profound;unexpected;blissful;heartfelt
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Abstract Concepts,hate,venomous;consuming;blind;bitter;relentless;toxic;deep-rooted;passionate;destructive;unspoken
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Abstract Concepts,honesty,brutal;refreshing;unwavering;sincere;raw;admirable;rare;complete;transparent;steadfast
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Abstract Concepts,justice,fair;impartial;swift;righteous;long-overdue;hard-fought;blind;moral;absolute;restorative
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Abstract Concepts,knowledge,vast;deep;profound;extensive;practical;theoretical;hidden;ancient;specialized;invaluable
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Abstract Concepts,love,unconditional;passionate;tender;eternal;selfless;romantic;fierce;gentle;enduring;true
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Abstract Concepts,peace,serene;lasting;fragile;inner;quiet;harmonious;elusive;profound;global;calming
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Abstract Concepts,wisdom,timeless;profound;hard-earned;insightful;ancient;practical;deep;quiet;guiding;invaluable
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Cultural Artifacts,bell,loud;clear;resonant;melodic;antique;brass;tiny;solemn;cheerful;warning
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Cultural Artifacts,candle,flickering;warm;scented;delicate;glowing;tall;melted;romantic;soft;calming
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Cultural Artifacts,carpet,plush;soft;worn;colorful;thick;patterned;luxurious;faded;oriental;cozy
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Cultural Artifacts,coin,shiny;old;rare;silver;gold;worn;small;valuable;commemorative;ancient
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Cultural Artifacts,crown,golden;jeweled;regal;heavy;ornate;ancient;ceremonial;majestic;symbolic;royal
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Cultural Artifacts,flag,national;tattered;proud;colorful;waving;symbolic;historic;bold;vibrant;iconic
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Cultural Artifacts,mask,mysterious;eerie;colorful;intricate;hidden;ceremonial;frightening;decorative;anonymous;traditional
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Cultural Artifacts,necklace,delicate;elegant;sparkling;gold;silver;beaded;vintage;expensive;simple;heirloom
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Cultural Artifacts,painting,beautiful;abstract;vivid;classic;detailed;modern;expressive;haunting;colorful;timeless
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Cultural Artifacts,ring,golden;diamond;simple;elegant;antique;engraved;silver;precious;wedding;ornate
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Cultural Artifacts,statue,towering;ancient;marble;bronze;majestic;weathered;detailed;iconic;commemorative;imposing
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Cultural Artifacts,vase,delicate;ceramic;ornate;tall;antique;floral;fragile;elegant;painted;classic
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;ominous;wispy;heavy;drifting;soft;towering;gray
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Environmental Phenomena,earthquake,devastating;powerful;sudden;terrifying;destructive;massive;violent;unexpected;catastrophic;seismic
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Environmental Phenomena,fog,thick;eerie;dense;mysterious;cold;enveloping;gray;silent;creeping;obscuring
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Environmental Phenomena,lightning,bright;jagged;sudden;powerful;electric;striking;dangerous;vivid;blinding;fierce
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Environmental Phenomena,rain,gentle;heavy;steady;cold;refreshing;torrential;light;persistent;drizzling;soothing
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;beautiful;fleeting;magical;bright;arched;stunning;rare;hopeful
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Environmental Phenomena,snow,soft;white;heavy;powdery;fresh;cold;silent;glistening;thick;falling
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Environmental Phenomena,storm,fierce;violent;raging;dark;powerful;sudden;destructive;thunderous;wild;intense
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Environmental Phenomena,thunder,loud;booming;rolling;deep;startling;ominous;distant;powerful;echoing;menacing
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Environmental Phenomena,tide,high;low;strong;relentless;incoming;outgoing;powerful;calm;rhythmic;dangerous
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Environmental Phenomena,volcano,active;dormant;fiery;massive;dangerous;ancient;explosive;towering;smoldering;majestic
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Environmental Phenomena,wind,strong;gusty;cold;warm;gentle;howling;brisk;relentless;wild;biting
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Food Items,apple,red;green;crisp;juicy;sweet;tart;fresh;shiny;ripe;firm
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Food Items,banana,yellow;ripe;sweet;soft;curved;tropical;fresh;mushy;spotted;healthy
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Food Items,beef,tender;juicy;grilled;rare;well-done;savory;lean;marbled;fresh;seasoned
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Food Items,bread,fresh;crusty;soft;warm;homemade;sliced;whole-grain;stale;toasted;fluffy
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Food Items,broccoli,green;fresh;tender;crisp;healthy;steamed;raw;vibrant;bitter;nutritious
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Food Items,cheese,sharp;creamy;aged;melted;soft;hard;tangy;mild;stinky;grated
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Food Items,chicken,roasted;grilled;tender;juicy;spicy;fried;lean;savory;moist;seasoned
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Food Items,egg,fresh;boiled;fried;scrambled;white;brown;soft;hard;organic;cracked
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Food Items,fish,fresh;grilled;raw;flaky;oily;smoked;salty;delicate;white;tropical
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Food Items,pasta,al dente;creamy;cheesy;fresh;homemade;spicy;saucy;soft;hearty;Italian
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Food Items,rice,white;brown;sticky;fluffy;steamed;seasoned;fragrant;long-grain;wild;savory
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Food Items,soup,hot;creamy;hearty;savory;homemade;spicy;clear;thick;comforting;brothy
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Human Roles,artist,talented;creative;visionary;eccentric;passionate;innovative;skilled;expressive;dedicated;inspired
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Human Roles,athlete,strong;fast;agile;dedicated;competitive;disciplined;powerful;skilled;determined;fit
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Human Roles,chef,skilled;creative;passionate;innovative;experienced;meticulous;talented;busy;professional;culinary
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Human Roles,doctor,compassionate;skilled;dedicated;knowledgeable;caring;experienced;busy;trusted;patient;professional
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Human Roles,engineer,innovative;skilled;analytical;creative;precise;dedicated;technical;brilliant;practical;resourceful
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Human Roles,farmer,hardworking;dedicated;rugged;patient;knowledgeable;early-rising;resourceful;tough;rural;diligent
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Human Roles,lawyer,sharp;persuasive;knowledgeable;assertive;dedicated;eloquent;experienced;strategic;confident;professional
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Human Roles,musician,talented;passionate;creative;skilled;expressive;dedicated;versatile;inspired;gifted;charismatic
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Human Roles,scientist,curious;brilliant;analytical;dedicated;innovative;meticulous;knowledgeable;experimental;logical;groundbreaking
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Human Roles,soldier,brave;disciplined;loyal;tough;dedicated;fearless;strong;honorable;resilient;committed
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Human Roles,teacher,patient;inspiring;dedicated;knowledgeable;caring;supportive;strict;encouraging;wise;passionate
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Human Roles,writer,creative;imaginative;eloquent;insightful;prolific;talented;thoughtful;expressive;dedicated;introspective
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Inanimate Objects,book,thick;old;new;engaging;worn;hardcover;paperback;fascinating;classic;informative
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Inanimate Objects,bridge,sturdy;long;old;modern;narrow;iconic;wooden;steel;suspended;historic
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Inanimate Objects,drums,loud;rhythmic;powerful;deep;resonant;tribal;beaten;polished;dynamic;energetic
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Inanimate Objects,earth,vast;ancient;fertile;blue;fragile;living;rotating;rich;diverse;sacred
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Inanimate Objects,flute,delicate;melodic;silver;wooden;soft;high-pitched;elegant;ancient;clear;haunting
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Inanimate Objects,key,old;rusty;shiny;small;golden;important;hidden;spare;brass;mysterious
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Inanimate Objects,knife,sharp;dangerous;sleek;rusty;small;serrated;kitchen;folding;deadly;precise
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Inanimate Objects,lock,sturdy;old;rusty;secure;broken;heavy;brass;hidden;complicated;reliable
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Inanimate Objects,moon,full;crescent;bright;pale;mysterious;distant;glowing;silver;haunting;serene
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Inanimate Objects,pen,black;blue;elegant;cheap;fountain;ballpoint;smooth;leaky;expensive;reliable
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Inanimate Objects,sun,bright;warm;golden;blazing;radiant;hot;setting;rising;powerful;blinding
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;gleaming;deadly;ornate;legendary;rusty;powerful;ceremonial
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Neutral Animals,cat,sleek;curious;playful;independent;soft;sneaky;lazy;agile;affectionate;mysterious
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Neutral Animals,dog,loyal;friendly;energetic;protective;playful;obedient;furry;smart;loving;eager
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Neutral Animals,dolphin,intelligent;playful;sleek;friendly;graceful;social;curious;swift;charming;acrobatic
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Neutral Animals,elephant,massive;gentle;wise;gray;powerful;majestic;slow;intelligent;protective;ancient
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Neutral Animals,hamster,tiny;cute;furry;active;shy;small;cuddly;curious;nocturnal;playful
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Neutral Animals,monkey,playful;curious;agile;mischievous;clever;social;noisy;wild;energetic;cheeky
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Neutral Animals,mouse,small;timid;quick;sneaky;tiny;gray;quiet;scurrying;cute;delicate
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Neutral Animals,peacock,colorful;proud;vibrant;majestic;beautiful;elegant;striking;ornate;showy;regal
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Neutral Animals,rabbit,soft;fluffy;quick;shy;cute;hopping;timid;small;white;gentle
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Neutral Animals,shark,fierce;powerful;sleek;dangerous;predatory;swift;deadly;gray;massive;terrifying
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Neutral Animals,snake,slithery;venomous;sleek;dangerous;coiled;silent;long;scaly;deadly;cunning
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Neutral Animals,whale,massive;gentle;majestic;blue;powerful;graceful;enormous;deep-diving;singing;ancient
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Places,city,bustling;crowded;modern;vibrant;noisy;sprawling;historic;busy;urban;lively
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Places,desert,vast;arid;hot;barren;sandy;harsh;endless;dry;remote;unforgiving
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Places,forest,dense;green;ancient;mysterious;lush;dark;quiet;sprawling;enchanted;wild
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Places,island,tropical;remote;small;beautiful;isolated;sandy;lush;volcanic;serene;uninhabited
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Places,lake,calm;clear;deep;blue;serene;still;reflective;cold;vast;peaceful
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Places,mountain,towering;rugged;snowy;majestic;steep;ancient;rocky;imposing;breathtaking;remote
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Places,ocean,vast;deep;blue;powerful;endless;wild;mysterious;turbulent;calm;salty
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Places,plain,flat;vast;open;grassy;barren;wide;endless;fertile;quiet;expansive
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Places,plateau,high;flat;rugged;remote;vast;elevated;barren;rocky;windswept;ancient
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Places,river,winding;wide;swift;calm;deep;muddy;clear;long;powerful;serene
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Places,valley,green;deep;narrow;fertile;quiet;lush;hidden;scenic;peaceful;sheltered
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Places,village,small;quiet;quaint;rural;friendly;remote;traditional;cozy;peaceful;charming
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Plants,cactus,spiky;green;tall;desert;tough;prickly;hardy;dry;unique;resilient
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Plants,eggplant,purple;shiny;smooth;fresh;firm;oval;bitter;tender;healthy;versatile
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Plants,flower,colorful;fragrant;delicate;beautiful;blooming;bright;soft;vibrant;tiny;elegant
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Plants,grass,green;lush;soft;tall;fresh;thick;dewy;wild;short;vibrant
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Plants,lettuce,crisp;green;fresh;leafy;tender;light;healthy;raw;crunchy;cool
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Plants,mushroom,earthy;soft;white;brown;edible;wild;small;fleshy;delicate;savory
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Plants,onion,sharp;pungent;white;yellow;raw;sweet;strong;layered;fresh;chopped
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Plants,pepper,spicy;red;green;hot;sweet;fresh;crisp;bold;fiery;colorful
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Plants,potato,brown;starchy;firm;fresh;baked;mashed;raw;hearty;versatile;earthy
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Plants,rose,red;fragrant;beautiful;delicate;thorny;romantic;vibrant;soft;elegant;blooming
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Plants,tomato,red;juicy;ripe;fresh;sweet;tangy;round;firm;plump;vibrant
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Plants,tree,tall;ancient;sturdy;green;leafy;old;massive;shady;strong;majestic
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Social Relationships,ally,loyal;trusted;supportive;reliable;close;steadfast;helpful;dependable;friendly;committed
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Social Relationships,brother,protective;annoying;close;loving;supportive;older;younger;loyal;funny;caring
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Social Relationships,enemy,dangerous;hostile;bitter;relentless;cunning;powerful;hated;deceptive;ruthless;formidable
grok-3,english-monolingual,0.0,FR # French,C2,most frequent,Social Relationships,father,loving;strict;supportive;wise;caring;strong;protective;hardworking;kind;dependable
