Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,english-monolingual,0.0,RU # Russian,B1,most frequent,Abstract Concepts,anger,intense;fiery;uncontrollable;deep;burning;fierce;raw;bitter;sudden;suppressed
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Inanimate Objects,flute,delicate;melodic;wooden;silver;soft;high-pitched;ancient;elegant;haunting;clear
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Inanimate Objects,key,old;rusty;golden;small;important;spare;lost;shiny;heavy;mysterious
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Inanimate Objects,knife,sharp;dull;serrated;long;short;dangerous;rusty;kitchen;pocket;gleaming
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Inanimate Objects,lock,secure;rusty;old;heavy;broken;sturdy;brass;digital;hidden;tight
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Inanimate Objects,moon,full;crescent;bright;pale;mysterious;glowing;distant;silver;haunting;serene
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Inanimate Objects,pen,black;blue;fine;cheap;expensive;leaking;smooth;elegant;worn;reliable
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Inanimate Objects,sun,bright;warm;blazing;golden;rising;setting;hot;radiant;blinding;powerful
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;gleaming;deadly;ornate;rusty;legendary;forged;ceremonial
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Neutral Animals,cat,fluffy;sleek;curious;lazy;playful;independent;soft;cunning;agile;affectionate
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Neutral Animals,dog,loyal;friendly;energetic;protective;obedient;playful;furry;smart;gentle;brave
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Neutral Animals,dolphin,intelligent;playful;sleek;friendly;graceful;social;curious;swift;charming;acrobatic
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Neutral Animals,elephant,massive;gentle;wise;gray;powerful;majestic;slow;intelligent;protective;enormous
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Neutral Animals,hamster,tiny;cute;furry;active;shy;small;cuddly;nocturnal;playful;delicate
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Neutral Animals,monkey,playful;curious;agile;mischievous;clever;social;wild;energetic;funny;noisy
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Neutral Animals,mouse,small;timid;quick;sneaky;tiny;gray;quiet;cute;skittish;nimble
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Neutral Animals,peacock,colorful;proud;vibrant;majestic;beautiful;elegant;striking;ornate;showy;regal
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Neutral Animals,rabbit,soft;fluffy;quick;shy;cute;hopping;timid;white;small;gentle
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Neutral Animals,shark,fierce;powerful;sleek;dangerous;predatory;swift;deadly;gray;massive;terrifying
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Neutral Animals,snake,slithery;venomous;long;dangerous;silent;coiled;scaly;deadly;stealthy;exotic
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Neutral Animals,whale,enormous;gentle;majestic;blue;powerful;graceful;massive;deep-diving;singing;rare
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Places,city,bustling;crowded;modern;historic;noisy;vibrant;sprawling;urban;busy;diverse
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Places,desert,arid;vast;hot;barren;sandy;dry;harsh;endless;remote;desolate
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Places,forest,dense;green;ancient;dark;lush;mysterious;quiet;thick;wild;enchanted
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Places,island,tropical;remote;small;beautiful;isolated;sandy;lush;volcanic;uninhabited;exotic
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Places,lake,calm;clear;deep;blue;serene;still;cold;reflective;vast;tranquil
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Places,mountain,tall;rugged;snowy;majestic;steep;rocky;towering;ancient;imposing;breathtaking
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Places,ocean,vast;deep;blue;wild;endless;powerful;mysterious;turbulent;calm;immense
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Places,plain,flat;vast;open;grassy;barren;wide;endless;fertile;quiet;expansive
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Places,plateau,high;flat;vast;rocky;elevated;barren;wide;remote;rugged;ancient
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Places,river,winding;wide;deep;swift;calm;muddy;clear;long;powerful;serene
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Places,valley,green;deep;narrow;fertile;quiet;lush;hidden;scenic;peaceful;sheltered
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Places,village,small;quiet;quaint;rural;friendly;remote;traditional;cozy;peaceful;charming
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Plants,cactus,spiky;green;tall;desert;tough;prickly;hardy;dry;unique;resilient
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Plants,eggplant,purple;shiny;smooth;fresh;firm;bitter;oval;ripe;healthy;versatile
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Plants,flower,beautiful;colorful;fragrant;delicate;bright;blooming;soft;vibrant;tiny;elegant
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Plants,grass,green;lush;soft;tall;wet;dry;thick;fresh;mowed;wild
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Plants,lettuce,crisp;green;fresh;leafy;tender;healthy;light;crunchy;raw;vibrant
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Plants,mushroom,earthy;soft;white;brown;edible;wild;small;fleshy;toxic;delicate
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Plants,onion,sharp;pungent;white;yellow;raw;sweet;strong;layered;fresh;chopped
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Plants,pepper,spicy;hot;red;green;sweet;fresh;mild;fiery;colorful;crunchy
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Plants,potato,brown;starchy;firm;fresh;baked;mashed;raw;hearty;versatile;earthy
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Plants,rose,red;pink;fragrant;beautiful;delicate;thorny;elegant;romantic;blooming;classic
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Plants,tomato,red;ripe;juicy;fresh;sweet;tangy;round;firm;plump;vibrant
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Plants,tree,tall;old;green;sturdy;leafy;ancient;bare;thick;majestic;sprawling
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Social Relationships,ally,loyal;trusted;supportive;reliable;close;helpful;steadfast;dependable;friendly;valuable
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Social Relationships,brother,loving;protective;annoying;close;supportive;older;younger;loyal;funny;caring
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Social Relationships,enemy,dangerous;hostile;bitter;relentless;cunning;powerful;hated;deceptive;ruthless;formidable
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Social Relationships,father,loving;strict;supportive;wise;caring;protective;strong;kind;hardworking;gentle
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Social Relationships,follower,loyal;dedicated;eager;supportive;obedient;enthusiastic;trusting;devoted;admiring;committed
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Social Relationships,friend,close;loyal;funny;kind;supportive;trustworthy;caring;reliable;dear;lifelong
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Social Relationships,leader,strong;charismatic;inspiring;decisive;confident;wise;bold;visionary;respected;authoritative
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Social Relationships,mother,loving;nurturing;caring;strict;gentle;protective;wise;selfless;warm;supportive
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Social Relationships,partner,loving;supportive;equal;reliable;close;trusted;compatible;loyal;understanding;committed
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Social Relationships,rival,fierce;competitive;challenging;tough;bitter;determined;aggressive;formidable;persistent;envious
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Social Relationships,sister,loving;annoying;supportive;close;caring;funny;protective;kind;loyal;sweet
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Social Relationships,stranger,mysterious;unknown;unfamiliar;distant;curious;suspicious;quiet;odd;intriguing;aloof
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Spatial Concepts,above,high;elevated;overhead;superior;towering;lofty;upper;distant;prominent;soaring
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Spatial Concepts,back,rear;hind;behind;posterior;hidden;last;remote;trailing;secondary;unnoticed
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Spatial Concepts,below,lower;beneath;underneath;inferior;submerged;hidden;underground;lesser;deep;sunken
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Spatial Concepts,east,eastern;oriental;rising;distant;far;cultural;ancient;exotic;remote;traditional
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Spatial Concepts,front,forward;leading;foremost;primary;initial;visible;prominent;main;central;ahead
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Spatial Concepts,inside,inner;internal;hidden;enclosed;private;deep;secret;confined;sheltered;core
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Spatial Concepts,left,western;remaining;abandoned;liberal;odd;stray;unused;sidelined;awkward;neglected
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Spatial Concepts,north,cold;polar;upper;distant;remote;chilly;northern;rugged;wild;harsh
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Spatial Concepts,outside,external;outer;exterior;open;public;exposed;distant;foreign;peripheral;beyond
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Spatial Concepts,right,correct;proper;eastern;conservative;just;accurate;fitting;moral;precise;suitable
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Spatial Concepts,south,warm;southern;tropical;lower;sunny;humid;exotic;vibrant;coastal;balmy
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Spatial Concepts,west,western;distant;frontier;modern;progressive;sunset;remote;wild;pioneering;expansive
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Time Concepts,century,past;new;old;modern;ancient;turning;significant;historic;long;defining
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Time Concepts,day,long;short;busy;lazy;sunny;rainy;quiet;hectic;memorable;ordinary
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Time Concepts,evening,quiet;cool;dark;peaceful;late;relaxing;romantic;calm;twilight;serene
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Time Concepts,hour,late;early;long;short;busy;quiet;critical;fleeting;precious;rushed
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Time Concepts,minute,quick;brief;fleeting;short;last;crucial;exact;passing;precise;hurried
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Time Concepts,month,long;short;busy;quiet;cold;warm;rainy;dry;memorable;hectic
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Time Concepts,morning,early;bright;cool;quiet;fresh;sunny;foggy;peaceful;crisp;busy
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Time Concepts,night,dark;quiet;late;long;cold;starry;silent;eerie;restless;peaceful
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Time Concepts,season,warm;cold;wet;dry;festive;rainy;sunny;harsh;mild;changing
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Time Concepts,second,quick;brief;fleeting;instant;short;critical;passing;precise;momentary;split
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Time Concepts,week,long;short;busy;quiet;hectic;relaxing;stressful;productive;uneventful;memorable
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Time Concepts,year,long;short;eventful;challenging;successful;difficult;memorable;recent;past;transformative
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Abstract Concepts,anger,intense;burning;fierce;uncontrollable;deep;raw;bitter;sudden;suppressed;explosive
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Abstract Concepts,courage,bold;fearless;brave;heroic;daring;valiant;steadfast;resolute;unwavering;gallant
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Abstract Concepts,fear,overwhelming;paralyzing;chilling;deep-seated;irrational;haunting;gripping;primal;lingering;acute
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Abstract Concepts,freedom,absolute;cherished;hard-won;precious;liberating;boundless;true;personal;newfound;enduring
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Abstract Concepts,happiness,pure;radiant;genuine;infectious;lasting;simple;profound;unexpected;blissful;serene
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Abstract Concepts,hate,intense;venomous;deep-rooted;bitter;consuming;blind;relentless;toxic;unspoken;fierce
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Abstract Concepts,honesty,brutal;refreshing;unwavering;complete;sincere;raw;admirable;rare;steadfast;transparent
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Abstract Concepts,justice,fair;impartial;swift;righteous;hard-fought;overdue;blind;moral;restorative;divine
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Abstract Concepts,knowledge,vast;deep;profound;extensive;practical;theoretical;hidden;ancient;specialized;invaluable
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Abstract Concepts,love,unconditional;passionate;tender;eternal;selfless;romantic;enduring;deep;genuine;fierce
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Abstract Concepts,peace,lasting;inner;fragile;serene;quiet;harmonious;elusive;profound;global;tranquil
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Abstract Concepts,wisdom,timeless;profound;hard-earned;ancient;practical;insightful;deep;quiet;shared;invaluable
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Cultural Artifacts,bell,loud;clear;resonant;melodic;antique;brass;tiny;ceremonial;warning;festive
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Cultural Artifacts,candle,flickering;warm;scented;tall;white;decorative;glowing;melted;romantic;dim
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Cultural Artifacts,carpet,soft;plush;worn;colorful;thick;patterned;oriental;stained;luxurious;threadbare
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Cultural Artifacts,coin,shiny;old;rare;silver;gold;worn;commemorative;foreign;small;valuable
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Cultural Artifacts,crown,golden;jeweled;royal;heavy;ancient;ceremonial;ornate;symbolic;majestic;glittering
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Cultural Artifacts,flag,national;tattered;proud;colorful;waving;symbolic;historic;official;bold;iconic
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Cultural Artifacts,mask,mysterious;eerie;painted;tribal;decorative;hidden;creepy;elaborate;theatrical;protective
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Cultural Artifacts,necklace,delicate;elegant;beaded;gold;silver;vintage;ornate;simple;expensive;sentimental
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Cultural Artifacts,painting,beautiful;abstract;classic;vibrant;detailed;famous;modern;haunting;colorful;expressive
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Cultural Artifacts,ring,gold;silver;diamond;engagement;simple;ornate;antique;precious;symbolic;heavy
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Cultural Artifacts,statue,marble;bronze;towering;ancient;detailed;majestic;weathered;commemorative;iconic;imposing
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Cultural Artifacts,vase,ceramic;fragile;ornate;tall;antique;floral;elegant;cracked;decorative;slender
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;ominous;wispy;thick;towering;gray;drifting;soft
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Environmental Phenomena,earthquake,devastating;powerful;sudden;violent;destructive;terrifying;massive;unexpected;catastrophic;minor
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Environmental Phenomena,fog,thick;eerie;dense;mysterious;cold;heavy;obscuring;silent;creeping;gray
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Environmental Phenomena,lightning,bright;jagged;sudden;powerful;dangerous;electric;blinding;fierce;dramatic;striking
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Environmental Phenomena,rain,heavy;light;steady;torrential;gentle;cold;refreshing;persistent;drizzling;sudden
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;beautiful;rare;fleeting;bright;magical;arched;vivid;stunning
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Environmental Phenomena,snow,soft;white;heavy;powdery;fresh;cold;drifting;thick;silent;glistening
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Environmental Phenomena,storm,fierce;violent;raging;dark;powerful;sudden;destructive;thunderous;wild;intense
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Environmental Phenomena,thunder,loud;booming;rolling;deep;distant;startling;powerful;ominous;echoing;resonant
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;relentless;powerful;calm;dangerous;rhythmic
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;fiery;dangerous;ancient;towering;destructive;smoldering
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Environmental Phenomena,wind,strong;gusty;cold;warm;gentle;howling;brisk;relentless;wild;biting
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Food Items,apple,red;green;crisp;juicy;sweet;tart;fresh;ripe;shiny;firm
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Food Items,banana,yellow;ripe;soft;sweet;curved;fresh;tropical;mushy;spotted;long
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Food Items,beef,tender;juicy;lean;grilled;rare;well-done;savory;marbled;fresh;seasoned
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Food Items,bread,fresh;crusty;soft;warm;stale;whole-grain;white;sliced;homemade;toasted
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Food Items,broccoli,green;fresh;crisp;tender;steamed;raw;healthy;bitter;vibrant;floreted
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Food Items,cheese,sharp;creamy;aged;melted;soft;hard;tangy;mild;pungent;grated
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Food Items,chicken,roasted;grilled;tender;juicy;fried;spicy;lean;savory;moist;seasoned
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Food Items,egg,fresh;boiled;fried;scrambled;raw;white;brown;soft;hard;organic
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Food Items,fish,fresh;grilled;raw;flaky;oily;smoked;salty;tender;white;bony
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Food Items,pasta,al dente;soft;fresh;homemade;creamy;cheesy;spicy;saucy;long;short
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Food Items,rice,white;brown;sticky;fluffy;steamed;seasoned;plain;aromatic;long-grain;short-grain
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Food Items,soup,hot;creamy;hearty;clear;savory;spicy;homemade;comforting;thick;brothy
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Human Roles,artist,talented;creative;innovative;passionate;eccentric;visionary;skilled;struggling;famous;dedicated
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Human Roles,athlete,strong;fast;agile;dedicated;competitive;disciplined;skilled;muscular;determined;talented
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Human Roles,chef,skilled;creative;passionate;innovative;experienced;meticulous;busy;renowned;culinary;artistic
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Human Roles,doctor,compassionate;skilled;dedicated;knowledgeable;caring;busy;experienced;trusted;professional;attentive
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Human Roles,engineer,innovative;skilled;analytical;creative;precise;dedicated;technical;brilliant;practical;resourceful
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Human Roles,farmer,hardworking;dedicated;rugged;patient;knowledgeable;rural;tough;resourceful;traditional;resilient
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Human Roles,lawyer,sharp;persuasive;dedicated;knowledgeable;aggressive;ethical;experienced;articulate;cunning;professional
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Human Roles,musician,talented;passionate;creative;skilled;dedicated;expressive;versatile;charismatic;gifted;soulful
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Human Roles,scientist,brilliant;curious;dedicated;analytical;innovative;meticulous;knowledgeable;experimental;logical;visionary
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Human Roles,soldier,brave;disciplined;loyal;tough;dedicated;heroic;resilient;strong;honorable;fearless
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Human Roles,teacher,patient;inspiring;dedicated;knowledgeable;caring;strict;supportive;wise;enthusiastic;approachable
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Human Roles,writer,creative;talented;imaginative;prolific;insightful;passionate;eloquent;struggling;famous;thoughtful
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Inanimate Objects,book,old;new;thick;thin;worn;engaging;classic;hardcover;paperback;fascinating
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Inanimate Objects,bridge,old;sturdy;wooden;steel;long;narrow;iconic;suspended;arched;historic
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Inanimate Objects,drums,loud;rhythmic;deep;powerful;tribal;resonant;beaten;acoustic;electric;booming
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Inanimate Objects,earth,vast;ancient;fertile;fragile;blue;living;rich;diverse;sacred;bountiful
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Inanimate Objects,flute,delicate;melodic;silver;wooden;soft;high-pitched;elegant;ancient;haunting;clear
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Inanimate Objects,key,old;rusty;golden;small;important;spare;lost;shiny;heavy;mysterious
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Inanimate Objects,knife,sharp;dull;serrated;long;short;rusty;dangerous;kitchen;pocket;gleaming
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Inanimate Objects,lock,sturdy;old;rusty;secure;broken;heavy;brass;hidden;complicated;simple
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Inanimate Objects,moon,full;crescent;bright;pale;mysterious;distant;glowing;silvery;haunting;serene
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Inanimate Objects,pen,black;blue;fine;cheap;expensive;leaky;smooth;elegant;worn;reliable
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Inanimate Objects,sun,bright;warm;blazing;golden;radiant;scorching;setting;rising;dazzling;fierce
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;gleaming;deadly;ceremonial;rusty;legendary;forged;ornate
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Neutral Animals,cat,fluffy;sleek;curious;playful;lazy;independent;affectionate;sneaky;elegant;mischievous
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Neutral Animals,dog,loyal;friendly;energetic;protective;playful;obedient;furry;gentle;brave;loving
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Neutral Animals,dolphin,intelligent;playful;sleek;friendly;graceful;social;curious;swift;acrobatic;charming
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Neutral Animals,elephant,massive;gentle;wise;strong;gray;majestic;slow;powerful;intelligent;endangered
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Neutral Animals,hamster,tiny;cute;furry;active;shy;cuddly;small;playful;nocturnal;chubby
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Neutral Animals,monkey,playful;curious;agile;mischievous;clever;social;noisy;wild;energetic;cheeky
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Neutral Animals,mouse,small;timid;quick;sneaky;tiny;gray;quiet;scurrying;cute;delicate
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Neutral Animals,peacock,colorful;proud;majestic;vibrant;beautiful;elegant;striking;ornate;showy;regal
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Neutral Animals,rabbit,soft;fluffy;quick;timid;cute;hopping;white;wild;gentle;alert
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Neutral Animals,shark,fierce;powerful;sleek;dangerous;predatory;swift;deadly;gray;massive;terrifying
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Neutral Animals,snake,slithery;venomous;long;dangerous;silent;coiled;scaly;deadly;stealthy;exotic
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Neutral Animals,whale,massive;gentle;majestic;enormous;deep-diving;singing;powerful;graceful;endangered;blue
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Places,city,bustling;crowded;modern;vibrant;noisy;sprawling;historic;urban;busy;diverse
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Places,desert,vast;arid;hot;barren;sandy;harsh;endless;dry;desolate;remote
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Places,forest,dense;lush;dark;ancient;green;mysterious;quiet;thick;wild;enchanted
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Places,island,tropical;remote;small;beautiful;isolated;rugged;sandy;volcanic;uninhabited;paradise
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Places,lake,calm;clear;deep;blue;serene;still;cold;reflective;vast;tranquil
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Places,mountain,tall;rugged;snowy;majestic;steep;ancient;towering;rocky;imposing;breathtaking
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Places,ocean,vast;deep;blue;wild;endless;powerful;mysterious;turbulent;calm;immense
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Places,plain,flat;vast;open;grassy;barren;wide;endless;fertile;quiet;expansive
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Places,plateau,high;flat;rugged;vast;elevated;barren;rocky;remote;broad;windswept
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Places,river,winding;wide;swift;calm;deep;muddy;clear;long;powerful;serene
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Places,valley,green;deep;narrow;fertile;quiet;lush;hidden;scenic;peaceful;sheltered
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Places,village,small;quiet;quaint;rural;friendly;remote;traditional;peaceful;charming;tight-knit
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Plants,cactus,spiky;green;tall;desert;tough;prickly;hardy;dry;unique;resilient
grok-3,english-monolingual,0.0,RU # Russian,C2,most frequent,Plants,eggplant,purple;shiny;smooth;fresh;firm;oblong;bitter;tender;ripe;versatile
