Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
o3-mini,basic,1.0,DE # German,B1,most frequent,Abstract Concepts,anger,strong;hot;deep;quick;wild;heavy;bitter;raw;fierce;sudden
o3-mini,basic,1.0,DE # German,C1,most frequent,Spatial Concepts,outside,open;fresh;bright;clear;wild;cool;vast;roomy;exposed;natural
o3-mini,basic,1.0,DE # German,C1,most frequent,Spatial Concepts,right,correct;proper;straight;true;tidy;sharp;neat;precise;sound;exact
o3-mini,basic,1.0,DE # German,C1,most frequent,Spatial Concepts,south,southern;warm;bright;gentle;mild;clear;lush;open;vibrant;sunny
o3-mini,basic,1.0,DE # German,C1,most frequent,Spatial Concepts,west,western;setting;golden;vast;quiet;distant;old;warm;colorful;rugged
o3-mini,basic,1.0,DE # German,C1,most frequent,Time Concepts,century,long;historic;recent;old;new;notable;memorable;significant;vast;changing
o3-mini,basic,1.0,DE # German,C1,most frequent,Time Concepts,day,bright;long;short;sunny;busy;clear;warm;hectic;pleasant;lively
o3-mini,basic,1.0,DE # German,C1,most frequent,Time Concepts,evening,quiet;calm;cool;pleasant;gentle;soft;peaceful;dim;relaxing;lovely
o3-mini,basic,1.0,DE # German,C1,most frequent,Time Concepts,hour,short;long;busy;slow;quick;precious;fleeting;smooth;fixed;timely
o3-mini,basic,1.0,DE # German,C1,most frequent,Time Concepts,minute,brief;short;quick;tiny;small;fast;fleeting;exact;simple;passing
o3-mini,basic,1.0,DE # German,C1,most frequent,Time Concepts,month,short;long;busy;quiet;warm;cool;bright;historic;changing;notable
o3-mini,basic,1.0,DE # German,C1,most frequent,Time Concepts,morning,fresh;bright;early;peaceful;quiet;calm;cool;crisp;lively;hopeful
o3-mini,basic,1.0,DE # German,C1,most frequent,Time Concepts,night,dark;quiet;peaceful;cool;long;starry;calm;silent;mysterious;deep
o3-mini,basic,1.0,DE # German,C1,most frequent,Time Concepts,season,warm;cold;mild;rainy;lovely;pleasant;short;long;changing;vibrant
o3-mini,basic,1.0,DE # German,C1,most frequent,Time Concepts,second,brief;short;quick;tiny;small;rapid;fleeting;fast;exact;momentary
o3-mini,basic,1.0,DE # German,C1,most frequent,Time Concepts,week,busy;long;short;hectic;quiet;pleasant;tiring;productive;full;balanced
o3-mini,basic,1.0,DE # German,C1,most frequent,Time Concepts,year,long;new;old;busy;eventful;remarkable;memorable;changing;fruitful;vibrant
o3-mini,basic,1.0,DE # German,C2,most frequent,Abstract Concepts,anger,intense;burning;fierce;explosive;seething;deep;raw;overwhelming;uncontrollable;bitter
o3-mini,basic,1.0,DE # German,C2,most frequent,Abstract Concepts,courage,brave;bold;gallant;steadfast;resolute;daring;fearless;determined;heroic;spirited
o3-mini,basic,1.0,DE # German,C2,most frequent,Abstract Concepts,fear,paralyzing;deep;acute;overwhelming;crippling;persistent;sudden;instinctive;haunting;chilling
o3-mini,basic,1.0,DE # German,C2,most frequent,Abstract Concepts,freedom,absolute;unbounded;pure;cherished;expansive;genuine;liberating;unfettered;idyllic;independent
o3-mini,basic,1.0,DE # German,C2,most frequent,Abstract Concepts,happiness,radiant;joyful;deep;contagious;blissful;overwhelming;genuine;sweet;enduring;uplifting
o3-mini,basic,1.0,DE # German,C2,most frequent,Abstract Concepts,hate,bitter;fierce;seething;deep;consuming;intense;relentless;pure;unyielding;venomous
o3-mini,basic,1.0,DE # German,C2,most frequent,Abstract Concepts,honesty,sincere;genuine;profound;candid;clear;balanced;transparent;upright;authentic;admirable
o3-mini,basic,1.0,DE # German,C2,most frequent,Abstract Concepts,justice,fair;impartial;strict;righteous;balanced;equitable;enduring;noble;unbiased;diligent
o3-mini,basic,1.0,DE # German,C2,most frequent,Abstract Concepts,knowledge,vast;profound;extensive;deep;precise;refined;intricate;comprehensive;reliable;timeless
o3-mini,basic,1.0,DE # German,C2,most frequent,Abstract Concepts,love,deep;passionate;pure;overwhelming;tender;unyielding;genuine;abiding;warm;sweet
o3-mini,basic,1.0,DE # German,C2,most frequent,Abstract Concepts,peace,calm;serene;quiet;lasting;gentle;pure;deep;soothing;tranquil;harmonious
o3-mini,basic,1.0,DE # German,C2,most frequent,Abstract Concepts,wisdom,profound;deep;ancient;timeless;insightful;vast;practical;enduring;keen;subtle
o3-mini,basic,1.0,DE # German,C2,most frequent,Cultural Artifacts,bell,loud;clear;resonant;high-pitched;vibrant;sonorous;steady;rhythmic;bright;mellow
o3-mini,basic,1.0,DE # German,C2,most frequent,Cultural Artifacts,candle,small;flickering;soft;warm;delicate;glowing;slender;modest;gentle;peaceful
o3-mini,basic,1.0,DE # German,C2,most frequent,Cultural Artifacts,carpet,colorful;plush;soft;thick;patterned;elegant;woven;durable;decorative;comfortable
o3-mini,basic,1.0,DE # German,C2,most frequent,Cultural Artifacts,coin,shiny;small;metallic;rare;ancient;circular;embossed;valuable;collectible;old
o3-mini,basic,1.0,DE # German,C2,most frequent,Cultural Artifacts,crown,majestic;golden;jeweled;ornate;regal;lavish;delicate;ceremonial;proud;historic
o3-mini,basic,1.0,DE # German,C2,most frequent,Cultural Artifacts,flag,vibrant;striking;national;fluttering;colorful;symbolic;bold;proud;patterned;enduring
o3-mini,basic,1.0,DE # German,C2,most frequent,Cultural Artifacts,mask,mysterious;eerie;ornate;vivid;striking;silent;ancient;crafted;hidden;theatrical
o3-mini,basic,1.0,DE # German,C2,most frequent,Cultural Artifacts,necklace,elegant;delicate;sparkling;stylish;precious;intricate;timeless;alluring;shiny;refined
o3-mini,basic,1.0,DE # German,C2,most frequent,Cultural Artifacts,painting,vibrant;colorful;expressive;detailed;realistic;abstract;delicate;bold;masterful;timeless
o3-mini,basic,1.0,DE # German,C2,most frequent,Cultural Artifacts,ring,shiny;elegant;intricate;precious;circular;timeless;delicate;ornate;sparkling;radiant
o3-mini,basic,1.0,DE # German,C2,most frequent,Cultural Artifacts,statue,imposing;majestic;lifelike;carved;ancient;detailed;monumental;artistic;solid;revered
o3-mini,basic,1.0,DE # German,C2,most frequent,Cultural Artifacts,vase,graceful;delicate;ceramic;artistic;slender;ornate;elegant;timeless;charming;vivid
o3-mini,basic,1.0,DE # German,C2,most frequent,Environmental Phenomena,cloud,fluffy;white;floating;vast;soft;billowing;dark;ephemeral;gentle;light
o3-mini,basic,1.0,DE # German,C2,most frequent,Environmental Phenomena,earthquake,powerful;sudden;devastating;violent;massive;tremulous;destructive;intense;overwhelming;catastrophic
o3-mini,basic,1.0,DE # German,C2,most frequent,Environmental Phenomena,fog,dense;mysterious;eerie;lingering;thick;heavy;subtle;ghostly;silent;chilling
o3-mini,basic,1.0,DE # German,C2,most frequent,Environmental Phenomena,lightning,brilliant;sudden;fierce;dazzling;rapid;electric;vivid;scorching;sharp;transient
o3-mini,basic,1.0,DE # German,C2,most frequent,Environmental Phenomena,rain,steady;gentle;drenching;soft;rhythmic;cold;relentless;soothing;brief;heavy
o3-mini,basic,1.0,DE # German,C2,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;bright;radiant;vivid;arching;ephemeral;stunning;magical;diverse
o3-mini,basic,1.0,DE # German,C2,most frequent,Environmental Phenomena,snow,pure;cold;crisp;soft;silent;powdery;shimmering;gentle;vast;delicate
o3-mini,basic,1.0,DE # German,C2,most frequent,Environmental Phenomena,storm,violent;fierce;raging;turbulent;dark;powerful;sudden;chaotic;tempestuous;relentless
o3-mini,basic,1.0,DE # German,C2,most frequent,Environmental Phenomena,thunder,booming;deep;resounding;rolling;loud;echoing;rumbling;powerful;sudden;mighty
o3-mini,basic,1.0,DE # German,C2,most frequent,Environmental Phenomena,tide,rising;strong;low;powerful;regular;gentle;shifting;rhythmic;surging;endless
o3-mini,basic,1.0,DE # German,C2,most frequent,Environmental Phenomena,volcano,active;fiery;eruptive;dangerous;smoldering;towering;ancient;rumbling;volatile;majestic
o3-mini,basic,1.0,DE # German,C2,most frequent,Environmental Phenomena,wind,gentle;strong;brisk;cold;wild;flowing;constant;soothing;turbulent;lively
o3-mini,basic,1.0,DE # German,C2,most frequent,Food Items,apple,red;fresh;juicy;crisp;sweet;ripe;fragrant;firm;polished;delicious
o3-mini,basic,1.0,DE # German,C2,most frequent,Food Items,banana,ripe;yellow;sweet;soft;fragrant;curved;fresh;healthy;appealing;tropical
o3-mini,basic,1.0,DE # German,C2,most frequent,Food Items,beef,tender;juicy;lean;flavorful;savory;rich;hearty;fresh;succulent;robust
o3-mini,basic,1.0,DE # German,C2,most frequent,Food Items,bread,fresh;warm;crusty;soft;fragrant;wholesome;delicious;hearty;golden;tasty
o3-mini,basic,1.0,DE # German,C2,most frequent,Food Items,broccoli,fresh;green;crisp;healthy;vibrant;tender;organic;raw;nutritious;crunchy
o3-mini,basic,1.0,DE # German,C2,most frequent,Food Items,cheese,creamy;soft;sharp;aged;delicate;flavorful;rich;tasty;smooth;fragrant
o3-mini,basic,1.0,DE # German,C2,most frequent,Food Items,chicken,tender;juicy;savory;fresh;succulent;flavorful;lean;cooked;aromatic;hearty
o3-mini,basic,1.0,DE # German,C2,most frequent,Food Items,egg,fresh;whole;large;raw;delicate;smooth;protein-rich;natural;organic;versatile
o3-mini,basic,1.0,DE # German,C2,most frequent,Food Items,fish,fresh;flaky;tender;tasty;mild;juicy;wild;lean;delicate;aromatic
o3-mini,basic,1.0,DE # German,C2,most frequent,Food Items,pasta,cooked;hearty;soft;warm;delicious;tasty;al dente;fragrant;comforting;golden
o3-mini,basic,1.0,DE # German,C2,most frequent,Food Items,rice,steamed;fluffy;aromatic;soft;plain;white;delicious;tender;sticky;versatile
o3-mini,basic,1.0,DE # German,C2,most frequent,Food Items,soup,warm;hearty;savory;delicious;steaming;flavorful;rich;comforting;nourishing;fresh
o3-mini,basic,1.0,DE # German,C2,most frequent,Human Roles,artist,creative;talented;visionary;imaginative;skilled;innovative;dedicated;passionate;expressive;original
o3-mini,basic,1.0,DE # German,C2,most frequent,Human Roles,athlete,strong;agile;determined;fast;competitive;robust;resilient;disciplined;energetic;skilled
o3-mini,basic,1.0,DE # German,C2,most frequent,Human Roles,chef,skilled;creative;talented;experienced;innovative;meticulous;passionate;efficient;dedicated;gourmet
o3-mini,basic,1.0,DE # German,C2,most frequent,Human Roles,doctor,knowledgeable;compassionate;skilled;dedicated;experienced;caring;meticulous;reliable;professional;diligent
o3-mini,basic,1.0,DE # German,C2,most frequent,Human Roles,engineer,innovative;skilled;analytical;creative;dedicated;efficient;practical;experienced;methodical;resourceful
o3-mini,basic,1.0,DE # German,C2,most frequent,Human Roles,farmer,hardworking;diligent;resilient;skilled;dedicated;reliable;knowledgeable;patient;resourceful;sturdy
o3-mini,basic,1.0,DE # German,C2,most frequent,Human Roles,lawyer,articulate;knowledgeable;persuasive;diligent;ethical;experienced;strategic;reliable;committed;sharp
o3-mini,basic,1.0,DE # German,C2,most frequent,Human Roles,musician,talented;creative;expressive;skilled;passionate;innovative;inspiring;dynamic;original;rhythmic
o3-mini,basic,1.0,DE # German,C2,most frequent,Human Roles,scientist,analytical;innovative;methodical;brilliant;dedicated;curious;precise;logical;systematic;insightful
o3-mini,basic,1.0,DE # German,C2,most frequent,Human Roles,soldier,brave;disciplined;resilient;loyal;courageous;steadfast;tough;dedicated;formidable;determined
o3-mini,basic,1.0,DE # German,C2,most frequent,Human Roles,teacher,knowledgeable;patient;dedicated;inspiring;caring;innovative;supportive;clear;experienced;passionate
o3-mini,basic,1.0,DE # German,C2,most frequent,Human Roles,writer,creative;imaginative;articulate;thoughtful;original;expressive;prolific;skillful;reflective;inspiring
o3-mini,basic,1.0,DE # German,C2,most frequent,Inanimate Objects,book,informative;engaging;timeless;illustrious;captivating;classic;detailed;profound;imaginative;educational
o3-mini,basic,1.0,DE # German,C2,most frequent,Inanimate Objects,bridge,sturdy;long;graceful;historic;elegant;robust;architectural;impressive;reliable;expansive
o3-mini,basic,1.0,DE # German,C2,most frequent,Inanimate Objects,drums,rhythmic;loud;vibrant;sturdy;resonant;powerful;dynamic;deep;energetic;steady
o3-mini,basic,1.0,DE # German,C2,most frequent,Inanimate Objects,earth,fertile;diverse;abundant;vibrant;ancient;vast;natural;blue;living;nurturing
o3-mini,basic,1.0,DE # German,C2,most frequent,Inanimate Objects,flute,melodic;slender;delicate;airy;graceful;soothing;refined;elegant;clear;vibrant
o3-mini,basic,1.0,DE # German,C2,most frequent,Inanimate Objects,key,small;shiny;metallic;important;unique;essential;ornate;sturdy;intricate;versatile
o3-mini,basic,1.0,DE # German,C2,most frequent,Inanimate Objects,knife,sharp;sturdy;polished;versatile;gleaming;precise;reliable;durable;compact;lethal
o3-mini,basic,1.0,DE # German,C2,most frequent,Inanimate Objects,lock,secure;sturdy;complex;innovative;reliable;intricate;robust;classic;durable;dependable
o3-mini,basic,1.0,DE # German,C2,most frequent,Inanimate Objects,moon,luminous;radiant;full;silvery;serene;distant;enchanting;mysterious;pale;majestic
o3-mini,basic,1.0,DE # German,C2,most frequent,Inanimate Objects,pen,sleek;smooth;reliable;elegant;durable;fine;classic;practical;vibrant;refined
o3-mini,basic,1.0,DE # German,C2,most frequent,Inanimate Objects,sun,bright;radiant;blazing;warm;golden;powerful;glorious;fierce;dazzling;luminous
o3-mini,basic,1.0,DE # German,C2,most frequent,Inanimate Objects,sword,sharp;gleaming;historic;lethal;polished;elegant;mighty;durable;ornate;formidable
o3-mini,basic,1.0,DE # German,C2,most frequent,Neutral Animals,cat,agile;playful;curious;sleek;graceful;independent;cunning;lively;affectionate;observant
o3-mini,basic,1.0,DE # German,C2,most frequent,Neutral Animals,dog,loyal;friendly;playful;obedient;energetic;loving;faithful;spirited;alert;trustworthy
o3-mini,basic,1.0,DE # German,C2,most frequent,Neutral Animals,dolphin,intelligent;friendly;agile;playful;graceful;swift;sociable;curious;gentle;acrobatic
o3-mini,basic,1.0,DE # German,C2,most frequent,Neutral Animals,elephant,massive;gentle;majestic;wise;enormous;sturdy;grand;impressive;ancient;loving
o3-mini,basic,1.0,DE # German,C2,most frequent,Neutral Animals,hamster,small;lively;cute;furry;playful;agile;tiny;curious;nimble;gentle
o3-mini,basic,1.0,DE # German,C2,most frequent,Neutral Animals,monkey,mischievous;agile;curious;playful;clever;lively;active;spirited;intelligent;energetic
o3-mini,basic,1.0,DE # German,C2,most frequent,Neutral Animals,mouse,tiny;quick;timid;agile;small;delicate;sneaky;furtive;alert;quiet
o3-mini,basic,1.0,DE # German,C2,most frequent,Neutral Animals,peacock,vibrant;majestic;colorful;proud;elegant;dazzling;striking;graceful;brilliant;splendid
o3-mini,basic,1.0,DE # German,C2,most frequent,Neutral Animals,rabbit,swift;gentle;timid;soft;furry;agile;delicate;lively;curious;quiet
o3-mini,basic,1.0,DE # German,C2,most frequent,Neutral Animals,shark,fierce;agile;relentless;powerful;sleek;dangerous;formidable;swift;ruthless;predatory
o3-mini,basic,1.0,DE # German,C2,most frequent,Neutral Animals,snake,slithering;venomous;silent;slick;sleek;dangerous;mysterious;creeping;agile;sinuous
o3-mini,basic,1.0,DE # German,C2,most frequent,Neutral Animals,whale,enormous;gentle;majestic;colossal;massive;graceful;ancient;rhythmic;soothing;powerful
o3-mini,basic,1.0,DE # German,C2,most frequent,Places,city,bustling;vibrant;modern;historic;crowded;dynamic;busy;lively;diverse;sprawling
o3-mini,basic,1.0,DE # German,C2,most frequent,Places,desert,vast;arid;barren;scorching;desolate;sunlit;endless;silent;rugged;harsh
o3-mini,basic,1.0,DE # German,C2,most frequent,Places,forest,dense;lush;vibrant;ancient;mysterious;wild;tranquil;expansive;green;echoing
o3-mini,basic,1.0,DE # German,C2,most frequent,Places,island,secluded;tropical;sunny;isolated;peaceful;remote;charming;beautiful;vibrant;idyllic
o3-mini,basic,1.0,DE # German,C2,most frequent,Places,lake,serene;calm;deep;reflective;clear;tranquil;still;pristine;picturesque;vast
o3-mini,basic,1.0,DE # German,C2,most frequent,Places,mountain,towering;majestic;rugged;lofty;snow-capped;steep;timeless;rocky;colossal;remote
o3-mini,basic,1.0,DE # German,C2,most frequent,Places,ocean,vast;deep;endless;turbulent;mysterious;salty;mighty;boundless;blue;powerful
o3-mini,basic,1.0,DE # German,C2,most frequent,Places,plain,vast;open;flat;grassy;serene;expansive;quiet;fertile;sunlit;gentle
o3-mini,basic,1.0,DE # German,C2,most frequent,Places,plateau,high;expansive;rugged;elevated;flat;remote;arid;endless;silent;majestic
o3-mini,basic,1.0,DE # German,C2,most frequent,Places,river,winding;deep;flowing;swift;cold;meandering;clear;vigorous;endless;vibrant
o3-mini,basic,1.0,DE # German,C2,most frequent,Places,valley,green;fertile;deep;lush;scenic;quiet;winding;sheltered;serene;vibrant
o3-mini,basic,1.0,DE # German,C2,most frequent,Places,village,quaint;peaceful;small;charming;rustic;friendly;old;quiet;traditional;tight-knit
o3-mini,basic,1.0,DE # German,C2,most frequent,Plants,cactus,prickly;green;resilient;thorny;dry;rugged;hardy;spiny;ancient;enduring
o3-mini,basic,1.0,DE # German,C2,most frequent,Plants,eggplant,purple;glossy;ripe;smooth;large;fresh;vibrant;tender;succulent;earthy
o3-mini,basic,1.0,DE # German,C2,most frequent,Plants,flower,fragrant;delicate;colorful;vibrant;beautiful;blooming;fresh;soft;gentle;lush
o3-mini,basic,1.0,DE # German,C2,most frequent,Plants,grass,green;soft;fresh;lush;vibrant;tender;delicate;growing;wild;aromatic
o3-mini,basic,1.0,DE # German,C2,most frequent,Plants,lettuce,crisp;fresh;leafy;green;tender;wholesome;organic;crunchy;vibrant;healthy
o3-mini,basic,1.0,DE # German,C2,most frequent,Plants,mushroom,earthy;fresh;delicate;wild;small;flavorful;organic;tender;vibrant;aromatic
o3-mini,basic,1.0,DE # German,C2,most frequent,Plants,onion,pungent;sharp;layered;fresh;robust;savory;crisp;strong;ripe;versatile
o3-mini,basic,1.0,DE # German,C2,most frequent,Plants,pepper,spicy;vibrant;fresh;hot;zesty;bold;ripe;crunchy;aromatic;sharp
o3-mini,basic,1.0,DE # German,C2,most frequent,Plants,potato,starchy;hearty;fresh;robust;tender;creamy;earthy;versatile;rustic;golden
o3-mini,basic,1.0,DE # German,C2,most frequent,Plants,rose,fragrant;red;beautiful;delicate;blooming;vibrant;elegant;fresh;classic;romantic
o3-mini,basic,1.0,DE # German,C2,most frequent,Plants,tomato,ripe;red;juicy;fresh;vibrant;sweet;tangy;soft;aromatic;luscious
o3-mini,basic,1.0,DE # German,C2,most frequent,Plants,tree,tall;ancient;sturdy;green;sprawling;majestic;leafy;robust;enduring;vibrant
o3-mini,basic,1.0,DE # German,C2,most frequent,Social Relationships,ally,supportive;loyal;trustworthy;reliable;steadfast;close;dependable;sincere;constant;respectful
o3-mini,basic,1.0,DE # German,C2,most frequent,Social Relationships,brother,loving;supportive;caring;dear;loyal;close;reliable;warm;kind;protective
o3-mini,basic,1.0,DE # German,C2,most frequent,Social Relationships,enemy,hostile;bitter;antagonistic;relentless;dangerous;unfriendly;ruthless;vindictive;cruel;formidable
o3-mini,basic,1.0,DE # German,C2,most frequent,Social Relationships,father,caring;supportive;strong;wise;loving;protective;kind;reliable;patient;respected
o3-mini,basic,1.0,DE # German,C2,most frequent,Social Relationships,follower,devoted;loyal;eager;supportive;humble;earnest;reliable;attentive;steadfast;committed
o3-mini,basic,1.0,DE # German,C2,most frequent,Social Relationships,friend,kind;caring;loyal;supportive;warm;trustworthy;honest;sincere;generous;dependable
o3-mini,basic,1.0,DE # German,C2,most frequent,Social Relationships,leader,strong;decisive;inspiring;visionary;bold;respected;influential;determined;capable;strategic
o3-mini,basic,1.0,DE # German,C2,most frequent,Social Relationships,mother,loving;caring;nurturing;supportive;warm;kind;gentle;reliable;patient;devoted
o3-mini,basic,1.0,DE # German,C2,most frequent,Social Relationships,partner,supportive;loving;reliable;caring;dedicated;equal;honest;committed;trustworthy;respectful
o3-mini,basic,1.0,DE # German,C2,most frequent,Social Relationships,rival,determined;fierce;competitive;strong;relentless;formidable;ambitious;challenging;bold;spirited
o3-mini,basic,1.0,DE # German,C2,most frequent,Social Relationships,sister,caring;loving;supportive;warm;gentle;loyal;kind;friendly;dependable;compassionate
o3-mini,basic,1.0,DE # German,C2,most frequent,Social Relationships,stranger,unknown;distant;unfamiliar;mysterious;curious;cautious;intriguing;transient;ambiguous;remote
o3-mini,basic,1.0,DE # German,C2,most frequent,Spatial Concepts,above,lofty;high;superior;distant;overarching;upper;prominent;higher;exalted;skyward
o3-mini,basic,1.0,DE # German,C2,most frequent,Spatial Concepts,back,broad;strong;curved;smooth;tired;weathered;muscular;firm;supportive;scarred
o3-mini,basic,1.0,DE # German,C2,most frequent,Spatial Concepts,below,low;inferior;hidden;distant;underlying;subterranean;deep;shadowed;secret;minor
o3-mini,basic,1.0,DE # German,C2,most frequent,Spatial Concepts,east,oriental;rising;golden;distant;ancient;clear;bright;calm;sunlit;historical
o3-mini,basic,1.0,DE # German,C2,most frequent,Spatial Concepts,front,leading;central;visible;open;prominent;forward;active;bustling;lively;focused
o3-mini,basic,1.0,DE # German,C2,most frequent,Spatial Concepts,inside,inner;enclosed;hidden;warm;private;secret;cozy;sheltered;intimate;comfortable
o3-mini,basic,1.0,DE # German,C2,most frequent,Spatial Concepts,left,remaining;leftover;residual;unclaimed;abandoned;solitary;extra;marginal;deserted;forsaken
o3-mini,basic,1.0,DE # German,C2,most frequent,Spatial Concepts,north,northern;cold;distant;icy;rugged;polar;bleak;stark;remote;chilly
o3-mini,basic,1.0,DE # German,C2,most frequent,Spatial Concepts,outside,external;open;exposed;wild;vast;clear;bright;fresh;airy;natural
o3-mini,basic,1.0,DE # German,C2,most frequent,Spatial Concepts,right,correct;proper;accurate;just;acceptable;fitting;suitable;appropriate;exact;true
o3-mini,basic,1.0,DE # German,C2,most frequent,Spatial Concepts,south,southern;warm;inviting;mild;sunlit;pleasant;gentle;fertile;thriving;bright
o3-mini,basic,1.0,DE # German,C2,most frequent,Spatial Concepts,west,western;rugged;vast;declining;sunny;remote;frontier;mysterious;historic;bold
o3-mini,basic,1.0,DE # German,C2,most frequent,Time Concepts,century,long;historic;significant;remarkable;notable;enduring;modern;classic;memorable;influential
o3-mini,basic,1.0,DE # German,C2,most frequent,Time Concepts,day,bright;sunny;long;warm;pleasant;clear;cheerful;lively;brief;eventful
o3-mini,basic,1.0,DE # German,C2,most frequent,Time Concepts,evening,peaceful;relaxing;quiet;calm;gentle;cool;serene;mellow;twilight;reflective
o3-mini,basic,1.0,DE # German,C2,most frequent,Time Concepts,hour,brief;short;long;fleeting;precise;significant;busy;quiet;winding;crucial
o3-mini,basic,1.0,DE # German,C2,most frequent,Time Concepts,minute,small;tiny;brief;precise;fleeting;detailed;subtle;delicate;exact;limited
o3-mini,basic,1.0,DE # German,C2,most frequent,Time Concepts,month,short;long;busy;historic;significant;mellow;dynamic;varying;changing;memorable
o3-mini,basic,1.0,DE # German,C2,most frequent,Time Concepts,morning,fresh;bright;early;calm;peaceful;radiant;crisp;vibrant;dewy;hopeful
o3-mini,basic,1.0,DE # German,C2,most frequent,Time Concepts,night,dark;quiet;peaceful;silent;starry;calm;cool;deep;serene;mysterious
o3-mini,basic,1.0,DE # German,C2,most frequent,Time Concepts,season,changing;distinct;vibrant;cold;warm;rainy;lively;pleasant;crisp;transitional
o3-mini,basic,1.0,DE # German,C2,most frequent,Time Concepts,second,brief;fleeting;short;quick;minor;rapid;swift;immediate;transient;small
o3-mini,basic,1.0,DE # German,C2,most frequent,Time Concepts,week,busy;short;long;eventful;hectic;restful;productive;dynamic;cheerful;varied
o3-mini,basic,1.0,DE # German,C2,most frequent,Time Concepts,year,long;challenging;fruitful;eventful;prosperous;memorable;transformative;historic;vibrant;successful
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Abstract Concepts,anger,hot;fierce;burning;intense;deep;strong;uncontrolled;passionate;raw;explosive
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Abstract Concepts,courage,brave;bold;fierce;determined;strong;noble;resolute;daring;earnest;heroic
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Abstract Concepts,fear,paralyzing;overwhelming;intense;gripping;chilling;haunting;suffocating;consuming;palpable;irrational
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Abstract Concepts,freedom,absolute;boundless;unrestricted;pure;sacred;genuine;liberating;infinite;open;wild
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Abstract Concepts,happiness,immense;joyful;delightful;radiant;genuine;vibrant;contagious;profound;cheerful;blissful
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Abstract Concepts,hate,deep;bitter;seething;intense;relentless;burning;raw;unyielding;vehement;malignant
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Abstract Concepts,honesty,sincere;candid;truthful;direct;genuine;fair;open;trustworthy;unpretentious;transparent
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Abstract Concepts,justice,fair;impartial;strict;righteous;enduring;balanced;resolute;equitable;sound;unbiased
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Abstract Concepts,knowledge,vast;profound;deep;comprehensive;theoretical;practical;essential;timeless;updated;expansive
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Abstract Concepts,love,deep;unconditional;endless;tender;passionate;pure;abiding;genuine;soulful;warm
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Abstract Concepts,peace,calm;serene;gentle;quiet;lasting;deep;harmonious;tranquil;restful;soothing
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Abstract Concepts,wisdom,profound;deep;ancient;insightful;enduring;timeless;practical;balanced;sage;reflective
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Cultural Artifacts,bell,clear;resonant;metallic;bright;ringing;sonorous;crisp;robust;vibrant;delicate
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Cultural Artifacts,candle,flickering;glowing;small;soft;delicate;warm;pale;scented;rustic;gentle
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Cultural Artifacts,carpet,plush;thick;patterned;colorful;soft;woven;elegant;durable;warm;traditional
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Cultural Artifacts,coin,old;rare;shiny;ancient;valuable;small;embossed;minted;collectible;unique
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Cultural Artifacts,crown,regal;majestic;ornate;gleaming;precious;royal;splendid;intricate;historic;lustrous
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Cultural Artifacts,flag,national;symbolic;vibrant;striking;proud;colorful;flying;classic;bold;historic
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Cultural Artifacts,mask,mysterious;expressive;eerie;ornate;traditional;dramatic;concealed;iconic;unique;decorative
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Cultural Artifacts,necklace,elegant;delicate;sparkling;charming;beaded;ornate;timeless;refined;graceful;unique
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Cultural Artifacts,painting,vivid;expressive;colorful;masterful;intricate;enigmatic;classical;modern;delicate;evocative
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Cultural Artifacts,ring,exquisite;golden;slender;ornate;dazzling;timeless;precious;shining;circular;elegant
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Cultural Artifacts,statue,majestic;imposing;ancient;lifelike;detailed;storied;monumental;graceful;enduring;artistic
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Cultural Artifacts,vase,delicate;ceramic;ornate;glazed;elegant;antique;slender;artistic;decorative;refined
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Environmental Phenomena,cloud,fluffy;white;ethereal;fleeting;drifting;soft;billowy;wispy;light;airy
o3-mini,basic,1.0,DE # German,Perfect,most frequent,Environmental Phenomena,earthquake,sudden;devastating;powerful;violent;massive;tremulous;catastrophic;relentless;terrifying;seismic
