Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
o3-mini,basic,1.0,JA # Japanese,B1,most frequent,Abstract Concepts,anger,strong;deep;hot;fierce;burning;sudden;wild;bitter;constant;raw
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Plants,potato,starchy;hearty;versatile;earthy;soft;robust;fresh;tender;brown;satisfying
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Plants,rose,fragrant;delicate;vibrant;red;beautiful;elegant;soft;blooming;classic;romantic
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Plants,tomato,ripe;juicy;red;fresh;tender;vibrant;savory;luscious;flavorful;firm
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Plants,tree,tall;ancient;sturdy;leafy;vibrant;sprawling;majestic;green;resilient;towering
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Social Relationships,ally,loyal;supportive;trusted;reliable;steadfast;dependable;committed;genuine;friendly;sincere
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Social Relationships,brother,caring;supportive;loyal;kind;dependable;close;protective;trustworthy;warm;reliable
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Social Relationships,enemy,hostile;dangerous;fierce;adversarial;bitter;relentless;determined;unpredictable;ruthless;formidable
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Social Relationships,father,caring;wise;supportive;strong;loving;reliable;compassionate;authoritative;dependable;protective
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Social Relationships,follower,loyal;dedicated;supportive;attentive;committed;obedient;enthusiastic;respectful;reliable;persistent
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Social Relationships,friend,friendly;caring;supportive;genuine;trustworthy;kind;reliable;loyal;warm;understanding
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Social Relationships,leader,charismatic;decisive;visionary;influential;inspiring;courageous;innovative;strategic;firm;respected
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Social Relationships,mother,caring;nurturing;supportive;loving;warm;gentle;compassionate;dependable;kind;patient
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Social Relationships,partner,supportive;loving;reliable;committed;caring;trustworthy;understanding;genuine;balanced;collaborative
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Social Relationships,rival,competitive;determined;formidable;fierce;stubborn;challenging;persistent;vigorous;ambitious;relentless
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Social Relationships,sister,caring;supportive;kind;loyal;close;gentle;loving;trustworthy;friendly;understanding
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Social Relationships,stranger,unknown;mysterious;distant;unfamiliar;quiet;reserved;curious;casual;fleeting;enigmatic
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Spatial Concepts,above,elevated;high;upper;lofty;superior;radiant;vast;clear;soaring;prominent
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Spatial Concepts,back,robust;strong;broad;supportive;flexible;steady;reliable;firm;enduring;healthy
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Spatial Concepts,below,lower;deep;hidden;understated;secret;subtle;modest;quiet;reserved;inaccessible
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Spatial Concepts,east,eastern;rising;sunlit;exotic;historic;vibrant;warm;gentle;bright;traditional
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Spatial Concepts,front,leading;visible;prominent;open;clear;bold;direct;accessible;attractive;welcoming
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Spatial Concepts,inside,internal;enclosed;hidden;intimate;secret;cozy;warm;private;sheltered;confined
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Spatial Concepts,left,remaining;residual;deserted;untouched;isolated;unused;spare;solitary;abandoned;separate
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Spatial Concepts,north,northern;cold;icy;remote;rugged;wintry;frosty;bleak;vast;chilling
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Spatial Concepts,outside,external;open;fresh;wild;broad;clear;exposed;airy;inviting;vast
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Spatial Concepts,right,correct;proper;suitable;justified;valid;fair;true;accurate;reliable;legitimate
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Spatial Concepts,south,southern;warm;sunny;mild;exotic;breezy;tropical;relaxed;vibrant;inviting
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Spatial Concepts,west,western;rugged;expansive;golden;historic;broad;sunlit;wild;adventurous;promising
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Time Concepts,century,long;historic;significant;remarkable;enduring;influential;memorable;notable;ancient;celebrated
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Time Concepts,day,bright;sunny;busy;eventful;long;pleasant;lively;warm;clear;promising
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Time Concepts,evening,relaxing;calm;cool;gentle;peaceful;quiet;soft;romantic;serene;fading
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Time Concepts,hour,short;long;fleeting;busy;precise;eventful;memorable;valuable;important;continuous
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Time Concepts,minute,tiny;brief;fleeting;exact;precise;small;quick;unnoticeable;detailed;subtle
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Time Concepts,month,short;long;busy;eventful;memorable;changing;typical;bright;varied;consistent
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Time Concepts,morning,fresh;bright;early;lively;crisp;hopeful;peaceful;calm;vibrant;promising
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Time Concepts,night,dark;quiet;peaceful;mysterious;starry;calm;serene;silent;deep;restful
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Time Concepts,season,changing;vibrant;distinct;mild;harsh;refreshing;varied;beautiful;unpredictable;annual
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Time Concepts,second,brief;fleeting;tiny;quick;immediate;short;rapid;transient;passing;minor
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Time Concepts,week,busy;long;eventful;short;challenging;productive;hectic;relaxing;typical;memorable
o3-mini,basic,1.0,JA # Japanese,C1,most frequent,Time Concepts,year,long;remarkable;challenging;successful;memorable;eventful;historic;prosperous;fruitful;significant
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Abstract Concepts,anger,boiling;intense;seething;passionate;uncontrollable;sudden;fierce;bitter;explosive;smoldering
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Abstract Concepts,courage,brave;noble;steadfast;resilient;valiant;determined;heroic;unwavering;bold;fearless
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Abstract Concepts,fear,deep;overwhelming;paralyzing;pervasive;irrational;silent;hidden;primal;crippling;instinctive
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Abstract Concepts,freedom,liberating;absolute;boundless;cherished;independent;pristine;unrestricted;essential;vital;empowering
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Abstract Concepts,happiness,joyful;radiant;blissful;exuberant;cheerful;genuine;contagious;uplifting;serene;fulfilling
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Abstract Concepts,hate,intense;bitter;deep;consuming;virulent;unyielding;harsh;corrosive;relentless;raw
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Abstract Concepts,honesty,genuine;unwavering;sincere;frank;transparent;candid;steadfast;principled;admirable;reliable
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Abstract Concepts,justice,fair;impartial;righteous;balanced;equitable;decisive;steadfast;upstanding;meritorious;lawful
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Abstract Concepts,knowledge,profound;vast;deep;scholarly;nuanced;diverse;practical;advanced;timeless;enriching
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Abstract Concepts,love,profound;unconditional;heartfelt;tender;passionate;enduring;sincere;boundless;gentle;warm
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Abstract Concepts,peace,calm;eternal;harmonious;serene;gentle;quiet;restorative;balanced;soothing;tranquil
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Abstract Concepts,wisdom,profound;ancient;timeless;insightful;deep;enlightening;measured;sagacious;reflective;discerning
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Cultural Artifacts,bell,resonant;silver;delicate;ancient;clear;chime-like;ornamental;polished;ringing;traditional
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Cultural Artifacts,candle,flickering;scented;soft;luminous;warm;delicate;simple;rustic;gentle;glowing
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Cultural Artifacts,carpet,plush;ornate;woven;textured;colorful;delicate;soft;elegant;durable;patterned
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Cultural Artifacts,coin,shiny;rare;ancient;valuable;minted;collectible;silver;metallic;embossed;unique
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Cultural Artifacts,crown,golden;royal;ornate;jeweled;majestic;ancient;resplendent;gleaming;ceremonial;priceless
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Cultural Artifacts,flag,vibrant;national;colorful;symbolic;waving;historic;bold;distinctive;revered;proud
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Cultural Artifacts,mask,mysterious;ornate;painted;eerie;traditional;ancient;theatrical;expressive;intricate;symbolic
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Cultural Artifacts,necklace,elegant;delicate;jeweled;sparkling;ornate;timeless;unique;handcrafted;stylish;refined
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Cultural Artifacts,painting,vivid;colorful;abstract;timeless;expressive;detailed;realistic;bold;imaginative;captivating
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Cultural Artifacts,ring,shiny;elegant;ornate;precious;timeless;delicate;circular;valuable;intricate;polished
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Cultural Artifacts,statue,majestic;ancient;lifelike;imposing;detailed;monumental;graceful;revered;classic;sturdy
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Cultural Artifacts,vase,fragile;elegant;ornate;decorative;classic;slender;polished;timeless;artistic;delicate
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Environmental Phenomena,cloud,fluffy;grey;wispy;drifting;soft;ethereal;billowing;dark;ever-changing;heavenly
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Environmental Phenomena,earthquake,powerful;unexpected;massive;devastating;sudden;violent;relentless;catastrophic;severe;jarring
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Environmental Phenomena,fog,dense;eerie;thick;silent;mysterious;drifting;heavy;cool;murky;enveloping
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Environmental Phenomena,lightning,brilliant;sudden;electrifying;dazzling;fierce;swift;powerful;vivid;transient;striking
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Environmental Phenomena,rain,heavy;gentle;relentless;soothing;drenching;steady;soft;cold;sudden;rhythmic
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;fleeting;radiant;stunning;luminous;arching;magical;rare;brilliant
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Environmental Phenomena,snow,white;soft;cold;powdery;gentle;silent;pristine;sparkling;delicate;fresh
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Environmental Phenomena,storm,violent;raging;fierce;turbulent;chaotic;relentless;dark;sudden;powerful;unpredictable
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Environmental Phenomena,thunder,booming;rolling;deep;rumbling;mighty;resonant;fierce;echoing;sudden;powerful
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Environmental Phenomena,tide,rising;falling;strong;relentless;rhythmic;powerful;high;low;changing;steady
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Environmental Phenomena,volcano,active;erupting;fiery;dangerous;smoldering;massive;ancient;rumbling;volatile;towering
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Environmental Phenomena,wind,gusty;strong;gentle;howling;brisk;cold;soothing;relentless;unpredictable;swirling
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Food Items,apple,crisp;juicy;red;fresh;sweet;ripe;green;fragrant;tart;delicious
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Food Items,banana,ripe;yellow;sweet;fresh;soft;tropical;delicious;curved;appealing;healthy
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Food Items,beef,juicy;tender;savory;flavorful;lean;fresh;hearty;rich;succulent;robust
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Food Items,bread,fresh;soft;crusty;warm;fragrant;hearty;delicious;wholesome;golden;rustic
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Food Items,broccoli,fresh;green;crisp;vibrant;healthy;crunchy;tender;nutritious;raw;flavorful
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Food Items,cheese,creamy;sharp;aged;rich;delicious;soft;mild;tangy;fresh;savory
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Food Items,chicken,tender;juicy;fresh;flavorful;hearty;succulent;roasted;savory;lean;aromatic
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Food Items,egg,fresh;raw;boiled;scrambled;sunny;delicate;versatile;nutritious;simple;edible
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Food Items,fish,fresh;oily;flaky;tender;delicious;raw;wild;sustainable;vibrant;healthy
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Food Items,pasta,cooked;soft;delicious;al dente;hearty;flavorful;warm;traditional;golden;tender
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Food Items,rice,steamed;fluffy;aromatic;tender;white;plain;fresh;sticky;delicious;hearty
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Food Items,soup,warm;hearty;flavorful;rich;comforting;savory;smooth;fresh;nutritious;nourishing
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Human Roles,artist,creative;talented;visionary;expressive;innovative;inspiring;dedicated;skilled;original;thoughtful
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Human Roles,athlete,strong;agile;fit;competitive;resilient;swift;determined;powerful;disciplined;skilled
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Human Roles,chef,talented;creative;skilled;passionate;innovative;precise;dedicated;experienced;resourceful;inventive
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Human Roles,doctor,dedicated;knowledgeable;compassionate;skilled;caring;experienced;professional;reliable;astute;patient
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Human Roles,engineer,innovative;skilled;analytical;resourceful;precise;creative;experienced;reliable;technical;dedicated
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Human Roles,farmer,hardworking;dedicated;resourceful;experienced;humble;resilient;practical;sustainable;skilled;diligent
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Human Roles,lawyer,knowledgeable;articulate;diligent;persuasive;ethical;experienced;dedicated;astute;trustworthy;analytical
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Human Roles,musician,talented;creative;expressive;skilled;passionate;rhythmic;innovative;soulful;versatile;inspiring
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Human Roles,scientist,innovative;analytical;dedicated;curious;methodical;insightful;precise;knowledgeable;experimental;diligent
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Human Roles,soldier,brave;disciplined;resilient;courageous;honorable;dutiful;skilled;steadfast;determined;vigilant
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Human Roles,teacher,dedicated;patient;knowledgeable;inspiring;caring;experienced;innovative;passionate;empathetic;wise
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Human Roles,writer,creative;talented;articulate;imaginative;expressive;insightful;thoughtful;prolific;dedicated;eloquent
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Inanimate Objects,book,interesting;informative;engaging;classic;lengthy;well-written;timeless;captivating;diverse;compelling
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Inanimate Objects,bridge,sturdy;elegant;historic;expansive;arched;well-designed;monumental;impressive;functional;graceful
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Inanimate Objects,drums,rhythmic;loud;resonant;energetic;powerful;dynamic;vibrant;percussive;deep;pulsating
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Inanimate Objects,earth,fertile;vast;ancient;diverse;vibrant;nurturing;resilient;living;abundant;dynamic
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Inanimate Objects,flute,melodic;delicate;airy;enchanting;refined;graceful;soft;elegant;lyrical;expressive
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Inanimate Objects,key,small;metallic;ornate;unique;essential;decorative;old;shiny;simple;intricate
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Inanimate Objects,knife,sharp;sturdy;sleek;durable;refined;practical;balanced;reliable;elegant;precise
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Inanimate Objects,lock,secure;sturdy;robust;intricate;durable;reliable;ancient;modern;ornate;dependable
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Inanimate Objects,moon,luminous;gentle;radiant;serene;mystical;pale;enchanting;celestial;silver;distant
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Inanimate Objects,pen,smooth;reliable;sleek;elegant;classic;simple;refined;sturdy;portable;comfortable
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Inanimate Objects,sun,radiant;brilliant;scorching;golden;life-giving;immense;dazzling;warm;vivid;celestial
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Inanimate Objects,sword,sharp;gleaming;ancient;formidable;legendary;durable;pristine;elegant;powerful;deadly
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Neutral Animals,cat,sleek;agile;curious;playful;graceful;independent;cunning;attentive;stealthy;affectionate
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Neutral Animals,dog,loyal;friendly;playful;affectionate;obedient;energetic;devoted;vigilant;happy;brave
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Neutral Animals,dolphin,intelligent;graceful;playful;agile;social;friendly;swift;curious;acrobatic;sleek
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Neutral Animals,elephant,majestic;enormous;gentle;ancient;wise;mighty;massive;intelligent;colossal;resilient
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Neutral Animals,hamster,small;adorable;furry;lively;tiny;playful;curious;active;gentle;endearing
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Neutral Animals,monkey,curious;agile;mischievous;intelligent;playful;energetic;lively;clever;spirited;quick
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Neutral Animals,mouse,small;timid;nimble;quiet;delicate;swift;agile;curious;elusive;gentle
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Neutral Animals,peacock,vibrant;majestic;colorful;regal;elegant;striking;dazzling;iridescent;splendid;proud
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Neutral Animals,rabbit,soft;swift;timid;gentle;furry;lively;adorable;quick;small;playful
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Neutral Animals,shark,formidable;sleek;dangerous;relentless;powerful;agile;ruthless;swift;intimidating;mysterious
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Neutral Animals,snake,slithering;venomous;stealthy;sleek;mysterious;agile;dangerous;cunning;silent;sinuous
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Neutral Animals,whale,massive;gentle;majestic;enormous;graceful;ancient;powerful;deep;serene;colossal
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Places,city,vibrant;bustling;modern;historic;sprawling;lively;dynamic;crowded;diverse;urban
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Places,desert,vast;arid;barren;scorching;endless;harsh;sunlit;desolate;dry;remote
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Places,forest,lush;green;dense;vibrant;ancient;magical;serene;wild;mysterious;towering
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Places,island,remote;tropical;serene;small;lush;isolated;picturesque;quiet;charming;idyllic
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Places,lake,tranquil;serene;clear;still;expansive;reflective;deep;quiet;refreshing;pristine
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Places,mountain,majestic;towering;rugged;steep;ancient;snowy;imposing;vast;serene;formidable
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Places,ocean,vast;deep;turbulent;endless;salty;majestic;boundless;mysterious;powerful;rhythmic
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Places,plain,vast;open;flat;expansive;quiet;grassy;serene;rolling;endless;simple
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Places,plateau,elevated;flat;arid;expansive;rugged;vast;remote;ancient;windswept;silent
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Places,river,flowing;winding;deep;swift;clear;serene;endless;gentle;powerful;meandering
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Places,valley,lush;green;scenic;deep;narrow;fertile;secluded;tranquil;winding;quiet
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Places,village,quaint;charming;small;rustic;peaceful;friendly;traditional;cozy;scenic;historic
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Plants,cactus,spiky;resilient;prickly;green;rugged;arid;unique;hardy;dry;sunbaked
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Plants,eggplant,purple;shiny;elongated;fresh;firm;glossy;vibrant;smooth;ripe;tender
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Plants,flower,beautiful;fragrant;delicate;colorful;vibrant;fresh;blooming;graceful;charming;lovely
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Plants,grass,green;soft;lush;fresh;tall;vibrant;natural;dense;fine;delicate
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Plants,lettuce,fresh;crisp;green;leafy;tender;vibrant;healthy;cool;crunchy;organic
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Plants,mushroom,earthy;fresh;spongy;wild;tender;aromatic;delicate;flavorful;unique;edible
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Plants,onion,pungent;fresh;crisp;layered;strong;tangy;vibrant;juicy;raw;aromatic
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Plants,pepper,spicy;fresh;vibrant;hot;colorful;pungent;zesty;crisp;aromatic;sharp
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Plants,potato,starchy;earthy;fluffy;hearty;fresh;robust;versatile;golden;tender;rustic
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Plants,rose,fragrant;beautiful;delicate;vibrant;romantic;soft;red;elegant;timeless;classic
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Plants,tomato,ripe;juicy;red;fresh;vibrant;tangy;succulent;plump;aromatic;delicious
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Plants,tree,tall;ancient;sturdy;leafy;graceful;evergreen;mighty;sprawling;resilient;green
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Social Relationships,ally,loyal;steadfast;supportive;trusted;reliable;dependable;committed;true;enduring;sincere
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Social Relationships,brother,loving;supportive;caring;close;reliable;kind;protective;warm;trusting;respectful
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Social Relationships,enemy,hostile;bitter;relentless;formidable;dangerous;fierce;adversarial;ruthless;opposing;vehement
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Social Relationships,father,caring;supportive;wise;loving;strong;protective;reliable;gentle;devoted;steadfast
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Social Relationships,follower,loyal;devoted;eager;compliant;respectful;attentive;supportive;steadfast;trusting;sincere
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Social Relationships,friend,loyal;kind;caring;supportive;genuine;trustworthy;cheerful;reliable;honest;warm
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Social Relationships,leader,inspirational;decisive;strong;visionary;determined;confident;respectful;strategic;influential;charismatic
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Social Relationships,mother,loving;caring;supportive;nurturing;kind;selfless;gentle;strong;devoted;warm
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Social Relationships,partner,caring;supportive;reliable;loving;committed;trustworthy;kind;close;understanding;dedicated
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Social Relationships,rival,formidable;competitive;strong;persistent;determined;fierce;relentless;challenging;cunning;evasive
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Social Relationships,sister,loving;caring;supportive;kind;close;dependable;warm;trustworthy;gentle;affectionate
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Social Relationships,stranger,unknown;mysterious;unfamiliar;distant;curious;incidental;intriguing;unapproachable;vague;enigmatic
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Spatial Concepts,above,high;elevated;superior;lofty;distant;prominent;upper;soaring;overarching;celestial
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Spatial Concepts,back,strong;supportive;sturdy;broad;flexible;resilient;reliable;dependable;muscular;enduring
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Spatial Concepts,below,hidden;deep;low;secret;distant;mysterious;underlying;subdued;quiet;dark
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Spatial Concepts,east,oriental;rising;sunlit;vibrant;historic;mysterious;ancient;distant;cultural;warm
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Spatial Concepts,front,prominent;visible;leading;primary;open;inviting;bold;protective;modern;clear
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Spatial Concepts,inside,cozy;hidden;secure;intimate;private;confined;warm;sheltered;comfortable;secret
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Spatial Concepts,left,remaining;residual;alternative;lesser;final;subtle;marginal;secondary;unexpected;overlooked
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Spatial Concepts,north,cool;crisp;frigid;distant;icy;mysterious;remote;vast;brisk;clear
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Spatial Concepts,outside,open;vast;exposed;bright;wild;fresh;natural;expansive;unpredictable;scenic
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Spatial Concepts,right,correct;proper;just;accurate;suitable;ideal;exact;precise;valid;legitimate
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Spatial Concepts,south,warm;sunny;mild;vibrant;inviting;gentle;comfortable;welcoming;pleasant;breezy
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Spatial Concepts,west,sunny;vibrant;rugged;vast;timeless;adventurous;open;dynamic;bold;historic
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Time Concepts,century,long;historic;notable;significant;memorable;transformative;momentous;enduring;marked;influential
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Time Concepts,day,bright;sunny;lively;warm;vibrant;clear;active;radiant;pleasant;cheerful
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Time Concepts,evening,tranquil;quiet;cool;peaceful;gentle;calm;soft;fading;romantic;dusky
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Time Concepts,hour,brief;fleeting;precious;transient;measured;precise;active;remarkable;passing;limited
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Time Concepts,minute,tiny;brief;precise;fleeting;exact;subtle;small;minuscule;detailed;momentary
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Time Concepts,month,short;long;busy;eventful;changing;typical;vibrant;calm;familiar;notable
o3-mini,basic,1.0,JA # Japanese,C2,most frequent,Time Concepts,morning,fresh;bright;early;peaceful;crisp;calm;cheerful;dewy;lively;hopeful
