Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B1,most frequent,Abstract Concepts,anger,big;hot;bad;strong;much;real;new;long;quick;black
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Plants,cactus,green;prickly;tall;short;desert;spiny;flowering;small;big;drought-resistant
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Plants,eggplant,purple;long;round;big;small;fresh;cooked;fried;grilled;baked
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Plants,flower,beautiful;colorful;fragrant;small;big;wild;garden;fresh;blooming;delicate
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Plants,grass,green;long;short;dry;wet;fresh;cut;thick;thin;lush
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Plants,lettuce,green;fresh;crisp;leafy;small;big;romaine;iceberg;butter;organic
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Plants,mushroom,small;big;white;brown;wild;edible;poisonous;fresh;dried;cultivated
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Plants,onion,white;yellow;red;small;big;fresh;cooked;raw;strong;sweet
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Plants,pepper,red;green;black;hot;sweet;small;big;fresh;dried;ground
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Plants,potato,white;red;russet;small;big;fresh;cooked;fried;baked;mashed
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Plants,rose,red;pink;white;yellow;beautiful;fragrant;thorny;blooming;small;big
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Plants,tomato,red;green;ripe;fresh;small;big;juicy;sweet;cooked;raw
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Plants,tree,tall;big;green;old;young;strong;leafy;deciduous;evergreen;oak
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Social Relationships,ally,strong;close;reliable;loyal;important;political;military;new;old;unexpected
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Social Relationships,brother,older;younger;big;little;half;step;close;loving;annoying;protective
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Social Relationships,enemy,bitter;fierce;dangerous;powerful;old;new;sworn;political;personal;unexpected
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Social Relationships,father,old;young;loving;strict;good;bad;biological;step;adoptive;single
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Social Relationships,follower,loyal;devoted;blind;enthusiastic;new;old;many;few;active;passive
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Social Relationships,friend,good;best;close;old;new;true;loyal;supportive;childhood;online
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Social Relationships,leader,strong;good;bad;effective;charismatic;political;military;new;old;popular
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Social Relationships,mother,old;young;loving;strict;good;bad;biological;step;adoptive;single
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Social Relationships,partner,business;life;dance;legal;equal;trusted;reliable;new;old;potential
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Social Relationships,rival,fierce;bitter;strong;main;old;new;sporting;business;political;unexpected
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Social Relationships,sister,older;younger;big;little;half;step;close;loving;annoying;protective
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Social Relationships,stranger,unknown;strange;suspicious;friendly;helpful;dangerous;nearby;foreign;familiar;tall
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Spatial Concepts,above,high;far;clear;directly;immediately;just;well;slightly;generally;always
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Spatial Concepts,back,good;bad;strong;weak;lower;upper;stiff;sore;aching;comfortable
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Spatial Concepts,below,low;far;directly;immediately;just;slightly;always;sea;ground;freezing
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Spatial Concepts,east,far;middle;near;wild;central;south;north;west;strong;dry
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Spatial Concepts,front,good;bad;main;first;near;far;central;clear;new;strong
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Spatial Concepts,inside,dark;warm;cool;private;safe;big;small;quiet;messy;clean
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Spatial Concepts,left,far;near;main;right;hard;soft;good;back;front;political
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Spatial Concepts,north,far;strong;wild;central;south;east;west;near;cold;wet
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Spatial Concepts,outside,cold;warm;dark;bright;busy;quiet;safe;dangerous;wet;dry
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Spatial Concepts,right,good;near;far;correct;main;political;back;front;left;wrong
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Spatial Concepts,south,far;near;strong;central;north;east;west;wild;dry;wet
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Spatial Concepts,west,far;wild;strong;near;east;south;north;central;dry;wet
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Time Concepts,century,21st;20th;19th;past;present;future;long;short;new;old
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Time Concepts,day,good;bad;long;short;sunny;rainy;busy;free;working;holiday
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Time Concepts,evening,good;nice;pleasant;quiet;long;short;warm;cool;dark;busy
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Time Concepts,hour,long;short;early;late;golden;working;free;peak;quiet;busy
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Time Concepts,minute,long;short;few;many;spare;crucial;final;last;exact;fleeting
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Time Concepts,month,long;short;first;last;next;previous;summer;winter;spring;autumn
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Time Concepts,morning,good;early;late;beautiful;quiet;busy;cold;warm;sunny;foggy
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Time Concepts,night,good;bad;long;short;dark;quiet;busy;cold;warm;clear
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Time Concepts,season,summer;winter;spring;autumn;rainy;dry;long;short;peak;off
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Time Concepts,second,long;short;few;many;spare;crucial;final;last;exact;fleeting
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Time Concepts,week,long;short;next;last;busy;free;working;school;holiday;full
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Time Concepts,year,good;bad;new;old;last;next;leap;financial;academic;calendar
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Abstract Concepts,anger,intense;sudden;blind;deep;suppressed;cold;hot;righteous;simmering;controlled
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Abstract Concepts,courage,great;unwavering;quiet;moral;fierce;reckless;amazing;unexpected;inherent;true
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Abstract Concepts,fear,deep;crippling;irrational;intense;overwhelming;real;constant;primal;unfounded;lurking
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Abstract Concepts,freedom,political;personal;economic;true;limited;hard-won;basic;fundamental;ultimate;restricted
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Abstract Concepts,happiness,pure;simple;fleeting;genuine;contagious;profound;immense;conditional;inner;relative
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Abstract Concepts,hate,bitter;intense;blind;irrational;deep-seated;seething;corrosive;simmering;consuming;mutual
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Abstract Concepts,honesty,brutal;complete;refreshing;admirable;questionable;absolute;unwavering;essential;simple;perceived
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Abstract Concepts,justice,social;criminal;restorative;equal;fair;blind;rough;swift;delayed;ultimate
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Abstract Concepts,knowledge,extensive;in-depth;practical;theoretical;specialized;common;tacit;empirical;useful;accurate
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Abstract Concepts,love,unconditional;true;passionate;romantic;familial;platonic;selfless;enduring;requited;unrequited
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Abstract Concepts,peace,lasting;fragile;uneasy;international;inner;relative;hard-won;temporary;superficial;sustainable
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Abstract Concepts,wisdom,acquired;innate;practical;ancient;spiritual;profound;conventional;worldly;timeless;collective
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Cultural Artifacts,bell,loud;clear;resonant;church;school;dinner;warning;silver;brass;small
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Cultural Artifacts,candle,wax;scented;burning;flickering;tall;short;white;colorful;birthday;decorative
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Cultural Artifacts,carpet,wool;Persian;Oriental;thick;plush;worn;colorful;patterned;red;expensive
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Cultural Artifacts,coin,gold;silver;rare;ancient;collectible;lucky;counterfeit;worn;shiny;foreign
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Cultural Artifacts,crown,gold;royal;jeweled;ceremonial;heavy;silver;ancient;symbolic;ornate;bejeweled
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Cultural Artifacts,flag,national;waving;colorful;tattered;historical;revolutionary;white;red;symbolic;large
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Cultural Artifacts,mask,protective;theatrical;surgical;masquerade;painted;scary;decorative;Venetian;tribal;elaborate
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Cultural Artifacts,necklace,gold;silver;pearl;diamond;delicate;long;short;beaded;statement;precious
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Cultural Artifacts,painting,oil;watercolor;abstract;landscape;portrait;famous;beautiful;realistic;impressionistic;modern
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Cultural Artifacts,ring,gold;silver;diamond;wedding;engagement;precious;ornate;simple;antique;costume
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Cultural Artifacts,statue,bronze;marble;stone;monumental;commemorative;ancient;classical;imposing;lifelike;religious
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Cultural Artifacts,vase,ceramic;glass;porcelain;decorative;antique;tall;short;colorful;fragile;empty
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Environmental Phenomena,cloud,dark;grey;white;fluffy;rain;storm;passing;ominous;towering;scattered
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Environmental Phenomena,earthquake,powerful;devastating;major;minor;unexpected;recent;historic;predicted;shallow;deep
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Environmental Phenomena,fog,thick;dense;heavy;pea-soup;morning;lifting;coastal;mysterious;swirling;patchy
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Environmental Phenomena,lightning,bright;forked;sudden;dangerous;distant;silent;sheet;close;powerful;frequent
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Environmental Phenomena,rain,heavy;light;gentle;constant;torrential;acid;warm;cold;unexpected;refreshing
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Environmental Phenomena,rainbow,colorful;bright;double;faint;perfect;complete;broken;fleeting;vivid;sky
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Environmental Phenomena,snow,heavy;light;falling;fresh;deep;powdery;wet;soft;melting;drifting
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Environmental Phenomena,storm,severe;violent;electrical;winter;summer;approaching;brewing;raging;tropical;unexpected
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Environmental Phenomena,thunder,loud;distant;rolling;crashing;booming;ominous;echoing;deafening;deep;sudden
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Environmental Phenomena,tide,high;low;rising;falling;spring;neap;strong;weak;incoming;outgoing
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Environmental Phenomena,volcano,active;dormant;extinct;erupting;massive;volcanic;dangerous;scenic;distant;smoking
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Environmental Phenomena,wind,strong;gusty;gentle;prevailing;cold;warm;offshore;onshore;howling;light
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Food Items,apple,red;green;crisp;juicy;sweet;sour;ripe;delicious;organic;fresh
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Food Items,banana,yellow;ripe;sweet;soft;green;unripe;Cavendish;organic;delicious;bruised
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Food Items,beef,tender;lean;ground;prime;aged;grass-fed;organic;cooked;raw;marbled
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Food Items,bread,white;wheat;rye;sourdough;fresh;stale;toasted;crusty;soft;whole-grain
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Food Items,broccoli,fresh;green;steamed;raw;cooked;frozen;organic;healthy;florets;chopped
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Food Items,cheese,cheddar;Swiss;mozzarella;hard;soft;aged;sharp;creamy;blue;grated
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Food Items,chicken,roasted;fried;grilled;cooked;raw;organic;free-range;boneless;skinless;tender
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Food Items,egg,fried;scrambled;hard-boiled;soft-boiled;raw;organic;fresh;cracked;deviled;whole
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Food Items,fish,fresh;saltwater;freshwater;grilled;fried;raw;cooked;bony;flaky;smoked
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Food Items,pasta,spaghetti;penne;fettuccine;cooked;dry;fresh;al dente;Italian;long;short
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Food Items,rice,white;brown;basmati;jasmine;cooked;sticky;long-grain;short-grain;fried;plain
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Food Items,soup,hot;cold;creamy;vegetable;chicken;tomato;hearty;thick;thin;homemade
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Human Roles,artist,talented;struggling;famous;unknown;modern;contemporary;abstract;starving;local;renowned
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Human Roles,athlete,professional;amateur;competitive;Olympic;skilled;dedicated;injured;seasoned;young;aging
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Human Roles,chef,famous;skilled;executive;head;sous;talented;experienced;Michelin-starred;pastry;innovative
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Human Roles,doctor,general;specialist;experienced;caring;young;skilled;family;resident;attending;qualified
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Human Roles,engineer,civil;electrical;mechanical;structural;software;experienced;qualified;innovative;design;senior
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Human Roles,farmer,local;organic;small;large;family;independent;hard-working;experienced;sustainable;young
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Human Roles,lawyer,corporate;criminal;experienced;skilled;successful;defense;prosecuting;young;senior;reputable
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Human Roles,musician,talented;professional;amateur;famous;unknown;local;skilled;experienced;touring;session
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Human Roles,scientist,leading;research;experienced;young;brilliant;dedicated;field;lab;respected;independent
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Human Roles,soldier,brave;young;experienced;veteran;active;wounded;fallen;loyal;decorated;disciplined
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Human Roles,teacher,experienced;dedicated;caring;passionate;effective;inspiring;qualified;elementary;high school;substitute
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Human Roles,writer,famous;published;aspiring;talented;struggling;freelance;ghost;successful;established;prolific
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Inanimate Objects,book,interesting;long;short;hardback;paperback;popular;famous;old;new;used
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Inanimate Objects,bridge,long;suspension;stone;wooden;narrow;wide;historic;famous;covered;cable-stayed
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Inanimate Objects,drums,loud;acoustic;electric;snare;bass;tom;professional;beginner;electronic;vintage
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Inanimate Objects,earth,round;flat;spinning;fertile;barren;dry;wet;rocky;frozen;green
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Inanimate Objects,flute,silver;wooden;bamboo;high-pitched;sweet;simple;concert;piccolo;recorder;transverse
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Inanimate Objects,key,metal;spare;house;car;important;master;skeleton;rusty;shiny;new
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Inanimate Objects,knife,sharp;dull;kitchen;hunting;pocket;butter;steak;serrated;paring;carving
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Inanimate Objects,lock,strong;weak;secure;combination;key;broken;rusty;new;padlock;digital
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Inanimate Objects,moon,full;new;crescent;bright;dark;distant;rising;setting;waning;waxing
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Inanimate Objects,pen,ballpoint;fountain;blue;black;red;expensive;cheap;disposable;erasable;fine-point
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Inanimate Objects,sun,bright;hot;shining;setting;rising;distant;warming;strong;weak;midday
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Inanimate Objects,sword,sharp;long;steel;ancient;ceremonial;dull;rusty;double-edged;broad;short
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Neutral Animals,cat,black;white;small;fluffy;stray;domestic;wild;ginger;playful;lazy
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Neutral Animals,dog,big;small;friendly;loyal;stray;domestic;wild;playful;trained;obedient
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Neutral Animals,dolphin,intelligent;playful;friendly;wild;trained;grey;bottlenose;common;acrobatic;marine
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Neutral Animals,elephant,large;grey;African;Asian;wild;trained;old;young;strong;gentle
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Neutral Animals,hamster,small;cute;furry;golden;Syrian;dwarf;playful;caged;pet;brown
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Neutral Animals,monkey,small;playful;mischievous;intelligent;wild;brown;grey;trained;noisy;agile
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Neutral Animals,mouse,small;grey;wild;house;pet;squeaky;timid;brown;white;lab
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Neutral Animals,peacock,colorful;beautiful;proud;male;displaying;iridescent;stunning;Indian;green;exotic
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Neutral Animals,rabbit,small;fluffy;white;brown;wild;domestic;pet;cute;long-eared;hopping
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Neutral Animals,shark,large;dangerous;predatory;great white;hammerhead;tiger;swimming;hunting;marine;grey
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Neutral Animals,snake,long;venomous;poisonous;green;brown;black;garden;wild;pet;slithering
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Neutral Animals,whale,large;blue;humpback;grey;killer;baleen;singing;migrating;marine;endangered
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Places,city,large;busy;modern;ancient;historic;coastal;industrial;capital;beautiful;sprawling
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Places,desert,hot;dry;arid;sandy;barren;vast;remote;rocky;lifeless;desolate
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Places,forest,dense;green;lush;ancient;dark;thick;tall;sprawling;tropical;temperate
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Places,island,tropical;remote;small;large;deserted;volcanic;inhabited;beautiful;rocky;green
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Places,lake,large;deep;clear;freshwater;saltwater;scenic;peaceful;frozen;shallow;shimmering
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Places,mountain,tall;high;snow-capped;rocky;steep;rugged;scenic;dormant;active;volcanic
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Places,ocean,vast;deep;blue;salty;cold;warm;turbulent;calm;pacific;atlantic
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Places,plain,flat;grassy;open;vast;fertile;treeless;rolling;expansive;windy;agricultural
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Places,plateau,high;flat;elevated;arid;rocky;expansive;windswept;isolated;mesa;barren
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Places,river,long;wide;deep;flowing;winding;muddy;clear;fast;slow;navigable
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Places,valley,green;fertile;narrow;wide;deep;scenic;agricultural;hidden;wooded;rolling
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Places,village,small;quiet;rural;traditional;quaint;remote;peaceful;picturesque;friendly;historic
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Plants,cactus,prickly;thorny;desert;green;tall;short;flowering;saguaro;barrel;prickly pear
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Plants,eggplant,purple;large;small;ripe;cooked;raw;grilled;fried;stuffed;sliced
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Plants,flower,colorful;fragrant;beautiful;blooming;wild;garden;delicate;fresh;dried;artificial
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Plants,grass,green;short;tall;lush;dry;overgrown;mowed;artificial;thick;sparse
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Plants,lettuce,green;crisp;fresh;leafy;romaine;iceberg;butter;red;shredded;chopped
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Plants,mushroom,edible;poisonous;wild;cultivated;fresh;dried;sautéed;grilled;raw;button
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Plants,onion,white;yellow;red;raw;cooked;sliced;chopped;sautéed;caramelized;pungent
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Plants,pepper,black;white;red;green;hot;sweet;spicy;bell;chili;crushed
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Plants,potato,white;red;baked;fried;mashed;boiled;sweet;roasted;russet;new
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Plants,rose,red;pink;white;fragrant;thorny;beautiful;blooming;hybrid;tea;climbing
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Plants,tomato,red;ripe;green;juicy;fresh;canned;sliced;diced;cherry;plum
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Plants,tree,tall;green;old;young;deciduous;evergreen;flowering;shady;strong;weak
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Social Relationships,ally,strong;loyal;reliable;trusted;valuable;political;military;strategic;longtime;important
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Social Relationships,brother,older;younger;little;big;close;estranged;step;half;adoptive;blood
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Social Relationships,enemy,bitter;sworn;formidable;dangerous;powerful;personal;political;common;mortal;relentless
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Social Relationships,father,loving;strict;biological;adoptive;step;absent;supportive;old;young;single
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Social Relationships,follower,loyal;devoted;enthusiastic;blind;active;passive;faithful;ardent;influential;online
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Social Relationships,friend,close;best;old;new;loyal;true;childhood;casual;longtime;online
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Social Relationships,leader,strong;charismatic;effective;influential;political;military;natural;born;elected;respected
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Social Relationships,mother,loving;caring;biological;adoptive;step;single;working;stay-at-home;young;old
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Social Relationships,partner,business;romantic;legal;equal;senior;junior;working;life;trusted;potential
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Social Relationships,rival,fierce;bitter;main;primary;sporting;political;business;longtime;worthy;academic
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Social Relationships,sister,older;younger;little;big;close;estranged;half;step;adoptive;blood
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Social Relationships,stranger,unknown;friendly;strange;suspicious;helpful;curious;passing;total;complete;potential
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Spatial Concepts,above,mentioned;stated;listed;clear;high;direct;hovering;unseen;unattainable;immediate
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Spatial Concepts,back,sore;strong;lower;upper;aching;straight;curved;injured;broad;exposed
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Spatial Concepts,below,listed;mentioned;stated;freezing;average;knee;sea-level;waist;ground;acceptable
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Spatial Concepts,east,far;middle;near;wild;eastern;southeast;northeast;holy;orient;extreme
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Spatial Concepts,front,main;open;store;battle;war;leading;forward;stage;sea;cutting
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Spatial Concepts,inside,deep;warm;hidden;internal;safe;far;prison;secret;secure;comfortable
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C2,most frequent,Spatial Concepts,left,political;remaining;abandoned;far;turning;only;hand;over;behind;absolute
