Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Abstract Concepts,anger,intense;sudden;deep;boiling;blind;righteous;suppressed;explosive;simmering;uncontrolled
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,artist,talented;creative;visionary;struggling;famous;dedicated;innovative;eccentric;skilled;emerging
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,athlete,professional;dedicated;fit;competitive;Olympic;injured;skilled;young;elite;determined
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,chef,skilled;renowned;innovative;professional;passionate;celebrity;amateur;talented;busy;creative
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,doctor,skilled;dedicated;experienced;compassionate;busy;specialist;young;renowned;caring;emergency
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;creative;experienced;junior;senior;practical;visionary
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,farmer,hardworking;local;organic;experienced;rural;dedicated;small-scale;modern;traditional;resilient
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,lawyer,sharp;experienced;corporate;defense;ambitious;ethical;junior;senior;trial;dedicated
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,musician,talented;classical;rock;aspiring;famous;versatile;indie;skilled;touring;passionate
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,scientist,brilliant;dedicated;innovative;environmental;medical;theoretical;experimental;young;renowned;curious
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,soldier,brave;trained;veteran;elite;disciplined;young;wounded;loyal;combat-ready;heroic
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,teacher,dedicated;experienced;inspiring;patient;elementary;strict;passionate;innovative;retired;effective
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Human Roles,writer,prolific;aspiring;famous;creative;mystery;freelance;talented;established;struggling;imaginative
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,book,old;new;hardcover;bestselling;fictional;educational;thick;illustrated;rare;engaging
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,bridge,old;wooden;steel;suspension;ancient;modern;arched;collapsed;iconic;sturdy
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,drums,loud;rhythmic;wooden;electronic;tribal;professional;small;acoustic;shiny;vintage
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,earth,fertile;dry;vast;blue;spinning;ancient;living;rocky;green;molten
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,flute,wooden;silver;melodic;ancient;modern;handheld;polished;sweet-sounding;professional;decorative
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,key,small;metal;rusty;spare;golden;electronic;skeleton;locked;modern;antique
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,knife,sharp;kitchen;pocket;rusty;ceremonial;dull;folding;hunting;stainless;ancient
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,lock,rusty;electronic;sturdy;old;combination;modern;broken;padlock;keyed;secure
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,moon,full;crescent;bright;waning;glowing;distant;silvery;new;harvest;blood
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,pen,black;fountain;ballpoint;cheap;elegant;leaking;colorful;disposable;vintage;fine-tipped
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,sun,bright;setting;rising;scorching;warm;midday;golden;summer;distant;blazing
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Inanimate Objects,sword,sharp;ancient;ceremonial;medieval;gleaming;heavy;enchanted;decorative;battle-worn;lightweight
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,cat,fluffy;playful;stray;black;lazy;curious;domestic;wild;sleek;affectionate
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,dog,loyal;playful;stray;big;small;trained;energetic;friendly;barking;protective
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,dolphin,intelligent;playful;graceful;wild;bottlenose;leaping;marine;social;endangered;swift
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,elephant,massive;gray;wild;gentle;endangered;trumpeting;African;Asian;intelligent;majestic
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,hamster,small;furry;playful;caged;nocturnal;cute;pet;active;brown;quick
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,monkey,playful;agile;wild;mischievous;swinging;intelligent;tropical;curious;furry;noisy
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,mouse,small;gray;timid;wild;computer;squeaky;pet;quick;furry;nocturnal
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,peacock,colorful;majestic;proud;wild;feathered;exotic;strutting;beautiful;noisy;royal
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,rabbit,fluffy;quick;wild;pet;white;hopping;furry;timid;Easter;burrowing
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,shark,fierce;great;predatory;oceanic;fast;endangered;gray;massive;aggressive;sleek
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,snake,venomous;slithering;long;coiled;wild;colorful;constrictor;dangerous;pet;elusive
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,whale,massive;blue;migrating;endangered;singing;graceful;deep-sea;intelligent;playful;ancient
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,city,bustling;modern;ancient;crowded;coastal;industrial;historic;sprawling;vibrant;polluted
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,desert,arid;vast;sandy;hot;barren;remote;windswept;golden;harsh;expansive
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,forest,dense;ancient;tropical;green;misty;dark;enchanted;vast;deciduous;peaceful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,island,tropical;remote;volcanic;sandy;deserted;lush;small;inhabited;rocky;paradise
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,lake,serene;deep;frozen;crystal-clear;vast;mountain;polluted;scenic;freshwater;tranquil
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,mountain,towering;rugged;snowy;majestic;volcanic;ancient;steep;remote;forested;challenging
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,ocean,vast;deep;stormy;blue;calm;endless;salty;turbulent;mysterious;expansive
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,plain,vast;flat;grassy;fertile;windswept;dry;endless;rolling;open;barren
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,plateau,high;flat;rocky;elevated;vast;arid;scenic;ancient;windswept;isolated
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,river,winding;mighty;shallow;polluted;crystal-clear;fast-flowing;ancient;muddy;scenic;broad
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,valley,lush;deep;narrow;fertile;hidden;scenic;mountainous;green;remote;peaceful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,village,quaint;rural;small;coastal;ancient;peaceful;isolated;bustling;traditional;charming
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Plants,cactus,spiky;desert;tall;flowering;green;hardy;prickly;exotic;drought-resistant;small
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Plants,eggplant,purple;fresh;glossy;ripe;organic;grilled;large;bitter;roasted;firm
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Plants,flower,beautiful;blooming;wild;fragrant;colorful;wilted;exotic;delicate;perennial;red
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Plants,grass,green;lush;tall;dry;mowed;wild;soft;overgrown;fresh;dew-covered
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Plants,lettuce,crisp;fresh;green;organic;leafy;wilted;salad;raw;hydroponic;tender
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Plants,mushroom,wild;edible;poisonous;fresh;button;dried;flavorful;large;forest;cultivated
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Plants,onion,fresh;red;white;pungent;sliced;organic;sweet;raw;caramelized;large
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Plants,pepper,spicy;red;green;fresh;bell;ground;hot;sweet;dried;colorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Plants,potato,fresh;baked;mashed;organic;small;large;fried;starchy;peeled;golden
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Plants,rose,red;blooming;thorny;fragrant;wild;beautiful;white;hybrid;delicate;garden
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Plants,tomato,ripe;red;juicy;fresh;organic;cherry;sliced;vine-ripened;tangy;plump
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Plants,tree,tall;ancient;leafy;fruit-bearing;evergreen;shady;bare;twisted;majestic;flowering
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Social Relationships,ally,reliable;strategic;faithful;strong;temporary;powerful;trusted;international;loyal;supportive
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Social Relationships,brother,older;younger;protective;loving;estranged;twin;supportive;mischievous;caring;distant
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Social Relationships,enemy,sworn;bitter;formidable;ancient;hidden;ruthless;foreign;powerful;declared;vengeful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Social Relationships,father,loving;strict;absent;proud;hardworking;biological;adoptive;wise;distant;supportive
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Social Relationships,follower,loyal;devoted;blind;enthusiastic;cult;social;faithful;misguided;dedicated;mass
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Social Relationships,friend,close;lifelong;trustworthy;casual;supportive;online;loyal;fun-loving;distant;reliable
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Social Relationships,leader,charismatic;strong;visionary;ineffective;democratic;authoritarian;inspirational;elected;natural;competent
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Social Relationships,mother,loving;nurturing;overprotective;single;biological;adoptive;caring;busy;supportive;stern
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Social Relationships,partner,business;romantic;reliable;equal;supportive;professional;life;trusted;creative;committed
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Social Relationships,rival,fierce;corporate;athletic;longstanding;bitter;competitive;worthy;emerging;direct;challenging
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Social Relationships,sister,younger;older;protective;loving;estranged;twin;supportive;mischievous;caring;distant
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Social Relationships,stranger,mysterious;helpful;dangerous;unknown;friendly;passing;suspicious;foreign;intriguing;anonymous
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Spatial Concepts,above,high;overhead;superior;elevated;uppermost;celestial;dominant;floating;airy;transcendent
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Spatial Concepts,back,rear;hidden;supportive;aching;straight;muscular;distant;covered;strong;arched
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Spatial Concepts,below,lower;underground;submerged;inferior;hidden;deep;sunken;beneath;sublevel;downward
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Spatial Concepts,east,rising;distant;coastal;eastern;sunny;far;ancient;windswept;mysterious;expansive
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Spatial Concepts,front,forward;main;leading;visible;bold;defensive;prominent;straight;open;welcoming
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Spatial Concepts,inside,hidden;cozy;internal;secret;warm;enclosed;private;deep;protected;intimate
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Spatial Concepts,left,abandoned;forgotten;western;unused;stray;isolated;overlooked;vacant;shadowy;neglected
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Spatial Concepts,north,frozen;polar;distant;windy;northern;rugged;cold;vast;mysterious;remote
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Spatial Concepts,outside,external;chilly;visible;open;exposed;fresh;distant;surrounding;wild;unprotected
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Spatial Concepts,right,correct;eastern;proper;accurate;straight;lawful;dominant;precise;justified;rightful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Spatial Concepts,south,warm;tropical;southern;humid;distant;sunny;vast;coastal;exotic;balmy
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Spatial Concepts,west,wild;frontier;distant;western;stormy;rugged;expansive;coastal;mysterious;golden
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Time Concepts,century,past;modern;golden;dark;Victorian;upcoming;revolutionary;ancient;prosperous;turbulent
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Time Concepts,day,sunny;long;busy;short;rainy;ordinary;festive;lazy;productive;memorable
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Time Concepts,evening,quiet;romantic;cool;festive;long;twilight;relaxing;starry;peaceful;golden
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Time Concepts,hour,late;early;golden;final;busy;quiet;fleeting;productive;midnight;dawn
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Time Concepts,minute,brief;final;tense;quiet;crucial;fleeting;exact;waiting;precise;anxious
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Time Concepts,month,busy;festive;quiet;long;short;rainy;sunny;productive;memorable;transitional
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Time Concepts,morning,fresh;early;foggy;bright;crisp;lazy;hectic;sunny;chilly;productive
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Time Concepts,night,dark;starry;long;quiet;stormy;festive;sleepless;mysterious;cold;peaceful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Time Concepts,season,busy;festive;quiet;warm;cold;transitional;rainy;sunny;productive;memorable
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Time Concepts,second,final;brief;crucial;tense;quiet;fleeting;exact;waiting;precise;anxious
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Time Concepts,week,busy;short;long;productive;relaxing;eventful;quiet;upcoming;memorable;ordinary
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Time Concepts,year,new;old;prosperous;challenging;memorable;transitional;busy;quiet;productive;festive
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Abstract Concepts,anger,intense;sudden;deep;boiling;raw;suppressed;righteous;blind;explosive;simmering
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Abstract Concepts,courage,brave;unwavering;heroic;bold;fearless;moral;quiet;sudden;innate;displayed
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Abstract Concepts,fear,intense;overwhelming;deep;sudden;irrational;primal;creeping;paralyzing;hidden;constant
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Abstract Concepts,freedom,absolute;true;personal;hard-won;unlimited;basic;newfound;restricted;total;cherished
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Abstract Concepts,happiness,pure;lasting;simple;genuine;fleeting;overwhelming;quiet;shared;inner;radiant
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Abstract Concepts,hate,intense;deep-seated;bitter;irrational;burning;blind;festering;mutual;unspoken;destructive
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Abstract Concepts,honesty,brutal;complete;refreshing;straightforward;unwavering;rare;painful;absolute;heartfelt;transparent
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Abstract Concepts,justice,swift;blind;social;poetic;divine;equal;restorative;harsh;fair;delayed
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Abstract Concepts,knowledge,vast;practical;ancient;hidden;specialized;profound;basic;shared;forbidden;essential
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Abstract Concepts,love,unconditional;passionate;enduring;forbidden;pure;romantic;selfless;fleeting;deep;platonic
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Abstract Concepts,peace,inner;lasting;fragile;global;quiet;temporary;profound;negotiated;spiritual;absolute
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;innate;hard-earned;intuitive;shared;deep;worldly
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Cultural Artifacts,bell,ringing;loud;clear;antique;golden;church;alarm;silver;handheld;electronic
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Cultural Artifacts,candle,flickering;scented;tall;waxen;decorative;emergency;colored;aromatic;slender;melted
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Cultural Artifacts,carpet,plush;woven;colorful;antique;soft;patterned;oriental;thick;rolled;stained
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Cultural Artifacts,coin,shiny;ancient;rare;gold;silver;counterfeit;minted;foreign;worn;valuable
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Cultural Artifacts,crown,golden;royal;jeweled;ceremonial;ancient;ornate;symbolic;heavy;imperial;simple
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Cultural Artifacts,flag,national;waving;colorful;tattered;symbolic;foreign;proud;striped;faded;official
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Cultural Artifacts,mask,protective;decorative;facial;mysterious;theatrical;carved;disposable;elegant;hidden;festive
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Cultural Artifacts,necklace,sparkling;gold;pearl;elegant;antique;beaded;simple;layered;delicate;ornate
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Cultural Artifacts,painting,vibrant;abstract;detailed;classic;modern;framed;landscape;portrait;faded;impressive
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Cultural Artifacts,ring,golden;diamond;engagement;simple;antique;silver;engraved;oversized;plain;decorative
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Cultural Artifacts,statue,towering;bronze;ancient;marble;heroic;modern;weathered;symbolic;detailed;forgotten
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Cultural Artifacts,vase,ornate;glass;ceramic;antique;floral;tall;decorative;cracked;elegant;painted
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Environmental Phenomena,cloud,fluffy;dark;drifting;stormy;white;low-hanging;billowing;scattered;ominous;wispy
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Environmental Phenomena,earthquake,devastating;sudden;massive;shallow;tectonic;minor;destructive;rumbling;widespread;seismic
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Environmental Phenomena,fog,thick;dense;morning;chilling;mysterious;rolling;persistent;light;coastal;eerie
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Environmental Phenomena,lightning,bright;forked;sudden;striking;electrical;distant;powerful;flashing;nighttime;dramatic
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Environmental Phenomena,rain,heavy;light;steady;pouring;gentle;seasonal;cold;tropical;relentless;misty
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;double;faint;arched;post-storm;fleeting;wide;natural;spectacular
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Environmental Phenomena,snow,fresh;powdery;heavy;melting;drifting;deep;fluffy;icy;seasonal;blanketing
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Environmental Phenomena,storm,fierce;approaching;violent;tropical;sudden;brewing;electrical;howling;massive;relentless
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;echoing;sudden;ominous;rolling;nighttime;explosive
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Environmental Phenomena,tide,high;low;rising;ebbing;strong;coastal;incoming;outgoing;powerful;gentle
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Environmental Phenomena,volcano,active;dormant;erupting;massive;fiery;ancient;smoking;dangerous;volcanic;towering
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Environmental Phenomena,wind,strong;gentle;howling;chilly;gusty;steady;warm;coastal;biting;erratic
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Food Items,apple,red;crisp;juicy;green;ripe;tart;fresh;sweet;organic;shiny
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Food Items,banana,yellow;ripe;peeled;green;sweet;spotted;fresh;curved;organic;soft
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Food Items,beef,tender;lean;grilled;ground;fatty;rare;organic;seasoned;fresh;tough
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Food Items,bread,fresh;sliced;warm;whole-wheat;crusty;soft;toasted;homemade;stale;fluffy
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Food Items,broccoli,fresh;steamed;green;crisp;organic;frozen;raw;tender;chopped;flavorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Food Items,cheese,sharp;creamy;aged;soft;grated;mild;melted;hard;flavorful;imported
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Food Items,chicken,grilled;roasted;fresh;organic;boneless;fried;tender;spicy;whole;marinated
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Food Items,egg,fresh;boiled;fried;organic;cracked;large;brown;scrambled;raw;free-range
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Food Items,fish,fresh;grilled;smoked;wild-caught;flaky;frozen;oily;salted;whole;filleted
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;stuffed;whole-wheat;sauced;homemade;twisted;colorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Food Items,rice,steamed;white;brown;cooked;sticky;wild;fluffy;seasoned;raw;aromatic
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;chilled;homemade;thick;flavorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,artist,talented;creative;struggling;famous;visionary;dedicated;emerging;skilled;eccentric;innovative
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,athlete,professional;dedicated;fit;competitive;injured;Olympic;skilled;young;seasoned;agile
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,chef,skilled;renowned;innovative;busy;professional;passionate;amateur;talented;creative;experienced
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,doctor,skilled;dedicated;experienced;caring;specialist;busy;young;renowned;compassionate;qualified
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;experienced;creative;dedicated;young;professional;talented
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,farmer,hardworking;local;organic;experienced;rural;dedicated;small-scale;modern;struggling;knowledgeable
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,lawyer,sharp;experienced;corporate;defense;ambitious;ethical;young;renowned;dedicated;skilled
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,musician,talented;classical;rock;emerging;passionate;professional;versatile;famous;dedicated;innovative
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,scientist,brilliant;dedicated;innovative;environmental;medical;theoretical;young;renowned;curious;skilled
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,soldier,brave;trained;veteran;elite;young;disciplined;wounded;loyal;combat-ready;heroic
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,teacher,dedicated;experienced;inspiring;patient;young;passionate;strict;knowledgeable;creative;effective
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Human Roles,writer,talented;prolific;aspiring;famous;creative;dedicated;mystery;poetic;journalistic;skilled
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,book,thick;bestselling;old;hardcover;paperback;illustrated;fictional;educational;worn;colorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,bridge,sturdy;ancient;modern;suspension;wooden;arched;long;collapsed;iconic;narrow
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,drums,loud;rhythmic;wooden;electronic;tribal;professional;small;tuned;vintage;colorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,earth,fertile;round;blue;ancient;trembling;vast;green;scorched;solid;rotating
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,flute,wooden;silver;melodic;ancient;modern;handheld;tuned;decorative;professional;simple
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,key,small;metal;rusty;spare;golden;electronic;locked;decorative;ancient;modern
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,knife,sharp;rusty;kitchen;pocket;ceremonial;dull;silver;ancient;folding;deadly
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,lock,sturdy;electronic;rusty;modern;combination;padlock;broken;secure;antique;simple
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,moon,full;crescent;bright;waning;glowing;distant;silver;mysterious;waxing;blood
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,pen,black;fountain;ballpoint;colorful;antique;cheap;ergonomic;leaking;fine-tipped;disposable
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,sun,bright;setting;rising;scorching;golden;midday;distant;warm;blazing;eternal
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Inanimate Objects,sword,sharp;ancient;ceremonial;steel;enchanted;rusty;lightweight;decorative;massive;jeweled
