language1,language2,entropy1,entropy2,entropy_difference,entropy_effect_size,entropy_effect_interpretation,diversity1,diversity2,diversity_difference,diversity_effect_size,diversity_effect_interpretation,family1,family2,same_family
RU # Russian,ZH # Mandarin,5.891061102839403,5.79540528751341,0.09565581532599321,0.016237450886375723,Negligible,0.4444444444444444,0.4097222222222222,0.03472222222222221,0.07812499999999997,Negligible,Indo-European,Sino-Tibetan,False
SQ # Albanian,SW # Swahili,5.788596606873682,5.81637438450719,0.027777777633508194,0.004775789142373398,Negligible,0.4166666666666667,0.4236111111111111,0.00694444444444442,0.01639344262295076,Negligible,Indo-European-Albanian,Niger-Congo,False
SQ # Albanian,TH # Thai,5.788596606873682,5.78151639876879,0.007080208104891739,0.0012231303346452453,Negligible,0.4166666666666667,0.4027777777777778,0.013888888888888895,0.03333333333333335,Negligible,Indo-European-Albanian,Tai-Kadai,False
SQ # Albanian,TR # Turkish,5.788596606873682,5.863283325205899,0.07468671833221663,0.012738036726136525,Negligible,0.4166666666666667,0.4375,0.020833333333333315,0.047619047619047575,Negligible,Indo-European-Albanian,Turkic,False
SQ # Albanian,UR # Urdu,5.788596606873682,5.9536968662113114,0.1651002593376294,0.027730713042280305,Negligible,0.4166666666666667,0.4722222222222222,0.055555555555555525,0.11764705882352935,Small,Indo-European-Albanian,Indo-European,False
SQ # Albanian,VI # Vietnamese,5.788596606873682,5.792000947265681,0.0034043403919987725,0.0005877658555297564,Negligible,0.4166666666666667,0.4097222222222222,0.006944444444444475,0.01666666666666674,Negligible,Indo-European-Albanian,Austro-Asiatic,False
SQ # Albanian,ZH # Mandarin,5.788596606873682,5.79540528751341,0.00680868063972806,0.0011748411546639922,Negligible,0.4166666666666667,0.4097222222222222,0.006944444444444475,0.01666666666666674,Negligible,Indo-European-Albanian,Sino-Tibetan,False
SW # Swahili,TH # Thai,5.81637438450719,5.78151639876879,0.03485798573839993,0.005993078064446737,Negligible,0.4236111111111111,0.4027777777777778,0.020833333333333315,0.049180327868852416,Negligible,Niger-Congo,Tai-Kadai,False
SW # Swahili,TR # Turkish,5.81637438450719,5.863283325205899,0.046908940698708435,0.008000456075020245,Negligible,0.4236111111111111,0.4375,0.013888888888888895,0.03174603174603176,Negligible,Niger-Congo,Turkic,False
SW # Swahili,UR # Urdu,5.81637438450719,5.9536968662113114,0.1373224817041212,0.023065077848262637,Negligible,0.4236111111111111,0.4722222222222222,0.048611111111111105,0.10294117647058823,Small,Niger-Congo,Indo-European,False
SW # Swahili,VI # Vietnamese,5.81637438450719,5.792000947265681,0.02437343724150942,0.004190486311615674,Negligible,0.4236111111111111,0.4097222222222222,0.013888888888888895,0.032786885245901655,Negligible,Niger-Congo,Austro-Asiatic,False
SW # Swahili,ZH # Mandarin,5.81637438450719,5.79540528751341,0.020969096993780134,0.0036051835056619733,Negligible,0.4236111111111111,0.4097222222222222,0.013888888888888895,0.032786885245901655,Negligible,Niger-Congo,Sino-Tibetan,False
TH # Thai,TR # Turkish,5.78151639876879,5.863283325205899,0.08176692643710837,0.013945586781658208,Negligible,0.4027777777777778,0.4375,0.03472222222222221,0.07936507936507933,Negligible,Tai-Kadai,Turkic,False
TH # Thai,UR # Urdu,5.78151639876879,5.9536968662113114,0.17218046744252113,0.028919925100602196,Negligible,0.4027777777777778,0.4722222222222222,0.06944444444444442,0.14705882352941171,Small,Tai-Kadai,Indo-European,False
TH # Thai,VI # Vietnamese,5.78151639876879,5.792000947265681,0.010484548496890511,0.0018101772759274346,Negligible,0.4027777777777778,0.4097222222222222,0.00694444444444442,0.016949152542372822,Negligible,Tai-Kadai,Austro-Asiatic,False
TH # Thai,ZH # Mandarin,5.78151639876879,5.79540528751341,0.013888888744619798,0.0023965345054545784,Negligible,0.4027777777777778,0.4097222222222222,0.00694444444444442,0.016949152542372822,Negligible,Tai-Kadai,Sino-Tibetan,False
TR # Turkish,UR # Urdu,5.863283325205899,5.9536968662113114,0.09041354100541277,0.015186117640374298,Negligible,0.4375,0.4722222222222222,0.03472222222222221,0.07352941176470586,Negligible,Turkic,Indo-European,False
TR # Turkish,VI # Vietnamese,5.863283325205899,5.792000947265681,0.07128237794021786,0.012157416584966864,Negligible,0.4375,0.4097222222222222,0.02777777777777779,0.06349206349206352,Negligible,Turkic,Austro-Asiatic,False
TR # Turkish,ZH # Mandarin,5.863283325205899,5.79540528751341,0.06787803769248857,0.011576796468402782,Negligible,0.4375,0.4097222222222222,0.02777777777777779,0.06349206349206352,Negligible,Turkic,Sino-Tibetan,False
UR # Urdu,VI # Vietnamese,5.9536968662113114,5.792000947265681,0.16169591894563062,0.027158910266878816,Negligible,0.4722222222222222,0.4097222222222222,0.0625,0.1323529411764706,Small,Indo-European,Austro-Asiatic,False
UR # Urdu,ZH # Mandarin,5.9536968662113114,5.79540528751341,0.15829157869790134,0.026587107515709245,Negligible,0.4722222222222222,0.4097222222222222,0.0625,0.1323529411764706,Small,Indo-European,Sino-Tibetan,False
VI # Vietnamese,ZH # Mandarin,5.792000947265681,5.79540528751341,0.0034043402477292872,0.0005874205648851111,Negligible,0.4097222222222222,0.4097222222222222,0.0,0.0,Negligible,Austro-Asiatic,Sino-Tibetan,False
