Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,basic,1.0,ES # Spanish,B1,most frequent,Abstract Concepts,anger,strong;deep;hot;wild;red;loud;bitter;quick;fierce;dark
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Plants,potato,brown;fresh;small;large;raw;cooked;starchy;firm;peeled;organic
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Plants,rose,red;beautiful;fragrant;delicate;thorny;pink;fresh;blooming;lovely;romantic
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Plants,tomato,red;ripe;juicy;fresh;small;round;sweet;organic;firm;plump
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Plants,tree,tall;old;green;thick;strong;leafy;ancient;sturdy;beautiful;bare
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Social Relationships,ally,loyal;trusted;supportive;close;reliable;helpful;strong;friendly;valuable;strategic
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Social Relationships,brother,loving;protective;older;younger;close;supportive;annoying;caring;funny;dependable
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Social Relationships,enemy,fierce;dangerous;bitter;powerful;cunning;hated;relentless;hidden;formidable;cruel
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Social Relationships,father,loving;strict;caring;supportive;wise;strong;protective;kind;hardworking;patient
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Social Relationships,follower,loyal;dedicated;eager;supportive;young;enthusiastic;obedient;trusting;committed;admiring
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Social Relationships,friend,close;loyal;funny;kind;supportive;trusted;old;new;dear;reliable
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Social Relationships,leader,strong;wise;confident;inspiring;powerful;charismatic;decisive;respected;bold;visionary
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Social Relationships,mother,loving;caring;strict;kind;supportive;protective;gentle;strong;patient;nurturing
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Social Relationships,partner,loyal;supportive;loving;trusted;equal;reliable;close;committed;understanding;dependable
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Social Relationships,rival,tough;competitive;strong;fierce;bitter;challenging;equal;determined;persistent;ambitious
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Social Relationships,sister,loving;caring;older;younger;close;funny;supportive;annoying;kind;protective
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Social Relationships,stranger,unknown;mysterious;suspicious;friendly;quiet;distant;curious;unexpected;unfamiliar;odd
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Spatial Concepts,above,high;clear;visible;distant;bright;open;wide;elevated;lofty;overhead
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Spatial Concepts,back,strong;sore;straight;curved;broad;aching;exposed;hidden;lower;upper
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Spatial Concepts,below,low;hidden;close;dark;deep;silent;obscure;unseen;nearby;underneath
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Spatial Concepts,east,distant;warm;ancient;cultural;exotic;bright;far;rising;oriental;traditional
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Spatial Concepts,front,clear;open;visible;wide;leading;exposed;forward;main;prominent;central
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Spatial Concepts,inside,warm;cozy;hidden;dark;safe;quiet;comfortable;confined;private;secure
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Spatial Concepts,left,remaining;opposite;western;stray;forgotten;lower;nearby;unused;awkward;sidelined
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Spatial Concepts,north,cold;distant;harsh;remote;wild;snowy;rugged;northern;far;chilly
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Spatial Concepts,outside,cold;warm;open;fresh;wild;noisy;bright;free;exposed;vast
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Spatial Concepts,right,correct;proper;eastern;immediate;dominant;strong;favored;nearby;clear;suitable
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Spatial Concepts,south,warm;sunny;distant;tropical;hot;southern;exotic;far;humid;lush
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Spatial Concepts,west,distant;wild;modern;far;open;western;rugged;new;remote;expansive
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Time Concepts,century,past;new;old;long;specific;historic;early;late;previous;modern
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Time Concepts,day,long;short;busy;sunny;rainy;quiet;tiring;special;ordinary;bright
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Time Concepts,evening,quiet;calm;cool;dark;pleasant;peaceful;late;relaxing;beautiful;serene
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Time Concepts,hour,long;short;busy;quiet;early;late;crucial;passing;final;rushed
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Time Concepts,minute,quick;short;last;passing;precise;quiet;critical;fleeting;tense;spare
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Time Concepts,month,long;short;busy;cold;warm;rainy;quiet;special;past;current
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Time Concepts,morning,early;bright;cool;quiet;fresh;sunny;busy;peaceful;cold;misty
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Time Concepts,night,dark;long;quiet;cold;late;peaceful;starry;sleepless;still;mysterious
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Time Concepts,season,warm;cold;rainy;dry;long;short;favorite;busy;changing;festive
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Time Concepts,second,quick;brief;last;passing;fleeting;critical;short;precise;spare;final
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Time Concepts,week,long;short;busy;quiet;stressful;productive;tiring;exciting;ordinary;hectic
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Time Concepts,year,long;short;busy;successful;difficult;past;new;memorable;important;challenging
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Abstract Concepts,anger,intense;fiery;burning;fierce;uncontrollable;deep;bitter;raging;explosive;violent
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Abstract Concepts,courage,bold;fearless;brave;daring;valiant;heroic;strong;unwavering;determined;resolute
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Abstract Concepts,fear,overwhelming;paralyzing;deep-seated;irrational;intense;gripping;chilling;haunting;persistent;creeping
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Abstract Concepts,freedom,absolute;hard-won;precious;cherished;boundless;liberating;true;personal;political;lasting
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Abstract Concepts,happiness,pure;genuine;immense;radiant;lasting;simple;profound;infectious;heartfelt;boundless
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Abstract Concepts,hate,deep;bitter;intense;burning;consuming;relentless;toxic;visceral;destructive;fierce
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Abstract Concepts,honesty,brutal;unwavering;sincere;raw;complete;transparent;admirable;refreshing;genuine;steadfast
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Abstract Concepts,justice,fair;impartial;righteous;true;strict;blind;deserved;moral;social;restorative
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Abstract Concepts,knowledge,vast;deep;profound;extensive;specialized;practical;theoretical;invaluable;acquired;shared
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Abstract Concepts,love,unconditional;passionate;true;deep;romantic;enduring;selfless;pure;eternal;tender
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Abstract Concepts,peace,lasting;inner;serene;global;fragile;quiet;harmonious;calming;elusive;spiritual
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Abstract Concepts,wisdom,profound;timeless;deep;practical;insightful;ancient;hard-earned;guiding;thoughtful;enlightened
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Cultural Artifacts,bell,loud;clear;ringing;melodic;old;brass;tiny;heavy;ornate;resonant
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Cultural Artifacts,candle,flickering;scented;bright;small;white;wax;warm;glowing;decorative;tall
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Cultural Artifacts,carpet,soft;thick;colorful;patterned;plush;old;worn;Persian;woolen;expensive
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Cultural Artifacts,coin,old;shiny;rare;silver;gold;small;ancient;valuable;commemorative;worn
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Cultural Artifacts,crown,golden;jeweled;royal;heavy;ornate;ancient;ceremonial;majestic;symbolic;glittering
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Cultural Artifacts,flag,national;waving;colorful;proud;torn;historic;official;bright;striped;bold
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Cultural Artifacts,mask,mysterious;decorative;scary;traditional;wooden;painted;elaborate;cultural;hidden;eerie
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Cultural Artifacts,necklace,elegant;delicate;gold;silver;beaded;expensive;simple;long;vintage;sparkling
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Cultural Artifacts,painting,beautiful;abstract;realistic;old;famous;colorful;detailed;expressive;modern;classic
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Cultural Artifacts,ring,gold;silver;diamond;engagement;simple;ornate;ancient;precious;tight;engraved
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Cultural Artifacts,statue,tall;ancient;marble;bronze;majestic;detailed;iconic;weathered;grand;commemorative
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Cultural Artifacts,vase,delicate;porcelain;tall;ornate;antique;fragile;floral;elegant;simple;decorative
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;heavy;looming;soft;gray;scattered;wispy;thick
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Environmental Phenomena,earthquake,powerful;devastating;sudden;violent;destructive;terrifying;massive;deadly;unexpected;strong
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Environmental Phenomena,fog,thick;dense;mysterious;cold;eerie;heavy;obscuring;gray;damp;silent
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Environmental Phenomena,lightning,bright;sudden;jagged;powerful;dangerous;striking;intense;electric;fleeting;blinding
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Environmental Phenomena,rain,heavy;light;steady;torrential;gentle;cold;refreshing;endless;drizzling;sudden
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;beautiful;rare;bright;magical;fleeting;arched;vivid;stunning
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Environmental Phenomena,snow,soft;white;heavy;light;powdery;cold;fresh;thick;falling;silent
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Environmental Phenomena,storm,violent;fierce;powerful;raging;dark;dangerous;sudden;intense;destructive;loud
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Environmental Phenomena,thunder,loud;rumbling;deep;powerful;distant;echoing;booming;startling;menacing;rolling
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;powerful;relentless;calm;tidal;surging
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Environmental Phenomena,volcano,active;dormant;fiery;massive;dangerous;erupting;ancient;towering;deadly;smoldering
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Environmental Phenomena,wind,strong;gusty;cold;warm;gentle;howling;brisk;relentless;biting;swirling
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Food Items,apple,red;green;sweet;crisp;juicy;fresh;ripe;tart;shiny;round
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Food Items,banana,yellow;ripe;sweet;soft;long;curved;tropical;fresh;mushy;healthy
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Food Items,beef,tender;juicy;grilled;rare;tough;lean;savory;marbled;fresh;cooked
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Food Items,bread,fresh;warm;crusty;soft;white;whole-grain;stale;homemade;sliced;toasted
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Food Items,broccoli,green;fresh;tender;crisp;healthy;steamed;raw;small;bitter;nutritious
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Food Items,cheese,creamy;sharp;aged;soft;hard;melted;tangy;yellow;pungent;mild
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Food Items,chicken,grilled;roasted;fried;tender;juicy;spicy;lean;cooked;savory;moist
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Food Items,egg,fresh;boiled;fried;scrambled;white;brown;raw;soft;hard;small
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Food Items,fish,fresh;grilled;raw;oily;white;flaky;smoked;salty;tender;frozen
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Food Items,pasta,al dente;fresh;homemade;creamy;spicy;cheesy;soft;long;short;boiled
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Food Items,rice,white;brown;sticky;fluffy;steamed;plain;savory;long-grain;aromatic;cooked
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Food Items,soup,hot;creamy;hearty;clear;savory;thick;homemade;spicy;warm;comforting
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Human Roles,artist,talented;creative;innovative;passionate;eccentric;famous;struggling;visionary;skilled;inspired
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Human Roles,athlete,strong;fast;dedicated;disciplined;competitive;agile;talented;fit;determined;professional
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Human Roles,chef,skilled;creative;passionate;innovative;experienced;renowned;busy;meticulous;talented;culinary
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Human Roles,doctor,caring;skilled;experienced;compassionate;dedicated;busy;professional;knowledgeable;trusted;patient
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Human Roles,engineer,innovative;skilled;technical;creative;analytical;experienced;precise;brilliant;dedicated;practical
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Human Roles,farmer,hardworking;dedicated;rural;experienced;tough;practical;early-rising;resourceful;patient;knowledgeable
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Human Roles,lawyer,skilled;sharp;persuasive;experienced;tough;dedicated;professional;eloquent;assertive;ethical
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Human Roles,musician,talented;passionate;creative;skilled;famous;dedicated;versatile;expressive;inspired;gifted
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Human Roles,scientist,brilliant;curious;dedicated;innovative;analytical;meticulous;knowledgeable;pioneering;focused;experimental
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Human Roles,soldier,brave;disciplined;loyal;strong;courageous;dedicated;tough;honorable;trained;resilient
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Human Roles,teacher,patient;inspiring;dedicated;knowledgeable;caring;strict;supportive;passionate;wise;encouraging
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Human Roles,writer,creative;talented;imaginative;prolific;insightful;passionate;dedicated;eloquent;original;thoughtful
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;engaging;worn;hardcover;classic
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Inanimate Objects,bridge,old;sturdy;long;narrow;iconic;wooden;steel;arched;modern;suspended
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Inanimate Objects,drums,loud;rhythmic;powerful;deep;tribal;electronic;small;large;beaten;resonant
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Inanimate Objects,earth,vast;ancient;green;blue;fertile;fragile;diverse;living;rotating;precious
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Inanimate Objects,flute,melodic;silver;wooden;delicate;high-pitched;ancient;small;elegant;clear;enchanting
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Inanimate Objects,key,old;rusty;small;brass;golden;important;hidden;spare;shiny;heavy
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Inanimate Objects,knife,sharp;dull;small;large;rusty;shiny;dangerous;kitchen;pocket;serrated
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Inanimate Objects,lock,old;rusty;secure;broken;heavy;small;brass;digital;sturdy;tight
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Inanimate Objects,moon,full;crescent;bright;pale;mysterious;distant;glowing;silver;haunting;serene
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Inanimate Objects,pen,black;blue;old;new;expensive;cheap;smooth;broken;elegant;plastic
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Inanimate Objects,sun,bright;warm;hot;blazing;radiant;golden;rising;setting;powerful;blinding
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;rusty;ornate;deadly;legendary;ceremonial;steel;gleaming
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Neutral Animals,cat,fluffy;playful;sneaky;lazy;curious;independent;soft;small;elegant;mischievous
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Neutral Animals,dog,loyal;friendly;playful;energetic;protective;big;small;obedient;furry;loving
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Neutral Animals,dolphin,playful;intelligent;friendly;sleek;fast;social;curious;graceful;aquatic;cheerful
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Neutral Animals,elephant,massive;gentle;gray;wise;strong;majestic;slow;intelligent;wild;protective
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Neutral Animals,hamster,tiny;cute;furry;active;small;cuddly;quick;shy;nocturnal;playful
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Neutral Animals,monkey,playful;curious;agile;mischievous;clever;social;wild;small;noisy;energetic
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Neutral Animals,mouse,tiny;quick;shy;small;quiet;sneaky;gray;timid;fast;delicate
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Neutral Animals,peacock,colorful;proud;majestic;beautiful;vibrant;ornate;striking;elegant;exotic;flamboyant
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Neutral Animals,rabbit,soft;fluffy;fast;cute;timid;small;white;wild;playful;gentle
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Neutral Animals,shark,dangerous;sleek;powerful;deadly;fast;predatory;scary;gray;massive;silent
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Neutral Animals,snake,slithery;venomous;long;dangerous;silent;scaly;coiled;deadly;exotic;creepy
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Neutral Animals,whale,massive;gentle;blue;enormous;majestic;deep-sea;migratory;powerful;graceful;rare
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Places,city,busy;crowded;modern;noisy;vibrant;large;historic;urban;sprawling;lively
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Places,desert,hot;dry;vast;barren;sandy;empty;harsh;arid;lonely;scorching
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Places,forest,dense;green;ancient;dark;mysterious;lush;quiet;vast;wild;thick
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Places,island,small;tropical;remote;beautiful;isolated;sandy;lush;volcanic;uninhabited;serene
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Places,lake,calm;clear;deep;blue;serene;quiet;large;cold;reflective;peaceful
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Places,mountain,tall;rugged;snowy;majestic;steep;rocky;high;ancient;towering;remote
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Places,ocean,vast;deep;blue;powerful;endless;wild;calm;stormy;mysterious;dark
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Places,plain,flat;vast;open;grassy;wide;barren;endless;quiet;fertile;expansive
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Places,plateau,high;flat;vast;rocky;elevated;barren;wide;remote;grassy;steep
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Places,river,long;wide;flowing;calm;rapid;deep;winding;clear;muddy;powerful
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Places,valley,deep;green;narrow;fertile;quiet;hidden;lush;scenic;steep;peaceful
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Places,village,small;quiet;remote;traditional;peaceful;rural;quaint;friendly;simple;old
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Plants,cactus,spiky;green;tall;desert;tough;prickly;hardy;dry;sharp;resilient
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Plants,eggplant,purple;shiny;smooth;fresh;firm;oval;bitter;large;healthy;cooked
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Plants,flower,beautiful;colorful;fragrant;delicate;bright;small;fresh;blooming;wild;lovely
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Plants,grass,green;soft;tall;short;fresh;wet;dry;thick;lush;wild
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Plants,lettuce,green;crisp;fresh;tender;leafy;light;healthy;raw;crunchy;soft
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Plants,mushroom,small;brown;white;edible;poisonous;soft;wild;earthy;round;fresh
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Plants,onion,sharp;pungent;raw;white;yellow;strong;sweet;small;fresh;chopped
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Plants,pepper,spicy;red;green;hot;sweet;fresh;small;colorful;raw;roasted
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Plants,potato,brown;starchy;fresh;raw;cooked;large;small;round;earthy;versatile
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Plants,rose,red;pink;fragrant;beautiful;delicate;thorny;blooming;elegant;romantic;classic
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Plants,tomato,red;ripe;juicy;fresh;round;sweet;acidic;firm;soft;small
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Plants,tree,tall;old;green;sturdy;ancient;leafy;bare;strong;thick;shady
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Social Relationships,ally,loyal;trusted;supportive;close;reliable;helpful;friendly;strong;dependable;valuable
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Social Relationships,brother,loving;protective;annoying;close;older;younger;supportive;funny;loyal;caring
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Social Relationships,enemy,dangerous;bitter;hostile;fierce;ruthless;cunning;hated;formidable;deceptive;persistent
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Social Relationships,father,loving;strict;supportive;wise;caring;strong;protective;kind;hardworking;patient
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Social Relationships,follower,loyal;dedicated;eager;supportive;faithful;obedient;admiring;enthusiastic;committed;trusting
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Social Relationships,friend,close;loyal;funny;kind;supportive;trustworthy;caring;dear;reliable;fun
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Social Relationships,leader,strong;charismatic;inspiring;decisive;confident;wise;bold;visionary;respected;authoritative
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Social Relationships,mother,loving;caring;nurturing;strict;supportive;kind;gentle;protective;patient;warm
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Social Relationships,partner,loyal;supportive;loving;trusted;equal;reliable;close;compatible;caring;understanding
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Social Relationships,rival,competitive;challenging;fierce;tough;hostile;determined;persistent;strong;bitter;formidable
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Social Relationships,sister,loving;annoying;supportive;close;older;younger;funny;caring;protective;kind
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Social Relationships,stranger,mysterious;unknown;distant;unfamiliar;curious;suspicious;quiet;odd;unexpected;foreign
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Spatial Concepts,above,high;elevated;upper;overhead;towering;superior;aloft;lofty;dominant;soaring
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Spatial Concepts,back,rear;hind;behind;posterior;last;hidden;remote;distant;trailing;secondary
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Spatial Concepts,below,lower;beneath;under;underneath;inferior;bottom;submerged;hidden;lesser;underground
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Spatial Concepts,east,eastern;oriental;rising;distant;far;cultural;ancient;exotic;sunny;remote
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Spatial Concepts,front,forward;leading;ahead;primary;first;visible;prominent;main;central;facing
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Spatial Concepts,inside,internal;inner;enclosed;hidden;private;confined;deep;secret;intimate;sheltered
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Spatial Concepts,left,western;remaining;abandoned;unused;opposite;liberal;awkward;stray;sidelined;neglected
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Spatial Concepts,north,cold;polar;upper;distant;remote;harsh;icy;northern;bleak;windy
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Spatial Concepts,outside,external;outer;open;exposed;public;foreign;distant;beyond;surrounding;peripheral
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Spatial Concepts,right,correct;proper;just;eastern;conservative;fitting;suitable;immediate;precise;exact
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Spatial Concepts,south,warm;southern;tropical;lower;sunny;distant;hot;exotic;humid;vibrant
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Spatial Concepts,west,western;setting;far;distant;modern;open;wild;frontier;cultural;progressive
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Time Concepts,century,past;new;old;previous;current;modern;ancient;coming;long;specific
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Time Concepts,day,long;short;busy;rainy;sunny;cold;hot;special;ordinary;bright
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Time Concepts,evening,quiet;cool;late;dark;relaxing;peaceful;pleasant;calm;twilight;serene
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Time Concepts,hour,long;short;late;early;busy;quiet;crucial;final;fleeting;golden
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Time Concepts,minute,quick;short;fleeting;last;precious;tense;critical;passing;exact;brief
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Time Concepts,month,long;short;cold;hot;busy;quiet;rainy;specific;current;past
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Time Concepts,morning,early;cool;quiet;bright;fresh;calm;sunny;foggy;peaceful;chilly
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Time Concepts,night,dark;long;quiet;late;cold;starry;silent;restless;peaceful;eerie
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Time Concepts,season,rainy;dry;hot;cold;long;short;festive;current;favorite;transitional
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Time Concepts,second,quick;brief;fleeting;last;critical;precious;passing;short;exact;decisive
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Time Concepts,week,long;short;busy;quiet;hectic;relaxing;rainy;sunny;productive;stressful
grok-3,basic,1.0,ES # Spanish,C2,most frequent,Time Concepts,year,long;short;busy;memorable;difficult;successful;past;current;new;challenging
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Abstract Concepts,anger,intense;burning;fierce;uncontrollable;deep;raw;bitter;sudden;suppressed;righteous
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Abstract Concepts,courage,brave;fearless;bold;daring;valiant;heroic;steadfast;unwavering;resolute;admirable
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Abstract Concepts,fear,overwhelming;paralyzing;deep-seated;irrational;constant;lingering;primal;intense;hidden;gripping
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Abstract Concepts,freedom,absolute;cherished;hard-won;precious;liberating;boundless;true;fundamental;personal;universal
grok-3,basic,1.0,ES # Spanish,Perfect,most frequent,Abstract Concepts,happiness,pure;genuine;boundless;infectious;lasting;simple;radiant;profound;heartfelt;unexpected
