Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,think-in-native,0.0,IT # Italian,B1,most frequent,Abstract Concepts,anger,strong;deep;hot;wild;dark;quick;bitter;fierce;loud;heavy
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Places,ocean,vast;deep;blue;wild;powerful;endless;dark;calm;mysterious;salty
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Places,plain,flat;vast;green;open;wide;empty;quiet;fertile;endless;grassy
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Places,plateau,high;flat;wide;rocky;dry;vast;remote;barren;elevated;rugged
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Places,river,long;wide;deep;calm;fast;blue;clear;winding;powerful;muddy
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Places,valley,green;deep;narrow;quiet;beautiful;fertile;hidden;wide;lush;peaceful
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Places,village,small;quiet;old;peaceful;rural;friendly;remote;simple;charming;traditional
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Plants,cactus,green;spiky;tall;small;dry;tough;desert;sharp;hardy;prickly
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Plants,eggplant,purple;shiny;fresh;long;soft;bitter;small;smooth;ripe;healthy
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Plants,flower,beautiful;colorful;small;fragrant;delicate;bright;fresh;soft;vibrant;lovely
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Plants,grass,green;soft;tall;short;fresh;wet;dry;thick;lush;wild
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Plants,lettuce,green;fresh;crisp;light;healthy;raw;tender;leafy;soft;cool
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Plants,mushroom,small;brown;white;soft;edible;wild;earthy;round;fresh;delicate
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Plants,onion,strong;white;yellow;small;sharp;raw;fresh;pungent;round;peeled
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Plants,pepper,red;green;spicy;hot;fresh;small;sweet;bright;crisp;colorful
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Plants,potato,brown;small;large;fresh;raw;soft;hard;starchy;round;earthy
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Plants,rose,red;pink;beautiful;fragrant;delicate;thorny;soft;elegant;romantic;vibrant
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Plants,tomato,red;ripe;juicy;fresh;small;round;soft;sweet;acidic;plump
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Plants,tree,tall;old;green;strong;big;leafy;ancient;sturdy;bare;majestic
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Social Relationships,ally,loyal;trusted;close;reliable;supportive;strong;helpful;friendly;valuable;steadfast
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Social Relationships,brother,older;younger;loving;protective;annoying;close;supportive;funny;kind;strong
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Social Relationships,enemy,dangerous;fierce;bitter;hated;powerful;cunning;relentless;cruel;hidden;sworn
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Social Relationships,father,loving;strict;kind;strong;wise;protective;caring;supportive;old;hardworking
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Social Relationships,follower,loyal;dedicated;eager;young;faithful;supportive;quiet;obedient;enthusiastic;trusting
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Social Relationships,friend,close;best;old;new;loyal;kind;funny;supportive;trusted;dear
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Social Relationships,leader,strong;wise;confident;charismatic;powerful;inspiring;strict;fair;bold;decisive
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Social Relationships,mother,loving;caring;kind;strict;protective;gentle;wise;strong;supportive;warm
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Social Relationships,partner,loyal;supportive;loving;trusted;close;reliable;equal;caring;understanding;committed
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Social Relationships,rival,strong;fierce;competitive;tough;bitter;challenging;equal;persistent;aggressive;determined
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Social Relationships,sister,older;younger;loving;annoying;close;supportive;kind;funny;protective;sweet
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Social Relationships,stranger,unknown;mysterious;quiet;distant;suspicious;friendly;odd;unfamiliar;curious;silent
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Spatial Concepts,above,high;clear;bright;distant;open;vast;blue;empty;far;elevated
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Spatial Concepts,back,strong;straight;sore;broad;hidden;lower;upper;bare;curved;aching
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Spatial Concepts,below,low;deep;dark;hidden;close;cold;quiet;underground;submerged;beneath
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Spatial Concepts,east,distant;far;warm;ancient;exotic;rising;bright;cultural;remote;oriental
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Spatial Concepts,front,clear;open;wide;visible;leading;main;bold;exposed;forward;prominent
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Spatial Concepts,inside,warm;cozy;hidden;dark;quiet;safe;small;comfortable;secret;enclosed
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Spatial Concepts,left,remaining;opposite;western;hidden;lower;awkward;unused;forgotten;nearby;sideways
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Spatial Concepts,north,cold;distant;far;remote;harsh;snowy;wild;dark;rugged;polar
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Spatial Concepts,outside,cold;open;wide;fresh;bright;noisy;exposed;vast;free;natural
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Spatial Concepts,right,correct;proper;eastern;nearby;upper;dominant;immediate;chosen;fitting;precise
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Spatial Concepts,south,warm;sunny;distant;tropical;far;hot;exotic;bright;lush;vibrant
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Spatial Concepts,west,far;distant;wild;modern;setting;open;rugged;cultural;remote;frontier
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Time Concepts,century,past;new;old;long;ancient;modern;specific;early;late;historic
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;quiet;cold;hot;special;ordinary
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Time Concepts,evening,quiet;cool;dark;long;peaceful;late;warm;romantic;calm;pleasant
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Time Concepts,hour,long;short;late;early;busy;quiet;crucial;final;passing;precious
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Time Concepts,minute,quick;short;last;fleeting;crucial;exact;precise;busy;quiet;tense
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Time Concepts,month,long;short;cold;hot;busy;quiet;rainy;sunny;special;current
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Time Concepts,morning,early;bright;cold;quiet;fresh;sunny;busy;calm;cool;peaceful
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Time Concepts,night,dark;long;quiet;cold;late;starry;silent;deep;scary;peaceful
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Time Concepts,season,cold;hot;rainy;dry;long;short;favorite;current;changing;festive
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Time Concepts,second,quick;brief;last;fleeting;crucial;exact;passing;short;tense;vital
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Time Concepts,week,long;short;busy;quiet;hard;easy;rainy;sunny;special;current
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Time Concepts,year,long;short;past;new;old;busy;successful;difficult;memorable;recent
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Abstract Concepts,anger,intense;fierce;burning;uncontrollable;deep;sudden;bitter;raw;suppressed;explosive
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Abstract Concepts,courage,remarkable;fearless;bold;heroic;unwavering;admirable;strong;inspiring;brave;determined
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Abstract Concepts,fear,overwhelming;paralyzing;deep-seated;irrational;constant;hidden;intense;primal;lingering;acute
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Abstract Concepts,freedom,absolute;cherished;hard-won;precious;true;personal;political;boundless;liberating;essential
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Abstract Concepts,happiness,pure;genuine;immense;lasting;simple;unexpected;radiant;infectious;profound;blissful
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Abstract Concepts,hate,intense;bitter;deep;irrational;consuming;fierce;unrelenting;toxic;passionate;destructive
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Abstract Concepts,honesty,brutal;refreshing;absolute;unwavering;sincere;complete;admirable;rare;essential;genuine
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Abstract Concepts,justice,fair;impartial;strict;long-awaited;divine;social;true;moral;deserved;blind
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Abstract Concepts,knowledge,vast;deep;profound;extensive;practical;theoretical;ancient;specialized;valuable;essential
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Abstract Concepts,love,unconditional;passionate;eternal;true;deep;romantic;selfless;enduring;pure;intense
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Abstract Concepts,peace,lasting;inner;global;fragile;serene;quiet;harmonious;spiritual;elusive;profound
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Abstract Concepts,wisdom,ancient;timeless;profound;practical;deep;insightful;hard-earned;spiritual;invaluable;quiet
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Cultural Artifacts,bell,loud;clear;resonant;small;golden;ancient;melodic;heavy;ornate;traditional
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Cultural Artifacts,candle,flickering;scented;small;white;tall;decorative;warm;glowing;handmade;delicate
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Cultural Artifacts,carpet,soft;thick;colorful;Persian;worn;luxurious;patterned;red;vintage;plush
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Cultural Artifacts,coin,old;shiny;rare;silver;gold;small;valuable;ancient;commemorative;worn
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Cultural Artifacts,crown,golden;jeweled;royal;heavy;ancient;ceremonial;ornate;majestic;symbolic;glittering
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Cultural Artifacts,flag,national;colorful;waving;proud;tattered;symbolic;historic;bright;official;bold
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Cultural Artifacts,mask,mysterious;colorful;traditional;scary;decorative;wooden;elaborate;hidden;ceremonial;eerie
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Cultural Artifacts,necklace,delicate;golden;silver;elegant;beaded;expensive;vintage;simple;ornate;precious
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Cultural Artifacts,painting,beautiful;abstract;classic;vibrant;detailed;famous;old;modern;expressive;stunning
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Cultural Artifacts,ring,golden;silver;diamond;simple;elegant;antique;engagement;ornate;precious;small
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Cultural Artifacts,statue,ancient;marble;tall;impressive;bronze;detailed;historic;majestic;weathered;iconic
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Cultural Artifacts,vase,delicate;ceramic;tall;ornate;ancient;colorful;fragile;elegant;decorative;porcelain
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;heavy;drifting;thick;stormy;light;gray;towering
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Environmental Phenomena,earthquake,powerful;devastating;sudden;violent;destructive;terrifying;massive;unexpected;catastrophic;intense
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Environmental Phenomena,fog,thick;dense;mysterious;cold;gray;heavy;eerie;lingering;damp;obscuring
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Environmental Phenomena,lightning,bright;sudden;powerful;jagged;dangerous;striking;intense;electric;vivid;dramatic
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Environmental Phenomena,rain,heavy;light;gentle;torrential;steady;cold;warm;refreshing;persistent;drizzling
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;beautiful;rare;bright;magical;fleeting;arched;stunning;vivid
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Environmental Phenomena,snow,soft;white;heavy;light;powdery;fresh;cold;thick;falling;pristine
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Environmental Phenomena,storm,fierce;violent;powerful;dark;raging;sudden;intense;dangerous;wild;destructive
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Environmental Phenomena,thunder,loud;booming;deep;rolling;distant;powerful;startling;ominous;resonant;echoing
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;powerful;relentless;calm;tidal;dangerous
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Environmental Phenomena,volcano,active;dormant;massive;dangerous;fiery;ancient;explosive;towering;destructive;majestic
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;gusty;howling;brisk;relentless;soft;biting
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Food Items,apple,red;green;crisp;sweet;juicy;fresh;ripe;tart;shiny;small
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Food Items,banana,yellow;ripe;sweet;soft;long;curved;fresh;tropical;spotted;healthy
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Food Items,beef,tender;juicy;grilled;rare;lean;fresh;savory;marbled;cooked;hearty
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Food Items,bread,fresh;crusty;soft;warm;homemade;white;wholegrain;sliced;toasted;aromatic
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Food Items,broccoli,green;fresh;tender;healthy;steamed;raw;crisp;vibrant;nutritious;small
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Food Items,cheese,creamy;sharp;aged;soft;hard;melted;tangy;rich;yellow;pungent
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Food Items,chicken,roasted;grilled;tender;juicy;spicy;fried;fresh;lean;savory;cooked
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Food Items,egg,fresh;boiled;fried;scrambled;white;brown;small;organic;cracked;raw
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Food Items,fish,fresh;grilled;raw;smoked;flaky;white;oily;salty;tender;cooked
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Food Items,pasta,fresh;al dente;homemade;creamy;spicy;Italian;soft;long;short;savory
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Food Items,rice,white;brown;sticky;fluffy;steamed;long-grain;short-grain;aromatic;plain;cooked
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Food Items,soup,hot;creamy;hearty;clear;spicy;homemade;warm;savory;thick;comforting
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Human Roles,artist,talented;creative;famous;struggling;innovative;passionate;skilled;visionary;eccentric;inspired
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Human Roles,athlete,strong;fast;dedicated;skilled;competitive;fit;determined;talented;disciplined;agile
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Human Roles,chef,skilled;creative;famous;passionate;innovative;experienced;talented;busy;meticulous;professional
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Human Roles,doctor,caring;skilled;experienced;dedicated;compassionate;busy;knowledgeable;trusted;patient;professional
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Human Roles,engineer,innovative;skilled;brilliant;dedicated;technical;creative;experienced;precise;analytical;professional
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Human Roles,farmer,hardworking;dedicated;rural;experienced;tough;patient;skilled;traditional;resilient;practical
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Human Roles,lawyer,sharp;experienced;successful;dedicated;persuasive;knowledgeable;tough;professional;eloquent;strategic
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Human Roles,musician,talented;passionate;famous;skilled;creative;dedicated;gifted;versatile;inspired;expressive
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Human Roles,scientist,brilliant;curious;dedicated;innovative;analytical;knowledgeable;meticulous;pioneering;focused;intelligent
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Human Roles,soldier,brave;disciplined;loyal;strong;dedicated;tough;heroic;trained;resilient;fearless
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Human Roles,teacher,patient;inspiring;dedicated;knowledgeable;kind;strict;supportive;experienced;passionate;wise
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Human Roles,writer,creative;talented;famous;prolific;insightful;imaginative;dedicated;eloquent;passionate;skilled
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Inanimate Objects,book,old;thick;new;interesting;famous;heavy;worn;engaging;classic;inspiring
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Inanimate Objects,bridge,old;long;sturdy;wooden;modern;narrow;iconic;suspended;stone;impressive
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Inanimate Objects,drums,loud;rhythmic;powerful;tribal;large;small;traditional;electric;resonant;dynamic
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Inanimate Objects,earth,vast;ancient;fertile;blue;fragile;rich;solid;diverse;living;precious
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Inanimate Objects,flute,delicate;wooden;silver;melodic;small;ancient;clear;soft;elegant;traditional
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Inanimate Objects,key,old;rusty;small;golden;important;heavy;shiny;spare;lost;antique
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Inanimate Objects,knife,sharp;small;rusty;kitchen;dangerous;serrated;heavy;steel;pointed;handy
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Inanimate Objects,lock,old;rusty;secure;heavy;broken;small;metal;antique;sturdy;tight
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Inanimate Objects,moon,full;bright;pale;crescent;mysterious;distant;glowing;silver;beautiful;serene
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Inanimate Objects,pen,black;blue;old;expensive;cheap;small;elegant;fountain;ballpoint;worn
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Inanimate Objects,sun,bright;hot;golden;warm;blazing;radiant;shining;powerful;distant;vital
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;rusty;legendary;ornate;deadly;steel;long;ceremonial
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Neutral Animals,cat,fluffy;black;small;playful;lazy;curious;elegant;independent;soft;friendly
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Neutral Animals,dog,loyal;friendly;big;small;playful;protective;energetic;obedient;furry;loving
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Neutral Animals,dolphin,intelligent;playful;friendly;sleek;fast;graceful;social;curious;beautiful;wild
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Neutral Animals,elephant,massive;gentle;gray;powerful;majestic;wise;strong;slow;wild;endangered
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Neutral Animals,hamster,small;cute;fluffy;active;tiny;furry;playful;shy;curious;adorable
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Neutral Animals,monkey,playful;curious;agile;small;clever;wild;funny;social;mischievous;energetic
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Neutral Animals,mouse,small;tiny;gray;quick;shy;sneaky;cute;quiet;timid;little
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Neutral Animals,peacock,colorful;beautiful;proud;vibrant;majestic;elegant;striking;ornate;exotic;stunning
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Neutral Animals,rabbit,soft;white;small;cute;fluffy;fast;shy;gentle;timid;adorable
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Neutral Animals,shark,dangerous;powerful;sleek;fast;deadly;gray;fearsome;predatory;large;wild
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Neutral Animals,snake,long;venomous;slimy;dangerous;green;silent;coiled;deadly;sneaky;wild
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Neutral Animals,whale,massive;gentle;blue;enormous;majestic;powerful;deep;mysterious;rare;graceful
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Places,city,busy;large;modern;crowded;noisy;vibrant;historic;industrial;cosmopolitan;sprawling
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Places,desert,vast;hot;dry;sandy;barren;endless;harsh;remote;arid;silent
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Places,forest,dense;green;ancient;dark;mysterious;lush;quiet;vast;wild;thick
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Places,island,small;tropical;remote;beautiful;isolated;rocky;green;sandy;exotic;uninhabited
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Places,lake,calm;blue;deep;clear;large;serene;cold;still;beautiful;reflective
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Places,mountain,tall;snowy;rugged;majestic;steep;rocky;high;ancient;imposing;breathtaking
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Places,ocean,vast;deep;blue;wild;powerful;endless;mysterious;calm;stormy;immense
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Places,plain,vast;flat;open;grassy;wide;barren;endless;quiet;fertile;expansive
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Places,plateau,high;flat;vast;rocky;barren;elevated;wide;remote;dry;rugged
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Places,river,long;wide;calm;fast;deep;winding;clear;muddy;powerful;serene
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Places,valley,deep;green;narrow;fertile;quiet;beautiful;hidden;lush;steep;peaceful
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Places,village,small;quiet;rural;traditional;remote;charming;peaceful;old;friendly;quaint
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Plants,cactus,spiky;green;tall;desert;tough;prickly;small;hardy;dry;resilient
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Plants,eggplant,purple;shiny;fresh;smooth;long;tender;ripe;healthy;firm;small
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Plants,flower,beautiful;colorful;fragrant;delicate;small;bright;fresh;blooming;lovely;vibrant
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Plants,grass,green;soft;tall;fresh;thick;wet;dry;lush;short;wild
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Plants,lettuce,green;fresh;crisp;tender;leafy;healthy;light;raw;vibrant;cool
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Plants,mushroom,small;brown;white;edible;wild;soft;earthy;fresh;tiny;poisonous
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Plants,onion,strong;white;yellow;raw;sweet;sharp;small;fresh;pungent;peeled
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Plants,pepper,spicy;red;green;hot;fresh;sweet;small;vibrant;crisp;fiery
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Plants,potato,brown;small;fresh;starchy;raw;cooked;firm;soft;round;earthy
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Plants,rose,red;beautiful;fragrant;delicate;thorny;pink;fresh;elegant;romantic;blooming
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Plants,tomato,red;ripe;juicy;fresh;small;round;sweet;firm;vibrant;healthy
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Plants,tree,tall;old;green;sturdy;ancient;leafy;thick;strong;majestic;bare
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Social Relationships,ally,loyal;trusted;reliable;supportive;close;valuable;strong;dependable;helpful;faithful
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Social Relationships,brother,loving;protective;older;younger;close;supportive;funny;annoying;loyal;caring
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Social Relationships,enemy,dangerous;fierce;bitter;powerful;hated;cunning;relentless;hostile;formidable;cruel
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Social Relationships,father,loving;strict;supportive;wise;caring;strong;protective;kind;hardworking;patient
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Social Relationships,follower,loyal;dedicated;enthusiastic;supportive;faithful;eager;committed;trusting;devoted;obedient
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Social Relationships,friend,close;loyal;kind;funny;supportive;trusted;dear;reliable;caring;honest
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Social Relationships,leader,strong;inspiring;charismatic;decisive;wise;confident;powerful;respected;visionary;bold
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Social Relationships,mother,loving;caring;nurturing;strict;supportive;kind;patient;strong;protective;wise
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Social Relationships,partner,loyal;supportive;loving;trusted;equal;reliable;close;committed;understanding;caring
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Social Relationships,rival,fierce;competitive;strong;challenging;tough;bitter;determined;aggressive;formidable;persistent
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Social Relationships,sister,loving;caring;older;younger;close;supportive;funny;annoying;loyal;protective
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Social Relationships,stranger,unknown;mysterious;distant;unfamiliar;curious;suspicious;quiet;odd;unexpected;foreign
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Spatial Concepts,above,high;elevated;overhead;superior;upper;towering;lofty;distant;prominent;dominant
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Spatial Concepts,back,rear;hind;behind;posterior;hidden;distant;remote;last;secondary;unnoticed
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Spatial Concepts,below,lower;beneath;under;inferior;underneath;submerged;hidden;lesser;underground;deep
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Spatial Concepts,east,eastern;oriental;distant;rising;far;cultural;ancient;exotic;remote;traditional
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Spatial Concepts,front,forward;leading;anterior;primary;main;visible;prominent;first;central;foremost
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Spatial Concepts,inside,inner;internal;hidden;enclosed;private;deep;secret;confined;sheltered;intimate
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Spatial Concepts,left,western;remaining;abandoned;opposite;liberal;awkward;unused;stray;sidelined;neglected
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Spatial Concepts,north,cold;northern;distant;upper;polar;remote;harsh;chilly;rugged;wild
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Spatial Concepts,outside,external;outer;distant;exposed;public;far;open;remote;peripheral;detached
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Spatial Concepts,right,correct;eastern;proper;just;accurate;conservative;immediate;suitable;fitting;precise
grok-3,think-in-native,0.0,IT # Italian,C2,most frequent,Spatial Concepts,south,warm;southern;tropical;lower;distant;sunny;exotic;remote;humid;vibrant
