Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,basic,1.0,HE # Hebrew,B1,most frequent,Abstract Concepts,anger,strong;big;bad;hot;quick;sudden;deep;great;blind;cold
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Places,mountain,tall;snowy;rugged;high;green;ancient;steep;rocky;majestic;distant
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Places,ocean,vast;deep;blue;stormy;calm;salty;endless;cold;mysterious;powerful
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Places,plain,flat;vast;green;dry;open;fertile;windy;empty;grassy;rolling
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Places,plateau,high;flat;rocky;vast;dry;elevated;green;ancient;remote;scenic
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Places,river,wide;deep;flowing;clean;muddy;fast;winding;ancient;blue;peaceful
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Places,valley,deep;green;narrow;fertile;scenic;hidden;dry;beautiful;winding;peaceful
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Places,village,small;quiet;rural;ancient;simple;peaceful;traditional;green;remote;charming
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Plants,cactus,spiky;tall;green;desert;hardy;small;flowering;dry;wild;prickly
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Plants,eggplant,purple;fresh;large;ripe;smooth;organic;cooked;shiny;bitter;firm
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Plants,flower,beautiful;colorful;fresh;wild;small;blooming;fragrant;red;delicate;garden
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Plants,grass,green;soft;tall;wet;dry;wild;short;fresh;thick;lawn
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Plants,lettuce,fresh;green;crisp;leafy;organic;raw;salad;tender;washed;crunchy
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Plants,mushroom,wild;fresh;small;edible;poisonous;brown;organic;dried;soft;forest
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Plants,onion,fresh;white;strong-smelling;raw;sliced;organic;large;sweet;dried;crunchy
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Plants,pepper,red;fresh;spicy;green;hot;sliced;organic;sweet;dried;crunchy
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Plants,potato,fresh;large;baked;raw;organic;small;boiled;peeled;sweet;firm
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Plants,rose,red;beautiful;fragrant;wild;fresh;thorny;blooming;garden;white;delicate
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Plants,tomato,red;fresh;ripe;juicy;organic;raw;sliced;small;sweet;firm
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Plants,tree,tall;green;old;fruit-bearing;shady;ancient;young;leafy;strong;bare
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,ally,strong;loyal;reliable;helpful;close;strategic;faithful;trusted;supportive;important
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,brother,older;younger;loving;protective;playful;caring;supportive;funny;strong;close
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,enemy,dangerous;powerful;bitter;sworn;hidden;foreign;fierce;old;relentless;threatening
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,father,loving;strict;wise;hardworking;supportive;proud;kind;strong;caring;absent
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,follower,loyal;devoted;faithful;dedicated;blind;enthusiastic;strong;simple;committed;active
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,friend,true;close;loyal;fun;helpful;old;new;trustworthy;caring;reliable
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,leader,strong;wise;charismatic;effective;inspiring;bold;respected;young;experienced;decisive
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,mother,loving;caring;protective;busy;wise;supportive;kind;strong;dedicated;gentle
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,partner,reliable;equal;supportive;business;life;trusted;close;creative;committed;loyal
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,rival,fierce;strong;competitive;bitter;equal;skilled;old;new;challenging;dangerous
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,sister,younger;older;loving;playful;caring;supportive;funny;close;strong;protective
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Social Relationships,stranger,mysterious;unknown;dangerous;friendly;passing;foreign;odd;helpful;suspicious;wandering
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,above,high;clear;distant;bright;visible;open;safe;empty;vast;blue
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,back,hidden;rear;strong;old;dark;quiet;secret;simple;covered;low
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,below,deep;hidden;dark;low;submerged;quiet;cold;secret;vast;underground
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,east,distant;rising;sunny;far;ancient;coastal;windy;mysterious;flat;green
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,front,open;clear;busy;wide;main;visible;clean;simple;facing;strong
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,inside,warm;hidden;safe;dark;quiet;cozy;empty;bright;secret;protected
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,left,free;open;weak;hidden;simple;dark;quiet;unused;small;side
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,north,cold;distant;windy;frozen;remote;wild;high;ancient;green;vast
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,outside,fresh;open;cold;bright;empty;noisy;wet;dark;safe;vast
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,right,correct;strong;direct;clear;proper;immediate;absolute;straightforward;true;just
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,south,warm;sunny;distant;coastal;flat;green;humid;ancient;windy;fertile
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Spatial Concepts,west,wild;distant;sunset;dry;rugged;ancient;golden;windy;remote;vast
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,century,past;recent;long;golden;dark;modern;ancient;peaceful;turbulent;progressive
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,day,long;sunny;busy;short;clear;rainy;ordinary;special;warm;cold
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,evening,calm;cool;quiet;long;dark;relaxing;beautiful;early;late;peaceful
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,hour,long;short;busy;quiet;early;late;golden;dark;final;waiting
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,minute,short;final;waiting;quick;long;precise;exact;passing;silent;tense
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,month,long;short;busy;quiet;warm;cold;festive;dry;rainy;final
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,morning,fresh;early;bright;cool;quiet;busy;foggy;sunny;crisp;new
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,night,dark;long;quiet;starry;cold;mysterious;peaceful;late;windy;endless
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,season,warm;cold;wet;dry;festive;harsh;mild;long;short;changing
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,second,short;final;quick;last;precise;waiting;tense;passing;simple;exact
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,week,long;short;busy;quiet;final;starting;ending;productive;relaxing;full
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Time Concepts,year,long;short;busy;productive;new;past;final;challenging;successful;quiet
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;raw;simmering;explosive;quiet;righteous;suppressed
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,courage,brave;bold;heroic;unwavering;moral;physical;foolish;innate;tested;admirable
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,fear,overwhelming;primal;irrational;creeping;sudden;paralyzing;hidden;deep-seated;instinctive;chilling
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,freedom,absolute;limited;hard-won;personal;political;total;fleeting;precious;unrestricted;basic
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,happiness,pure;lasting;fleeting;genuine;overwhelming;quiet;shared;simple;radiant;inner
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,hate,bitter;intense;blind;deep-rooted;irrational;simmering;violent;personal;cold;destructive
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,honesty,brutal;refreshing;absolute;rare;straightforward;painful;genuine;unwavering;simple;heartfelt
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,justice,blind;swift;delayed;fair;harsh;poetic;social;ultimate;restorative;unequal
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,knowledge,vast;practical;theoretical;ancient;hidden;shared;basic;profound;useful;forbidden
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,love,unconditional;passionate;enduring;fleeting;deep;romantic;parental;selfless;youthful;platonic
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,peace,lasting;fragile;inner;global;temporary;quiet;hard-earned;spiritual;perfect;uneasy
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Abstract Concepts,wisdom,ancient;practical;profound;timeless;intuitive;hard-gained;simple;spiritual;everyday;shared
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,bell,loud;soft;ringing;ancient;shiny;broken;small;large;decorative;clear
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,candle,flickering;scented;tall;short;waxen;colorful;melted;warm;simple;elegant
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,carpet,soft;woven;colorful;thick;old;patterned;clean;dirty;large;oriental
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,coin,shiny;old;rare;gold;silver;fake;small;heavy;ancient;foreign
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,crown,golden;jeweled;royal;heavy;ancient;simple;symbolic;ornate;broken;ceremonial
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,flag,national;colorful;waving;tattered;proud;symbolic;large;small;foreign;faded
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,mask,mysterious;protective;decorative;frightening;simple;elaborate;wooden;plastic;facial;hidden
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,necklace,shiny;pearl;gold;simple;elegant;heavy;antique;beaded;long;short
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,painting,beautiful;abstract;detailed;colorful;old;modern;realistic;framed;large;inspiring
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,ring,golden;diamond;simple;engraved;tight;loose;antique;wedding;signet;shiny
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,statue,grand;stone;bronze;ancient;lifelike;broken;tall;decorative;historical;imposing
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Cultural Artifacts,vase,ornate;fragile;floral;ancient;glass;ceramic;tall;simple;decorative;colorful
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,cloud,fluffy;dark;drifting;white;stormy;high;low;thin;thick;wispy
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,earthquake,devastating;sudden;massive;minor;underground;destructive;rare;powerful;shallow;deep
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,fog,thick;mysterious;dense;morning;rolling;cold;damp;light;eerie;persistent
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,lightning,bright;sudden;forked;distant;dangerous;spectacular;electrical;quick;intense;striking
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,rain,heavy;light;steady;pouring;gentle;cold;warm;seasonal;relentless;refreshing
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,rainbow,vibrant;arched;colorful;fleeting;double;faint;spectacular;rare;beautiful;natural
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,snow,fresh;deep;fluffy;melting;white;heavy;light;frozen;powdery;wet
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,storm,violent;approaching;fierce;mild;tropical;winter;electrical;howling;destructive;sudden
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;ominous;brief;powerful;echoing;frightening;natural
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,tide,high;low;rising;falling;strong;gentle;coastal;daily;unpredictable;swift
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,volcano,active;dormant;massive;explosive;smoking;ancient;dangerous;fiery;hidden;majestic
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Environmental Phenomena,wind,strong;gentle;howling;cold;warm;gusty;steady;northern;southern;refreshing
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,apple,red;green;juicy;fresh;ripe;sour;sweet;small;large;organic
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,banana,yellow;ripe;green;peeled;sweet;long;curved;fresh;soft;exotic
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,beef,tender;grilled;lean;fatty;fresh;cooked;rare;ground;organic;tasty
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,bread,fresh;baked;soft;crusty;whole-wheat;sliced;warm;stale;homemade;white
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,broccoli,fresh;green;steamed;crunchy;organic;raw;boiled;healthy;large;tender
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,cheese,sharp;creamy;soft;hard;aged;melted;flavorful;fresh;grated;mild
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,chicken,roasted;grilled;fresh;organic;tender;spicy;fried;whole;boneless;free-range
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,egg,fresh;boiled;fried;large;small;organic;brown;white;cracked;runny
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,fish,fresh;grilled;smoked;wild;farmed;large;small;salty;flaky;oily
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,pasta,cooked;al dente;homemade;dry;cheesy;spicy;long;short;Italian;fresh
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,rice,steamed;white;brown;cooked;fluffy;sticky;long-grain;short-grain;wild;aromatic
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Food Items,soup,hot;creamy;vegetable;chicken;spicy;thick;clear;homemade;flavorful;hearty
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,artist,talented;creative;dedicated;famous;struggling;innovative;skilled;passionate;young;established
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,athlete,strong;fast;dedicated;professional;Olympic;injured;young;skilled;competitive;fit
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,chef,skilled;famous;innovative;busy;experienced;young;passionate;professional;creative;talented
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,doctor,skilled;experienced;caring;busy;young;specialist;dedicated;professional;trustworthy;emergency
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,engineer,skilled;innovative;experienced;mechanical;creative;young;dedicated;professional;reliable;technical
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,farmer,hardworking;local;experienced;organic;rural;dedicated;young;skilled;traditional;independent
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,lawyer,sharp;experienced;corporate;defense;young;dedicated;professional;ethical;successful;criminal
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,musician,talented;famous;classical;rock;young;skilled;passionate;touring;innovative;dedicated
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,scientist,brilliant;dedicated;environmental;medical;young;innovative;professional;curious;experienced;theoretical
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,soldier,brave;trained;elite;young;veteran;disciplined;combat;loyal;active;heroic
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,teacher,dedicated;experienced;inspiring;young;patient;knowledgeable;creative;professional;strict;supportive
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Human Roles,writer,talented;prolific;famous;young;creative;dedicated;fictional;journalistic;skilled;insightful
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;hardcover;paperback;educational;fictional
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,bridge,old;modern;long;short;sturdy;wooden;stone;high;low;iconic
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,drums,loud;rhythmic;wooden;electronic;small;large;traditional;modern;tuned;hand-held
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,earth,green;fertile;vast;dry;rocky;spinning;ancient;living;blue;stable
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,flute,wooden;silver;melodic;ancient;modern;small;polished;simple;handmade;sweet-sounding
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,key,small;metal;rusty;shiny;old;new;spare;secret;golden;locked
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,knife,sharp;dull;kitchen;pocket;old;new;rusty;clean;wooden-handled;steel
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,lock,old;new;rusty;secure;broken;electronic;simple;heavy;small;combination
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,moon,full;crescent;bright;dark;distant;waxing;waning;mysterious;silver;glowing
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,pen,black;blue;ink;fountain;ballpoint;old;new;cheap;expensive;smooth-writing
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;midday;warm;golden;distant;powerful;life-giving
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;light;ceremonial;battle-worn;steel;jeweled;long;short
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,cat,playful;lazy;black;white;furry;wild;domestic;curious;sleek;independent
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,dog,loyal;friendly;big;small;furry;trained;wild;energetic;protective;obedient
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,dolphin,intelligent;playful;graceful;wild;trained;large;sleek;marine;social;fast
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,elephant,large;gray;wild;tame;intelligent;majestic;endangered;strong;gentle;trunked
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,hamster,small;furry;playful;cute;active;pet;wild;brown;nocturnal;quick
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,monkey,playful;agile;wild;tame;intelligent;noisy;furry;small;curious;mischievous
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,mouse,small;gray;quick;timid;wild;pet;sneaky;furry;nocturnal;common
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,peacock,colorful;proud;wild;tame;large;beautiful;exotic;feathered;majestic;noisy
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,rabbit,fluffy;quick;wild;pet;white;brown;cute;fast;timid;hopping
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,shark,dangerous;large;fast;predatory;oceanic;gray;sharp-toothed;solitary;powerful;ancient
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,snake,slithery;venomous;long;short;wild;tame;colorful;green;coiled;secretive
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Neutral Animals,whale,massive;gentle;migratory;oceanic;endangered;blue;singing;deep-diving;intelligent;graceful
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Places,city,bustling;modern;ancient;large;small;crowded;clean;dirty;historic;vibrant
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Places,desert,vast;dry;sandy;hot;barren;remote;golden;windswept;harsh;endless
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Places,forest,dense;green;ancient;tropical;quiet;dark;lush;wild;peaceful;vast
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Places,island,tropical;remote;small;large;volcanic;sandy;isolated;beautiful;deserted;green
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Places,lake,calm;deep;shallow;frozen;clear;murky;large;small;scenic;freshwater
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Places,mountain,tall;snowy;rugged;ancient;green;steep;majestic;remote;volcanic;beautiful
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Places,ocean,vast;deep;blue;stormy;calm;salty;endless;mysterious;cold;warm
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Places,plain,flat;vast;grassy;dry;green;open;fertile;empty;rolling;expansive
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Places,plateau,high;flat;rocky;vast;elevated;barren;green;remote;scenic;ancient
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Places,river,wide;narrow;flowing;rapid;calm;muddy;clear;long;short;winding
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Places,valley,deep;green;fertile;narrow;wide;scenic;hidden;rural;beautiful;peaceful
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Places,village,small;quaint;rural;ancient;peaceful;bustling;coastal;mountain;fishing;farming
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Plants,cactus,spiky;green;desert;tall;short;flowering;hardy;prickly;wild;exotic
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Plants,eggplant,purple;fresh;shiny;large;small;cooked;raw;organic;soft;vegetable
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Plants,flower,beautiful;colorful;fragrant;wild;garden;red;yellow;blooming;delicate;exotic
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Plants,grass,green;lush;short;tall;wet;dry;soft;wild;mowed;fresh
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Plants,lettuce,fresh;green;crisp;leafy;organic;washed;raw;salad;small;healthy
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Plants,mushroom,wild;edible;poisonous;small;large;fresh;dried;white;brown;fungi
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Plants,onion,fresh;red;white;strong-smelling;raw;cooked;large;small;spicy;organic
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Plants,pepper,red;green;hot;sweet;fresh;spicy;small;large;dried;flavorful
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Plants,potato,fresh;baked;boiled;large;small;organic;starchy;raw;cooked;yellow
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Plants,rose,red;beautiful;thorny;fragrant;wild;garden;blooming;delicate;white;pink
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Plants,tomato,red;fresh;juicy;ripe;small;large;organic;raw;cooked;vine-ripened
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Plants,tree,tall;green;ancient;fruit-bearing;leafy;bare;strong;shady;old;young
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,ally,trusted;powerful;secret;loyal;strong;foreign;reliable;helpful;strategic;close
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,brother,older;younger;loving;protective;annoying;supportive;twin;distant;kind;playful
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,enemy,dangerous;sworn;bitter;hidden;powerful;foreign;ruthless;old;cunning;declared
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,father,loving;strict;absent;supportive;hardworking;proud;young;elderly;wise;caring
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,follower,loyal;devoted;blind;enthusiastic;mass;cult;political;religious;faithful;dedicated
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,friend,close;old;new;trustworthy;fun;supportive;childhood;best;reliable;distant
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,leader,strong;charismatic;effective;weak;inspiring;political;military;natural;elected;visionary
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,mother,loving;caring;strict;hardworking;protective;single;young;elderly;nurturing;devoted
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,partner,business;life;reliable;equal;supportive;creative;professional;romantic;trusted;committed
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,rival,fierce;strong;competitive;business;sports;bitter;equal;longstanding;clever;dangerous
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,sister,younger;older;loving;supportive;annoying;close;twin;distant;kind;playful
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Social Relationships,stranger,mysterious;dangerous;helpful;unknown;foreign;friendly;odd;passing;suspicious;wandering
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,above,high;elevated;superior;overhead;uppermost;clear;distant;floating;dominant;airy
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,back,rear;hidden;supporting;straight;curved;strong;weak;distant;covered;plain
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,below,low;underground;inferior;submerged;hidden;deep;dark;lesser;basic;sunken
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,east,rising;distant;eastern;sunny;coastal;ancient;modern;far;near;trade
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,front,main;forward;visible;leading;bold;direct;open;flat;protective;clean
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,inside,inner;hidden;cozy;secure;warm;deep;private;enclosed;secret;soft
grok-3-mini,basic,1.0,HE # Hebrew,C2,most frequent,Spatial Concepts,left,western;remaining;abandoned;free;unused;open;hidden;sharp;blunt;quiet
