Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,basic,0.0,AR # Arabic,B1,most frequent,Abstract Concepts,anger,big;bad;hot;strong;new;real;other;same;good;much
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Social Relationships,friend,good;best;close;old;new;true;loyal;supportive;helpful;childhood
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Social Relationships,friend,good;best;close;old;new;true;loyal;childhood;online;casual
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Social Relationships,leader,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Social Relationships,leader,big;small;old;new;good;bad;young;strong;weak;important
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Social Relationships,leader,strong;good;great;new;old;political;military;effective;popular;charismatic
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Social Relationships,leader,strong;effective;charismatic;political;military;elected;appointed;popular;decisive;visionary
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Social Relationships,leader,strong;good;effective;charismatic;political;military;elected;appointed;natural;born
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Social Relationships,mother,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Social Relationships,mother,big;small;old;new;good;bad;young;older;younger;step
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Social Relationships,mother,old;young;loving;strict;biological;adoptive;step;single;working;stay-at-home
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Social Relationships,mother,loving;caring;strict;old;young;biological;adoptive;step;single;working
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Social Relationships,mother,loving;caring;strict;old;young;biological;adoptive;step;single;working
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Social Relationships,partner,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Social Relationships,partner,big;small;old;new;good;bad;young;business;life;dance
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Social Relationships,partner,business;life;close;new;old;equal;senior;junior;key;strategic
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Social Relationships,partner,business;life;legal;equal;senior;junior;trusted;reliable;silent;active
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Social Relationships,partner,business;life;legal;equal;senior;junior;silent;active;trusted;reliable
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Social Relationships,rival,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Social Relationships,rival,big;small;old;new;good;bad;strong;weak;important;main
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Social Relationships,rival,fierce;bitter;strong;main;chief;old;new;political;sporting;business
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Social Relationships,rival,fierce;bitter;main;close;strong;political;sporting;business;academic;friendly
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Social Relationships,rival,fierce;bitter;main;close;friendly;political;business;sporting;academic;professional
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Social Relationships,sister,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Social Relationships,sister,big;small;old;new;good;bad;young;older;younger;half
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Social Relationships,sister,older;younger;big;little;half;step;close;dear;beloved;estranged
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Social Relationships,sister,older;younger;little;big;half;step;close;loving;protective;annoying
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Social Relationships,sister,older;younger;little;big;half;step;close;distant;loving;annoying
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Social Relationships,stranger,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Social Relationships,stranger,big;small;old;new;good;bad;young;local;foreign;dangerous
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Social Relationships,stranger,complete;total;perfect;strange;new;young;old;friendly;suspicious;dangerous
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Social Relationships,stranger,unknown;strange;suspicious;friendly;helpful;passing;tall;short;silent;mysterious
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Social Relationships,stranger,strange;unknown;unfamiliar;suspicious;friendly;helpful;passing;total;complete;casual
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Spatial Concepts,above,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Spatial Concepts,above,high;low;far;near;good;bad;important;main;only;clear
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Spatial Concepts,above,high;far;directly;just;slightly;well;mentioned;stated;listed;average
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Spatial Concepts,above,high;clear;far;directly;just;slightly;well;way;clearly;immediately
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Spatial Concepts,above,high;clear;far;directly;just;slightly;well;way;immediately;generally
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Spatial Concepts,back,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Spatial Concepts,back,big;small;old;new;good;bad;main;important;only;far
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Spatial Concepts,back,far;long;straight;lower;upper;strong;weak;aching;sore;injured
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Spatial Concepts,back,sore;strong;straight;lower;upper;aching;injured;broad;muscular;weak
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Spatial Concepts,back,lower;upper;strong;weak;sore;aching;straight;curved;broad;narrow
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Spatial Concepts,below,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Spatial Concepts,below,high;low;far;near;good;bad;important;main;only;clear
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Spatial Concepts,below,far;directly;just;slightly;well;mentioned;stated;listed;average;sea
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Spatial Concepts,below,low;far;directly;just;slightly;well;way;clearly;immediately;ground
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Spatial Concepts,below,low;far;directly;just;slightly;well;way;immediately;generally;sea-level
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Spatial Concepts,east,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Spatial Concepts,east,big;small;old;new;good;bad;main;important;only;far
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Spatial Concepts,east,far;middle;near;wild;south;north;central;west;european
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Spatial Concepts,east,far;due;middle;near;southeast;northeast;wild;old;eastern;central
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Spatial Concepts,east,far;middle;near;wild;central;south;north;west;true;magnetic
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Spatial Concepts,front,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Spatial Concepts,front,big;small;old;new;good;bad;main;important;only;far
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Spatial Concepts,front,far;near;main;new;old;right;left;open;closed;battle
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Spatial Concepts,front,main;near;far;directly;just;slightly;well;way;clearly;immediate
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Spatial Concepts,front,main;near;far;right;left;open;closed;clear;direct;immediate
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Spatial Concepts,inside,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Spatial Concepts,inside,big;small;old;new;good;bad;main;important;only;far
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Spatial Concepts,inside,far;deep;right;left;dark;warm;cold;dry;wet;safe
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Spatial Concepts,inside,warm;dark;safe;dry;quiet;cool;comfortable;cramped;spacious;hidden
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Spatial Concepts,inside,warm;cold;dark;light;dry;wet;safe;dangerous;quiet;noisy
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Spatial Concepts,left,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Spatial Concepts,left,big;small;old;new;good;bad;main;important;only;far
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Spatial Concepts,left,far;right;main;new;old;political;social;economic;cultural;personal
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Spatial Concepts,left,far;near;due;slight;hard;soft;upper;lower;extreme;immediate
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Spatial Concepts,left,far;right;near;upper;lower;hard;soft;extreme;political;social
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Spatial Concepts,north,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Spatial Concepts,north,big;small;old;new;good;bad;main;important;only;far
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Spatial Concepts,north,far;south;east;west;central;wild;new;old;european
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Spatial Concepts,north,far;due;middle;near;northwest;northeast;wild;old;northern;central
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Spatial Concepts,north,far;near;true;magnetic;central;south;east;west;wild;frozen
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Spatial Concepts,outside,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Spatial Concepts,outside,big;small;old;new;good;bad;main;important;only;far
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Spatial Concepts,outside,far;right;left;dark;warm;cold;dry;wet;safe;open
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Spatial Concepts,outside,cold;dark;dangerous;wet;noisy;bright;sunny;spacious;open;exposed
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Spatial Concepts,outside,warm;cold;dry;wet;safe;dangerous;quiet;noisy;bright;dark
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Spatial Concepts,right,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Spatial Concepts,right,big;small;old;new;good;bad;main;important;only;far
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Spatial Concepts,right,far;left;main;new;old;political;social;economic;cultural;personal
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Spatial Concepts,right,far;near;due;slight;hard;soft;upper;lower;extreme;immediate
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Spatial Concepts,right,far;left;near;upper;lower;hard;soft;extreme;political;social
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Spatial Concepts,south,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Spatial Concepts,south,big;small;old;new;good;bad;main;important;only;far
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Spatial Concepts,south,far;north;east;west;central;wild;new;old;american
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Spatial Concepts,south,far;due;middle;near;southwest;southeast;wild;old;southern;central
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Spatial Concepts,south,far;near;true;magnetic;central;north;east;west;wild;tropical
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Spatial Concepts,west,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Spatial Concepts,west,big;small;old;new;good;bad;main;important;only;far
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Spatial Concepts,west,far;east;north;south;central;wild;new;old;american
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Spatial Concepts,west,far;due;middle;near;southwest;northwest;wild;old;western;central
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Spatial Concepts,west,far;middle;near;wild;central;south;north;east;true;magnetic
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Time Concepts,century,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Time Concepts,century,big;small;old;new;long;short;good;bad;important;first
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Time Concepts,century,20th;21st;19th;new;old;past;present;future;long;short
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Time Concepts,century,20th;21st;past;present;future;long;short;recent;bygone;upcoming
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Time Concepts,century,21st;20th;19th;past;present;future;long;short;new;old
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Time Concepts,day,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Time Concepts,day,big;small;old;new;long;short;good;bad;important;first
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Time Concepts,day,good;bad;long;short;sunny;rainy;new;old;happy;sad
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;free;good;bad;typical;ordinary
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Time Concepts,day,good;bad;long;short;sunny;rainy;hot;cold;busy;free
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Time Concepts,evening,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Time Concepts,evening,big;small;old;new;good;bad;long;short;nice;quiet
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Time Concepts,evening,good;nice;long;short;warm;cool;quiet;busy;early;late
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Time Concepts,evening,long;short;pleasant;quiet;busy;cool;warm;dark;early;late
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Time Concepts,evening,good;nice;quiet;long;short;warm;cool;pleasant;dark;early
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Time Concepts,hour,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Time Concepts,hour,big;small;old;new;long;short;good;bad;important;first
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Time Concepts,hour,long;short;late;early;happy;sad;busy;quiet;golden;final
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Time Concepts,hour,long;short;busy;quiet;early;late;golden;final;crucial;spare
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Time Concepts,hour,long;short;late;early;busy;quiet;golden;final;crucial;appointed
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Time Concepts,minute,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Time Concepts,minute,big;small;old;new;long;short;good;bad;important;first
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Time Concepts,minute,long;short;late;early;happy;sad;busy;quiet;final;last
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Time Concepts,minute,long;short;busy;quiet;early;late;crucial;spare;final;fleeting
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Time Concepts,minute,long;short;crucial;final;last;first;few;many;passing;precious
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Time Concepts,month,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Time Concepts,month,big;small;old;new;long;short;good;bad;important;first
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Time Concepts,month,long;short;happy;sad;busy;quiet;first;last;next;previous
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Time Concepts,month,long;short;busy;quiet;early;late;summer;winter;spring;autumn
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Time Concepts,month,long;short;past;next;last;first;current;coming;previous;following
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Time Concepts,morning,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Time Concepts,morning,big;small;old;new;good;bad;long;short;nice;quiet
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Time Concepts,morning,good;nice;long;short;warm;cool;quiet;busy;early;late
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Time Concepts,morning,early;late;sunny;rainy;busy;quiet;cool;warm;good;bad
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Time Concepts,morning,good;early;late;sunny;rainy;cold;warm;busy;quiet;beautiful
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Time Concepts,night,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Time Concepts,night,big;small;old;new;good;bad;long;short;dark;quiet
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Time Concepts,night,good;bad;long;short;dark;light;quiet;busy;early;late
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Time Concepts,night,long;short;dark;quiet;busy;cold;warm;starry;sleepless;peaceful
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Time Concepts,night,good;long;short;dark;quiet;peaceful;sleepless;stormy;cold;warm
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Time Concepts,season,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Time Concepts,season,big;small;old;new;good;bad;long;short;first;last
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Time Concepts,season,spring;summer;autumn;winter;long;short;warm;cold;dry;wet
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Time Concepts,season,summer;winter;spring;autumn;long;short;rainy;dry;warm;cold
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Time Concepts,season,spring;summer;autumn;winter;dry;wet;long;short;tourist;holiday
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Time Concepts,second,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Time Concepts,second,big;small;old;new;long;short;good;bad;important;first
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Time Concepts,second,long;short;late;early;happy;sad;busy;quiet;final;last
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Time Concepts,second,long;short;busy;quiet;early;late;crucial;spare;final;fleeting
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Time Concepts,second,long;short;split;final;last;first;few;many;passing;crucial
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Time Concepts,week,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Time Concepts,week,big;small;old;new;long;short;good;bad;important;first
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Time Concepts,week,long;short;happy;sad;busy;quiet;first;last;next;previous
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Time Concepts,week,long;short;busy;quiet;early;late;good;bad;typical;ordinary
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Time Concepts,week,long;short;last;next;busy;quiet;working;school;holiday;coming
gemini-2.0-flash,basic,0.0,KO # Korean,B1,most frequent,Time Concepts,year,big;small;old;new;good;bad;long;short;same;hard
gemini-2.0-flash,basic,0.0,KO # Korean,B2,most frequent,Time Concepts,year,big;small;old;new;long;short;good;bad;important;first
gemini-2.0-flash,basic,0.0,KO # Korean,C1,most frequent,Time Concepts,year,good;bad;long;short;happy;sad;busy;quiet;first;last
gemini-2.0-flash,basic,0.0,KO # Korean,C2,most frequent,Time Concepts,year,long;short;busy;quiet;early;late;good;bad;typical;ordinary
gemini-2.0-flash,basic,0.0,KO # Korean,Perfect,most frequent,Time Concepts,year,good;bad;long;short;last;next;current;coming;previous;following
gemini-2.0-flash,basic,0.0,LV # Latvian,B1,most frequent,Abstract Concepts,anger,big;bad;hot;strong;real;true;new;old;much;little
gemini-2.0-flash,basic,0.0,LV # Latvian,B2,most frequent,Abstract Concepts,anger,big;bad;strong;hot;real;true;sudden;deep;silent;cold
gemini-2.0-flash,basic,0.0,LV # Latvian,C1,most frequent,Abstract Concepts,anger,great;bad;real;hot;cold;sudden;deep;slow;silent;public
gemini-2.0-flash,basic,0.0,LV # Latvian,C2,most frequent,Abstract Concepts,anger,great;deep;sudden;blind;righteous;suppressed;cold;burning;intense;uncontrollable
gemini-2.0-flash,basic,0.0,LV # Latvian,Perfect,most frequent,Abstract Concepts,anger,great;deep;hot;blind;righteous;cold;suppressed;sudden;bitter;burning
gemini-2.0-flash,basic,0.0,LV # Latvian,B1,most frequent,Abstract Concepts,courage,big;strong;true;real;much;little;good;new;old;hard
gemini-2.0-flash,basic,0.0,LV # Latvian,B2,most frequent,Abstract Concepts,courage,great;true;real;strong;much;little;brave;quiet;moral;inner
gemini-2.0-flash,basic,0.0,LV # Latvian,C1,most frequent,Abstract Concepts,courage,great;true;real;strong;moral;physical;inner;quiet;blind;amazing
gemini-2.0-flash,basic,0.0,LV # Latvian,C2,most frequent,Abstract Concepts,courage,great;true;moral;physical;quiet;inner;remarkable;unwavering;fierce;unexpected
gemini-2.0-flash,basic,0.0,LV # Latvian,Perfect,most frequent,Abstract Concepts,courage,great;true;inner;moral;quiet;fierce;blind;amazing;unexpected;remarkable
gemini-2.0-flash,basic,0.0,LV # Latvian,B1,most frequent,Abstract Concepts,fear,big;bad;strong;real;true;much;little;new;old;dark
gemini-2.0-flash,basic,0.0,LV # Latvian,B2,most frequent,Abstract Concepts,fear,big;great;real;strong;much;little;sudden;deep;dark;cold
gemini-2.0-flash,basic,0.0,LV # Latvian,C1,most frequent,Abstract Concepts,fear,great;real;big;small;sudden;deep;dark;irrational;common;public
gemini-2.0-flash,basic,0.0,LV # Latvian,C2,most frequent,Abstract Concepts,fear,great;real;irrational;deep;paralyzing;primal;constant;lingering;overwhelming;unfounded
gemini-2.0-flash,basic,0.0,LV # Latvian,Perfect,most frequent,Abstract Concepts,fear,great;deep;real;irrational;paralyzing;sudden;primal;constant;overwhelming;unfounded
gemini-2.0-flash,basic,0.0,LV # Latvian,B1,most frequent,Abstract Concepts,freedom,big;good;real;true;much;little;new;old;hard;important
gemini-2.0-flash,basic,0.0,LV # Latvian,B2,most frequent,Abstract Concepts,freedom,great;true;real;much;little;political;personal;economic;social;basic
gemini-2.0-flash,basic,0.0,LV # Latvian,C1,most frequent,Abstract Concepts,freedom,great;real;true;political;economic;personal;social;basic;limited;full
gemini-2.0-flash,basic,0.0,LV # Latvian,C2,most frequent,Abstract Concepts,freedom,great;political;personal;economic;individual;basic;fundamental;limited;hard-won;relative
gemini-2.0-flash,basic,0.0,LV # Latvian,Perfect,most frequent,Abstract Concepts,freedom,great;true;political;personal;economic;individual;national;basic;limited;hard-won
gemini-2.0-flash,basic,0.0,LV # Latvian,B1,most frequent,Abstract Concepts,happiness,big;good;real;true;much;little;new;old;hard;easy
gemini-2.0-flash,basic,0.0,LV # Latvian,B2,most frequent,Abstract Concepts,happiness,great;true;real;much;little;big;simple;pure;inner;quiet
gemini-2.0-flash,basic,0.0,LV # Latvian,C1,most frequent,Abstract Concepts,happiness,great;real;true;simple;pure;quiet;sudden;deep;lasting;shared
gemini-2.0-flash,basic,0.0,LV # Latvian,C2,most frequent,Abstract Concepts,happiness,great;true;simple;pure;fleeting;genuine;inner;lasting;unexpected;childlike
gemini-2.0-flash,basic,0.0,LV # Latvian,Perfect,most frequent,Abstract Concepts,happiness,great;true;simple;pure;inner;fleeting;contagious;unexpected;childlike;genuine
gemini-2.0-flash,basic,0.0,LV # Latvian,B1,most frequent,Abstract Concepts,hate,big;bad;strong;real;true;much;little;new;old;hard
gemini-2.0-flash,basic,0.0,LV # Latvian,B2,most frequent,Abstract Concepts,hate,big;strong;real;true;much;little;deep;dark;cold;silent
gemini-2.0-flash,basic,0.0,LV # Latvian,C1,most frequent,Abstract Concepts,hate,great;real;true;deep;strong;blind;irrational;pure;simple;public
gemini-2.0-flash,basic,0.0,LV # Latvian,C2,most frequent,Abstract Concepts,hate,great;deep;intense;blind;irrational;consuming;bitter;abiding;visceral;pathological
gemini-2.0-flash,basic,0.0,LV # Latvian,Perfect,most frequent,Abstract Concepts,hate,great;deep;blind;irrational;consuming;bitter;intense;abiding;visceral;pathological
gemini-2.0-flash,basic,0.0,LV # Latvian,B1,most frequent,Abstract Concepts,honesty,big;good;real;true;much;little;new;old;hard;important
gemini-2.0-flash,basic,0.0,LV # Latvian,B2,most frequent,Abstract Concepts,honesty,great;true;real;much;little;simple;pure;open;full;basic
gemini-2.0-flash,basic,0.0,LV # Latvian,C1,most frequent,Abstract Concepts,honesty,great;real;true;simple;pure;brutal;complete;open;basic;refreshing
gemini-2.0-flash,basic,0.0,LV # Latvian,C2,most frequent,Abstract Concepts,honesty,great;brutal;complete;refreshing;absolute;fundamental;unquestionable;simple;painful;rare
gemini-2.0-flash,basic,0.0,LV # Latvian,Perfect,most frequent,Abstract Concepts,honesty,great;true;brutal;complete;refreshing;simple;rare;painful;unwavering;unquestionable
gemini-2.0-flash,basic,0.0,LV # Latvian,B1,most frequent,Abstract Concepts,justice,big;good;real;true;much;little;new;old;hard;important
gemini-2.0-flash,basic,0.0,LV # Latvian,B2,most frequent,Abstract Concepts,justice,great;true;real;much;little;social;economic;criminal;fair;equal
gemini-2.0-flash,basic,0.0,LV # Latvian,C1,most frequent,Abstract Concepts,justice,great;real;true;social;economic;criminal;fair;equal;blind;swift
gemini-2.0-flash,basic,0.0,LV # Latvian,C2,most frequent,Abstract Concepts,justice,great;social;criminal;economic;environmental;rough;blind;restorative;procedural;true
gemini-2.0-flash,basic,0.0,LV # Latvian,Perfect,most frequent,Abstract Concepts,justice,great;true;social;equal;fair;blind;restorative;rough;swift;delayed
gemini-2.0-flash,basic,0.0,LV # Latvian,B1,most frequent,Abstract Concepts,knowledge,big;good;real;true;much;little;new;old;hard;important
gemini-2.0-flash,basic,0.0,LV # Latvian,B2,most frequent,Abstract Concepts,knowledge,great;true;real;much;little;big;good;important;useful;basic
gemini-2.0-flash,basic,0.0,LV # Latvian,C1,most frequent,Abstract Concepts,knowledge,great;real;true;deep;basic;practical;scientific;common;public;secret
gemini-2.0-flash,basic,0.0,LV # Latvian,C2,most frequent,Abstract Concepts,knowledge,great;deep;practical;scientific;specialized;tacit;common;useful;theoretical;working
gemini-2.0-flash,basic,0.0,LV # Latvian,Perfect,most frequent,Abstract Concepts,knowledge,great;deep;true;practical;useful;scientific;common;tacit;specialized;theoretical
